"","NSI","pi","piHC","piMetals"
"SWARM_5793",1,0,0,0
"SWARM_5791",0,0,0,0
"SWARM_6688",0,1,1,1
"SWARM_28834",0,0,0,0
"SWARM_43093",0,0,0,0
"SWARM_19440",0,0,0,0
"SWARM_23340",0,0,0,0
"SWARM_20691",0,0,0,0
"SWARM_2530",0,0,0,1
"SWARM_15567",0,0,0,0
"SWARM_36324",0,0,0,0
"SWARM_7016",0,0,0,0
"SWARM_6940",4,0,0,0
"SWARM_16480",0,0,0,0
"SWARM_18227",0,0,0,0
"SWARM_18221",0,0,0,0
"SWARM_10411",0,0,0,0
"SWARM_8980",0,0,0,0
"SWARM_46435",0,0,0,0
"SWARM_3075",0,0,0,0
"SWARM_3073",0,0,0,0
"SWARM_43111",0,0,0,0
"SWARM_1692",0,0,0,0
"SWARM_1697",0,0,0,0
"SWARM_1699",1,0,0,0
"SWARM_13236",0,0,0,0
"SWARM_24179",0,0,0,0
"SWARM_53475",4,4,4,0
"SWARM_16314",0,0,0,0
"SWARM_16313",0,0,0,0
"SWARM_22793",0,0,0,0
"SWARM_20330",0,0,0,0
"SWARM_20335",0,0,0,0
"SWARM_4223",0,1,1,1
"SWARM_5124",0,3,3,3
"SWARM_2470",0,0,0,0
"SWARM_53661",0,0,0,0
"SWARM_5904",0,0,0,0
"SWARM_26025",0,0,0,0
"SWARM_27771",0,0,0,0
"SWARM_882",0,1,1,1
"SWARM_9528",0,0,0,0
"SWARM_9521",0,0,0,0
"SWARM_35287",0,0,0,0
"SWARM_44947",0,0,0,0
"SWARM_15311",0,0,0,0
"SWARM_9292",0,0,0,0
"SWARM_27989",0,0,0,0
"SWARM_22854",0,0,0,0
"SWARM_11335",0,1,1,1
"SWARM_8663",0,3,0,4
"SWARM_7409",0,0,0,0
"SWARM_50089",0,0,0,0
"SWARM_463",0,0,1,0
"SWARM_464",0,0,0,0
"SWARM_465",3,0,0,0
"SWARM_14848",0,0,0,0
"SWARM_31926",0,0,0,0
"SWARM_9068",0,0,0,0
"SWARM_9060",0,1,0,1
"SWARM_27733",0,0,0,0
"SWARM_11603",0,0,0,0
"SWARM_11601",0,0,0,0
"SWARM_4123",1,1,1,1
"SWARM_29486",0,0,0,0
"SWARM_29485",0,0,0,0
"SWARM_38293",0,0,0,0
"SWARM_38299",0,0,0,0
"SWARM_9923",1,0,0,0
"SWARM_113",0,0,0,0
"SWARM_110",0,0,0,0
"SWARM_111",5,4,5,4
"SWARM_116",0,0,0,1
"SWARM_115",3,0,0,0
"SWARM_12720",0,0,0,0
"SWARM_12727",0,0,0,0
"SWARM_18551",0,0,0,0
"SWARM_10762",0,0,0,0
"SWARM_6256",0,0,0,1
"SWARM_6254",0,1,0,1
"SWARM_5508",3,0,5,0
"SWARM_943",1,0,0,0
"SWARM_35418",0,0,0,0
"SWARM_8278",0,0,0,0
"SWARM_9723",0,0,0,0
"SWARM_41810",0,0,0,0
"SWARM_26400",0,0,0,0
"SWARM_29522",0,0,0,0
"SWARM_18644",0,0,0,0
"SWARM_30127",0,0,0,0
"SWARM_14285",0,0,0,0
"SWARM_14288",0,0,3,0
"SWARM_20825",0,0,0,0
"SWARM_15733",0,0,0,0
"SWARM_15731",0,0,0,0
"SWARM_631",5,3,5,3
"SWARM_35170",0,0,0,0
"SWARM_16610",0,1,1,1
"SWARM_4571",0,0,0,0
"SWARM_1893",0,3,0,3
"SWARM_1894",0,0,0,0
"SWARM_18078",0,0,0,0
"SWARM_76659",0,0,0,0
"SWARM_3861",1,1,1,1
"SWARM_44253",0,0,0,0
"SWARM_32893",0,0,0,0
"SWARM_21696",0,0,0,0
"SWARM_32434",0,0,0,0
"SWARM_24964",0,0,0,0
"SWARM_22522",0,0,0,0
"SWARM_14008",0,0,1,0
"SWARM_14001",0,0,0,0
"SWARM_9354",0,0,0,0
"SWARM_29081",0,0,0,0
"SWARM_17374",0,0,0,0
"SWARM_27126",0,0,0,0
"SWARM_69711",0,0,0,0
"SWARM_10309",0,0,0,0
"SWARM_9512",0,0,0,0
"SWARM_29348",0,0,0,0
"SWARM_63246",0,0,0,0
"SWARM_17530",0,0,0,0
"SWARM_17531",0,0,0,0
"SWARM_10433",1,0,0,0
"SWARM_4328",0,0,0,0
"SWARM_15977",0,0,0,0
"SWARM_7695",0,0,0,0
"SWARM_7694",0,0,0,0
"SWARM_8765",0,0,0,0
"SWARM_8767",0,0,0,0
"SWARM_34237",0,0,0,0
"SWARM_6772",0,0,0,1
"SWARM_6778",0,0,0,0
"SWARM_9493",0,0,0,0
"SWARM_5879",0,0,0,0
"SWARM_12203",0,1,0,1
"SWARM_12209",0,0,0,0
"SWARM_33518",0,0,0,0
"SWARM_33510",0,0,0,0
"SWARM_15089",0,0,0,0
"SWARM_35919",0,0,0,0
"SWARM_377",0,0,0,0
"SWARM_3081",1,1,0,1
"SWARM_16976",0,0,0,0
"SWARM_9884",0,1,1,0
"SWARM_30432",0,0,0,0
"SWARM_16560",0,0,0,0
"SWARM_12996",0,0,0,0
"SWARM_18341",0,0,0,0
"SWARM_10592",0,1,0,1
"SWARM_6856",1,1,1,1
"SWARM_7712",0,0,0,0
"SWARM_56",0,0,0,0
"SWARM_50",0,0,0,0
"SWARM_51",0,0,0,0
"SWARM_16868",0,0,0,0
"SWARM_3714",0,0,0,0
"SWARM_1713",0,0,4,3
"SWARM_21978",0,0,0,0
"SWARM_8859",1,0,1,0
"SWARM_24615",0,0,0,0
"SWARM_17905",0,0,0,0
"SWARM_17902",0,0,0,0
"SWARM_63274",0,0,0,0
"SWARM_39093",0,0,0,0
"SWARM_20003",1,0,0,0
"SWARM_427",1,1,0,1
"SWARM_19773",0,0,1,0
"SWARM_5296",0,0,0,0
"SWARM_11381",0,0,0,0
"SWARM_32033",0,0,0,0
"SWARM_2749",1,0,0,0
"SWARM_2746",0,0,0,0
"SWARM_8306",0,0,0,0
"SWARM_31718",0,0,0,0
"SWARM_46206",0,0,0,0
"SWARM_8277",0,0,0,0
"SWARM_76878",0,0,0,0
"SWARM_28728",0,0,0,0
"SWARM_28721",0,0,0,0
"SWARM_21266",0,0,0,0
"SWARM_10141",0,0,0,0
"SWARM_4838",0,0,0,0
"SWARM_700",1,1,1,1
"SWARM_9902",0,0,0,0
"SWARM_12172",0,0,0,0
"SWARM_10990",0,0,0,0
"SWARM_17678",0,0,0,0
"SWARM_5311",0,0,0,0
"SWARM_8844",0,0,0,0
"SWARM_8841",0,0,0,0
"SWARM_8843",0,0,0,0
"SWARM_33343",0,0,0,0
"SWARM_27291",0,0,0,0
"SWARM_1339",0,1,1,1
"SWARM_1331",0,0,0,0
"SWARM_1333",0,0,0,0
"SWARM_4296",0,0,0,0
"SWARM_11132",0,0,0,0
"SWARM_10268",0,0,0,0
"SWARM_2318",0,0,0,0
"SWARM_2316",0,0,0,0
"SWARM_16066",0,0,0,0
"SWARM_6549",5,3,5,3
"SWARM_32564",0,0,0,0
"SWARM_29739",0,0,0,0
"SWARM_3218",0,0,0,0
"SWARM_78205",0,0,0,0
"SWARM_44562",0,0,0,0
"SWARM_29811",0,0,0,0
"SWARM_14549",0,0,0,0
"SWARM_352",0,0,0,0
"SWARM_6459",0,0,0,0
"SWARM_24318",0,0,0,0
"SWARM_13010",0,0,0,0
"SWARM_25048",0,0,0,0
"SWARM_16796",0,0,0,0
"SWARM_4436",0,1,1,1
"SWARM_4430",0,0,0,0
"SWARM_14937",0,0,1,0
"SWARM_14935",0,0,0,0
"SWARM_2875",0,0,0,0
"SWARM_56742",0,0,0,0
"SWARM_28866",0,0,0,0
"SWARM_28863",0,0,0,0
"SWARM_11889",4,5,3,0
"SWARM_3984",0,0,0,0
"SWARM_1583",0,0,0,0
"SWARM_1582",0,0,0,0
"SWARM_19431",0,0,0,0
"SWARM_19434",0,0,0,0
"SWARM_27199",0,0,0,0
"SWARM_18747",0,0,0,0
"SWARM_28412",0,1,0,1
"SWARM_24887",0,0,0,0
"SWARM_21590",0,0,0,0
"SWARM_50617",0,0,0,0
"SWARM_14662",0,0,0,0
"SWARM_6914",0,0,0,0
"SWARM_17581",0,0,0,0
"SWARM_15984",0,0,0,0
"SWARM_24878",0,0,0,0
"SWARM_19180",0,0,0,0
"SWARM_19189",0,0,0,0
"SWARM_8953",0,0,0,0
"SWARM_8951",0,0,0,0
"SWARM_7668",0,0,0,0
"SWARM_14144",0,0,0,0
"SWARM_30258",0,0,0,0
"SWARM_13266",1,1,1,0
"SWARM_13265",0,0,0,0
"SWARM_22725",0,0,0,0
"SWARM_20389",0,0,0,0
"SWARM_25494",0,0,0,0
"SWARM_2421",0,1,0,0
"SWARM_597",0,0,0,0
"SWARM_594",0,0,0,0
"SWARM_590",0,0,0,0
"SWARM_18950",0,0,0,0
"SWARM_18952",0,0,0,0
"SWARM_12942",0,0,0,0
"SWARM_12944",0,0,0,0
"SWARM_10544",0,0,0,0
"SWARM_84",0,0,0,0
"SWARM_3166",0,0,0,0
"SWARM_9653",0,0,0,0
"SWARM_31401",0,0,0,0
"SWARM_33806",0,0,0,0
"SWARM_13545",0,0,0,0
"SWARM_6709",0,0,0,0
"SWARM_23752",0,0,0,0
"SWARM_23756",0,0,0,0
"SWARM_281",0,1,0,1
"SWARM_10032",0,0,0,0
"SWARM_10036",0,0,0,0
"SWARM_7450",0,1,0,1
"SWARM_4905",5,5,5,4
"SWARM_419",0,0,0,0
"SWARM_411",1,1,0,1
"SWARM_416",5,4,5,0
"SWARM_40559",0,0,0,0
"SWARM_1270",0,0,0,0
"SWARM_25606",0,0,0,0
"SWARM_22378",0,0,0,0
"SWARM_14192",0,0,0,0
"SWARM_36646",0,0,0,0
"SWARM_163",3,0,0,0
"SWARM_160",0,1,1,0
"SWARM_166",4,0,0,0
"SWARM_165",0,0,0,0
"SWARM_164",5,0,0,0
"SWARM_11224",0,0,0,0
"SWARM_6204",0,0,0,0
"SWARM_992",0,0,0,4
"SWARM_991",1,0,0,0
"SWARM_994",0,0,0,0
"SWARM_7556",0,0,0,0
"SWARM_7554",0,0,0,0
"SWARM_2003",0,0,0,0
"SWARM_2001",0,0,0,0
"SWARM_2007",0,0,0,0
"SWARM_72723",0,0,0,0
"SWARM_27308",0,0,0,0
"SWARM_9730",0,0,0,0
"SWARM_9736",0,0,0,0
"SWARM_20078",0,0,0,0
"SWARM_8536",0,0,0,0
"SWARM_3508",0,0,0,0
"SWARM_32738",0,0,0,0
"SWARM_14435",0,0,0,0
"SWARM_8470",0,0,0,3
"SWARM_4503",1,0,1,0
"SWARM_41530",0,0,0,0
"SWARM_2906",0,0,0,0
"SWARM_77016",0,0,0,0
"SWARM_33197",0,0,0,0
"SWARM_25242",0,0,0,0
"SWARM_28547",0,0,0,0
"SWARM_30652",0,0,0,0
"SWARM_15084",3,0,0,0
"SWARM_15085",0,0,0,0
"SWARM_15081",0,0,0,0
"SWARM_15629",0,0,0,0
"SWARM_15622",0,0,0,0
"SWARM_15625",0,0,0,0
"SWARM_15627",0,0,0,0
"SWARM_13663",0,1,0,1
"SWARM_13664",0,0,0,0
"SWARM_16585",0,0,0,0
"SWARM_19290",0,0,0,0
"SWARM_1946",0,0,0,0
"SWARM_6627",0,0,0,0
"SWARM_6625",0,0,0,0
"SWARM_3391",0,0,0,0
"SWARM_3395",1,1,1,1
"SWARM_49654",0,0,0,0
"SWARM_14703",0,0,0,0
"SWARM_62724",0,0,0,0
"SWARM_14706",0,0,0,0
"SWARM_1535",3,0,0,1
"SWARM_1532",0,0,0,0
"SWARM_1539",4,0,0,0
"SWARM_16744",0,0,0,0
"SWARM_22437",0,0,0,0
"SWARM_22436",0,0,0,0
"SWARM_60108",0,0,0,0
"SWARM_34564",0,0,0,0
"SWARM_5024",0,0,0,0
"SWARM_5027",0,0,0,0
"SWARM_2554",0,0,0,0
"SWARM_8736",0,0,0,0
"SWARM_8738",5,4,5,4
"SWARM_6700",0,1,1,1
"SWARM_69636",0,0,0,0
"SWARM_280",0,1,1,0
"SWARM_2981",0,0,0,0
"SWARM_19150",0,0,0,0
"SWARM_18822",0,0,0,0
"SWARM_1047",0,0,0,0
"SWARM_1040",0,0,0,0
"SWARM_10203",0,0,0,0
"SWARM_42228",0,0,0,0
"SWARM_35344",0,0,0,0
"SWARM_72812",0,0,0,0
"SWARM_14708",0,0,0,0
"SWARM_22971",0,0,0,0
"SWARM_39982",0,0,0,0
"SWARM_17428",0,0,0,0
"SWARM_6659",4,3,4,4
"SWARM_25286",0,0,0,0
"SWARM_39326",0,0,0,0
"SWARM_23627",0,0,0,0
"SWARM_4239",4,0,0,1
"SWARM_4234",0,0,0,0
"SWARM_5185",0,0,0,0
"SWARM_568",0,1,0,0
"SWARM_563",0,0,0,0
"SWARM_561",0,0,0,0
"SWARM_560",0,0,0,0
"SWARM_3748",1,1,1,1
"SWARM_5969",0,0,0,0
"SWARM_5960",0,0,0,0
"SWARM_23910",0,0,0,0
"SWARM_22831",0,0,0,0
"SWARM_12627",0,0,0,0
"SWARM_18479",0,0,0,0
"SWARM_49440",0,0,0,0
"SWARM_18475",0,0,0,0
"SWARM_10667",1,0,0,0
"SWARM_4797",1,1,1,1
"SWARM_5441",1,0,1,0
"SWARM_2791",0,0,0,0
"SWARM_31945",0,0,0,0
"SWARM_9003",0,1,1,1
"SWARM_30014",0,0,0,0
"SWARM_47107",0,0,0,0
"SWARM_21236",0,0,0,0
"SWARM_29427",0,0,0,0
"SWARM_5962",4,4,4,4
"SWARM_756",0,0,0,0
"SWARM_757",3,0,0,0
"SWARM_12124",0,0,0,0
"SWARM_12121",0,0,0,0
"SWARM_12355",0,0,0,0
"SWARM_19379",0,0,0,0
"SWARM_10785",0,0,0,0
"SWARM_10787",0,0,0,0
"SWARM_10781",0,0,0,0
"SWARM_2615",0,0,0,0
"SWARM_2619",0,1,1,1
"SWARM_29912",1,0,0,0
"SWARM_27515",0,0,0,0
"SWARM_1366",0,0,0,0
"SWARM_1365",0,0,0,0
"SWARM_23512",0,0,0,0
"SWARM_18672",1,1,1,1
"SWARM_14267",1,0,0,0
"SWARM_3147",0,1,1,1
"SWARM_653",0,1,0,1
"SWARM_17103",0,0,0,0
"SWARM_17101",0,0,0,0
"SWARM_19361",0,0,0,0
"SWARM_34411",0,0,0,0
"SWARM_42492",0,0,0,0
"SWARM_1446",0,0,0,0
"SWARM_1447",0,0,0,0
"SWARM_20570",0,0,0,0
"SWARM_936",0,0,0,0
"SWARM_25017",0,0,0,0
"SWARM_37143",0,0,0,0
"SWARM_22546",0,0,0,0
"SWARM_4469",0,0,0,0
"SWARM_8028",0,0,0,0
"SWARM_8026",1,1,1,1
"SWARM_9713",0,0,0,0
"SWARM_8817",0,0,0,1
"SWARM_26633",0,0,0,0
"SWARM_26638",0,0,0,0
"SWARM_11016",0,0,0,0
"SWARM_11014",5,5,5,4
"SWARM_39676",0,0,0,0
"SWARM_3346",0,0,0,0
"SWARM_3344",1,0,0,0
"SWARM_70556",0,0,0,0
"SWARM_14639",0,0,0,0
"SWARM_13940",1,1,1,1
"SWARM_38922",0,0,1,0
"SWARM_16463",0,0,0,0
"SWARM_45334",0,0,0,0
"SWARM_8786",1,1,1,1
"SWARM_8781",0,0,0,0
"SWARM_3639",0,0,0,0
"SWARM_27845",0,0,0,0
"SWARM_1678",1,1,0,1
"SWARM_1677",0,0,0,0
"SWARM_1671",0,0,0,0
"SWARM_1099",0,0,0,0
"SWARM_33577",0,0,0,0
"SWARM_22778",0,0,0,0
"SWARM_16912",0,0,0,0
"SWARM_16915",0,0,0,0
"SWARM_67198",0,0,0,0
"SWARM_6849",0,1,0,1
"SWARM_16583",0,0,0,0
"SWARM_12933",0,0,0,0
"SWARM_12936",0,0,0,0
"SWARM_6023",0,0,0,1
"SWARM_6028",0,0,0,0
"SWARM_35227",0,0,0,0
"SWARM_7771",0,1,1,1
"SWARM_19876",0,0,0,0
"SWARM_7954",0,0,0,0
"SWARM_13517",0,0,0,0
"SWARM_13511",0,0,0,0
"SWARM_58498",0,0,0,0
"SWARM_23788",0,0,0,0
"SWARM_23780",0,0,0,0
"SWARM_38513",0,0,0,0
"SWARM_16039",0,0,0,0
"SWARM_40011",0,0,0,0
"SWARM_11520",0,1,0,0
"SWARM_12010",0,0,0,0
"SWARM_25948",0,0,0,0
"SWARM_1203",0,0,0,1
"SWARM_4184",0,0,0,0
"SWARM_4186",0,0,0,0
"SWARM_4187",0,0,0,0
"SWARM_4189",0,0,0,0
"SWARM_2793",0,0,0,0
"SWARM_5273",3,0,0,0
"SWARM_8540",0,0,0,0
"SWARM_22303",0,0,0,0
"SWARM_35200",0,0,4,0
"SWARM_9634",0,0,0,0
"SWARM_26376",0,0,0,0
"SWARM_27425",0,0,0,0
"SWARM_13499",0,0,0,0
"SWARM_13498",1,0,0,0
"SWARM_13490",0,0,0,0
"SWARM_36592",0,0,0,0
"SWARM_36597",4,3,3,4
"SWARM_12572",0,1,0,1
"SWARM_11256",0,0,0,0
"SWARM_12576",0,0,0,0
"SWARM_10125",0,0,3,0
"SWARM_10126",0,0,0,0
"SWARM_10128",0,0,0,0
"SWARM_31997",0,0,0,0
"SWARM_4857",1,0,0,0
"SWARM_4858",1,0,0,0
"SWARM_12197",0,0,0,0
"SWARM_10972",0,0,0,0
"SWARM_15914",1,0,1,0
"SWARM_17610",1,1,0,1
"SWARM_17615",0,0,0,0
"SWARM_4068",0,0,0,0
"SWARM_6630",0,0,0,0
"SWARM_6631",4,0,0,0
"SWARM_21378",0,0,0,0
"SWARM_1970",0,0,0,0
"SWARM_29896",0,0,0,0
"SWARM_9001",0,1,1,1
"SWARM_24473",0,0,0,0
"SWARM_24476",0,0,0,0
"SWARM_12425",0,0,0,0
"SWARM_2956",0,0,0,0
"SWARM_842",0,0,0,0
"SWARM_5609",0,0,0,0
"SWARM_2370",0,0,0,0
"SWARM_8113",0,0,1,1
"SWARM_9246",1,1,1,1
"SWARM_9247",0,0,0,0
"SWARM_7291",0,0,0,0
"SWARM_7290",0,0,0,0
"SWARM_27078",0,0,0,0
"SWARM_20707",5,4,3,4
"SWARM_38848",0,0,0,0
"SWARM_29625",0,0,0,0
"SWARM_29624",0,0,0,0
"SWARM_70067",0,0,0,0
"SWARM_15659",3,0,3,0
"SWARM_14388",0,0,0,0
"SWARM_5654",0,1,1,1
"SWARM_14522",0,0,0,0
"SWARM_62689",0,0,0,0
"SWARM_18195",0,0,0,0
"SWARM_36017",0,0,0,0
"SWARM_6694",0,0,0,0
"SWARM_28808",0,0,0,0
"SWARM_44531",0,0,0,0
"SWARM_19459",0,0,0,0
"SWARM_58048",0,0,0,0
"SWARM_11149",0,0,0,0
"SWARM_7126",0,0,0,0
"SWARM_7129",0,0,1,0
"SWARM_16825",0,0,0,0
"SWARM_16824",0,0,0,0
"SWARM_60150",0,0,0,0
"SWARM_2525",1,0,0,0
"SWARM_2526",0,1,1,1
"SWARM_2528",0,0,0,0
"SWARM_42435",0,0,0,0
"SWARM_7003",0,0,0,0
"SWARM_7005",0,0,0,0
"SWARM_7006",0,0,0,1
"SWARM_18873",0,0,0,0
"SWARM_12802",0,0,0,0
"SWARM_18250",0,0,0,0
"SWARM_6157",0,0,0,0
"SWARM_35317",0,0,0,0
"SWARM_146",0,0,0,0
"SWARM_140",1,1,1,1
"SWARM_3681",0,0,0,0
"SWARM_44472",0,0,0,0
"SWARM_1689",0,0,0,0
"SWARM_34673",0,0,0,0
"SWARM_28322",0,0,0,0
"SWARM_23674",0,0,0,0
"SWARM_17455",0,0,0,0
"SWARM_22783",0,0,0,0
"SWARM_20328",0,0,0,1
"SWARM_61906",0,0,0,0
"SWARM_2481",0,1,1,1
"SWARM_8623",0,0,0,0
"SWARM_53874",0,0,0,0
"SWARM_536",0,0,0,0
"SWARM_531",3,0,0,0
"SWARM_5915",0,0,0,0
"SWARM_15926",0,0,0,0
"SWARM_10738",0,1,0,1
"SWARM_4875",0,0,0,0
"SWARM_15309",0,0,0,0
"SWARM_12129",0,1,1,1
"SWARM_36588",0,0,0,0
"SWARM_17791",0,0,0,0
"SWARM_12676",0,0,0,0
"SWARM_474",4,0,0,0
"SWARM_476",0,0,0,0
"SWARM_3430",0,0,0,0
"SWARM_3432",1,0,0,0
"SWARM_19984",0,0,0,0
"SWARM_27249",0,0,0,0
"SWARM_24534",0,0,0,0
"SWARM_25664",0,0,0,0
"SWARM_26921",0,0,0,0
"SWARM_26923",0,0,0,0
"SWARM_38282",0,0,0,0
"SWARM_58361",0,0,0,0
"SWARM_103",0,0,0,0
"SWARM_102",0,0,0,0
"SWARM_107",1,0,0,0
"SWARM_19147",0,0,0,0
"SWARM_11284",1,1,1,1
"SWARM_8392",1,0,0,0
"SWARM_5513",3,0,0,0
"SWARM_3641",0,0,0,0
"SWARM_8203",0,0,0,0
"SWARM_8205",1,0,0,0
"SWARM_31892",0,0,0,0
"SWARM_2146",1,0,0,0
"SWARM_20013",1,0,0,0
"SWARM_88542",0,0,0,0
"SWARM_15726",0,0,0,0
"SWARM_13760",0,0,0,0
"SWARM_607",0,0,0,0
"SWARM_16606",0,0,0,0
"SWARM_18885",0,0,0,0
"SWARM_18298",0,0,0,0
"SWARM_28585",0,0,0,0
"SWARM_15028",0,0,0,0
"SWARM_5767",0,0,0,0
"SWARM_5766",0,0,0,0
"SWARM_5764",0,0,0,2
"SWARM_14379",0,0,0,0
"SWARM_2231",0,0,0,0
"SWARM_11823",0,0,0,0
"SWARM_6449",0,0,0,0
"SWARM_9325",0,0,0,0
"SWARM_10382",0,0,0,0
"SWARM_17051",0,0,0,0
"SWARM_26667",0,0,0,0
"SWARM_26660",0,0,0,0
"SWARM_11042",0,0,0,0
"SWARM_14713",0,0,0,0
"SWARM_15594",0,0,0,0
"SWARM_32925",0,0,0,0
"SWARM_13339",0,0,0,0
"SWARM_25140",0,0,0,0
"SWARM_5048",0,0,0,1
"SWARM_7689",0,0,0,0
"SWARM_7686",1,1,1,0
"SWARM_41180",0,0,0,0
"SWARM_20357",0,0,0,0
"SWARM_49786",0,0,0,0
"SWARM_49781",0,0,0,0
"SWARM_6763",0,0,0,0
"SWARM_223",0,0,0,0
"SWARM_225",0,0,0,0
"SWARM_227",0,1,1,1
"SWARM_5868",3,0,0,0
"SWARM_47580",0,0,0,0
"SWARM_12271",0,0,0,0
"SWARM_27817",0,0,0,0
"SWARM_6903",0,0,0,0
"SWARM_17436",0,0,0,0
"SWARM_96096",0,0,0,0
"SWARM_32673",0,0,0,0
"SWARM_8516",0,0,0,0
"SWARM_23872",0,0,0,0
"SWARM_13810",0,3,0,4
"SWARM_22919",0,0,0,0
"SWARM_11627",3,0,0,0
"SWARM_11629",0,0,0,0
"SWARM_18350",0,0,0,0
"SWARM_7725",0,0,0,0
"SWARM_57232",0,0,0,0
"SWARM_25",0,0,0,0
"SWARM_26",0,1,1,1
"SWARM_11024",0,0,0,0
"SWARM_1764",0,2,1,0
"SWARM_21907",0,0,0,0
"SWARM_9541",1,1,1,1
"SWARM_20288",0,0,0,0
"SWARM_63260",0,0,0,0
"SWARM_22666",0,0,0,0
"SWARM_36537",0,0,0,0
"SWARM_5280",0,0,0,0
"SWARM_5283",1,0,0,0
"SWARM_6391",0,1,0,1
"SWARM_6390",1,0,0,3
"SWARM_27471",0,0,0,0
"SWARM_11623",0,0,0,0
"SWARM_834",0,0,0,0
"SWARM_20120",0,1,1,1
"SWARM_69566",0,0,0,0
"SWARM_37587",0,0,0,0
"SWARM_4808",1,1,1,1
"SWARM_4801",0,0,0,0
"SWARM_732",0,0,0,0
"SWARM_738",0,0,0,0
"SWARM_12148",0,0,0,0
"SWARM_11494",0,0,0,0
"SWARM_33231",0,0,0,0
"SWARM_5369",0,0,0,0
"SWARM_5368",0,0,1,1
"SWARM_8163",0,0,0,0
"SWARM_8161",0,0,1,0
"SWARM_1300",1,1,0,1
"SWARM_1303",0,0,0,0
"SWARM_11125",1,0,0,1
"SWARM_10298",0,0,0,0
"SWARM_2308",0,1,1,1
"SWARM_11916",0,0,0,0
"SWARM_54032",0,0,0,0
"SWARM_6532",0,0,0,0
"SWARM_40810",0,0,0,0
"SWARM_19305",0,0,0,0
"SWARM_18655",0,0,0,0
"SWARM_33793",0,0,0,0
"SWARM_100760",0,0,0,0
"SWARM_21407",0,0,0,0
"SWARM_39790",0,0,0,0
"SWARM_3200",0,0,0,0
"SWARM_15683",0,0,0,0
"SWARM_23061",0,0,0,0
"SWARM_25895",0,0,0,0
"SWARM_14556",0,0,0,0
"SWARM_13684",0,0,0,0
"SWARM_13685",0,0,0,0
"SWARM_341",0,0,0,0
"SWARM_340",0,0,0,0
"SWARM_349",0,0,0,1
"SWARM_13023",0,1,1,1
"SWARM_13025",0,0,0,0
"SWARM_23083",0,0,0,0
"SWARM_4404",0,1,1,1
"SWARM_4408",0,1,1,1
"SWARM_2802",0,0,0,0
"SWARM_2804",0,0,0,1
"SWARM_28871",0,0,0,0
"SWARM_11899",0,0,0,0
"SWARM_46748",0,0,0,0
"SWARM_1445",1,0,0,0
"SWARM_23307",0,0,0,0
"SWARM_20654",0,0,0,0
"SWARM_20248",0,0,0,0
"SWARM_30732",0,0,0,0
"SWARM_30731",0,0,0,0
"SWARM_57372",0,0,0,0
"SWARM_16003",1,1,1,1
"SWARM_13041",3,4,0,4
"SWARM_87291",0,0,0,0
"SWARM_30242",0,0,0,0
"SWARM_1041",0,0,0,0
"SWARM_25488",0,0,0,0
"SWARM_22540",0,0,4,0
"SWARM_13260",0,0,0,0
"SWARM_9525",0,0,0,0
"SWARM_17294",0,0,0,0
"SWARM_11608",0,0,0,0
"SWARM_1143",1,0,0,0
"SWARM_12952",0,0,0,0
"SWARM_12957",0,0,0,0
"SWARM_12956",0,0,0,0
"SWARM_18389",0,0,0,0
"SWARM_33465",0,0,0,0
"SWARM_18382",0,0,0,0
"SWARM_10556",0,0,0,0
"SWARM_10550",5,3,3,4
"SWARM_32736",0,0,0,0
"SWARM_91",0,0,0,0
"SWARM_94",0,0,0,0
"SWARM_3175",0,0,0,0
"SWARM_3176",1,0,0,0
"SWARM_3177",0,0,0,0
"SWARM_3173",3,0,0,0
"SWARM_849",1,1,1,1
"SWARM_22049",0,0,0,0
"SWARM_14002",0,0,0,0
"SWARM_22894",0,0,0,0
"SWARM_39262",0,0,0,0
"SWARM_17723",0,0,0,1
"SWARM_20230",1,0,0,0
"SWARM_11377",0,0,0,0
"SWARM_10026",0,0,0,0
"SWARM_18466",0,0,0,0
"SWARM_7632",1,0,0,0
"SWARM_4937",0,0,0,0
"SWARM_421",0,0,0,0
"SWARM_14974",0,0,0,0
"SWARM_428",0,0,0,0
"SWARM_2174",0,1,1,1
"SWARM_10856",0,0,0,0
"SWARM_10853",0,0,0,0
"SWARM_1266",0,1,1,1
"SWARM_1265",0,0,0,0
"SWARM_447",0,0,0,0
"SWARM_27290",0,0,0,0
"SWARM_21299",4,5,3,3
"SWARM_36675",0,0,0,0
"SWARM_154",0,0,0,1
"SWARM_152",0,0,0,0
"SWARM_12768",0,0,0,0
"SWARM_18517",0,0,0,0
"SWARM_10722",0,0,1,0
"SWARM_12549",0,0,0,0
"SWARM_5544",0,0,0,0
"SWARM_2017",0,0,0,0
"SWARM_2013",0,0,0,0
"SWARM_9107",0,0,0,0
"SWARM_1284",0,0,0,0
"SWARM_1287",0,0,0,0
"SWARM_9698",0,1,0,1
"SWARM_3495",0,0,0,0
"SWARM_6604",0,0,0,0
"SWARM_18730",0,0,0,0
"SWARM_39486",0,0,0,0
"SWARM_3517",0,0,0,0
"SWARM_37467",0,0,0,0
"SWARM_30163",0,0,0,0
"SWARM_15770",1,1,1,1
"SWARM_14427",0,0,0,0
"SWARM_9607",0,0,0,0
"SWARM_5663",0,0,0,0
"SWARM_823",0,3,4,4
"SWARM_25659",0,0,0,0
