OTU,DA01S,OSS04S,OSS11S,OSS11A1S,OSS21A1S,OSS22A1S,OSS11B1S,OSS21B1S,OSS22B1S,OSS11D1S,R319S,OSC08R,OSC08S,RIN34S,RIN35S,RIN36S,RIN38S,RIN39S,RIN40S,R220S,R313S,R314S,R315S,DA06S,DA07S,DA08S,DA09S,DA10S,DA11S,DA12S,DA13S,OSC32S,OSC16S,OSC20S,OSC30S,D19S,D02S,D22S,D23S,D27S,D28S,D29S,D03S,D30S,D31S,D33S,D35S,D05S,DP32S,BAL16S,BAL22S,BAL37S,BAL42S,BAL49S,BAL50S,BAL51S,BAL52S,BAL53S,BAL54S,BAL55S,BAL56S,R213S,R218S,OSF42S,OSF44S,OSF43S,OSF17S,VFR03S,VFR04S,VFR05S,VFR20S,VFRK01S,VFRK02S,VFRK03S,VFR32S,VFR33S,VFR34S,BRA06S,BRA07S,BRA08S,DA02S,DA03S,DA04S,DA05S,BRA16S,BRA17S,R902S,R905S,R908S,SG06S,SG07S,SG08S,SG09S,SG10S,SG11S,SG12S,SG13S,classification
SWARM_102664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_77089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda
SWARM_23387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,4,8,1,0,0,1,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_76479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta;Terebellida
SWARM_12148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,11,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes
SWARM_55340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae
SWARM_55349,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae
SWARM_28172,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,1,3,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_88933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda
SWARM_58101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda
SWARM_32616,0,0,0,0,0,1,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_32345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,2,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda
SWARM_65,1533,91,0,1,0,0,0,0,0,0,2,56,90,0,0,0,519,0,10,200,499,210,776,585,1008,1187,1612,1600,223,1373,1815,128,0,675,105,0,111,125,135,842,39,9,8,15,6,299,5,64,47,0,568,0,34,334,23,42,66,447,2,0,543,1361,645,1508,2437,0,0,358,2,0,0,1,12,2166,0,1,0,341,20,408,3606,8083,690,340,1229,239,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Annelida;Polychaeta
SWARM_64,0,0,0,0,0,0,0,0,120,0,240,0,0,696,213,0,28,40,4,0,0,0,0,0,24,0,0,0,1,0,0,0,0,3588,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,2222,579,25860,0,0,245,454,1,272,134,601,538,0,4,0,0,0,29,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Anthozoa;Actiniaria;Edwardsiidae;Edwardsia
SWARM_108176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_41332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2013,0,2,1,1,10023,4,8322,0,6183,2,0,5,0,7,0,0,2,3348,10398,3,0,0,0,0,3,10,40,6,0,3091,0,0,1,0,0,0,295,0,0,0,1462,0,5158,0,0,0,0,0,0,1,0,0,0,6987,0,1,0,0,0,0,0,0,562,0,33,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda
SWARM_271012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_75459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Halichondrida
SWARM_110561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_97309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Pulmonata
SWARM_35968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Anthozoa
SWARM_72107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae
SWARM_97303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Poecilosclerida
SWARM_28710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda
SWARM_56943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_8470,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,3,0,0,3,5,8,5,0,0,0,0,0,2,0,0,0,1,0,1,0,0,4,2,0,5,3,2,9,6,0,0,0,0,2,0,34,0,0,0,12,11,3,8,10,0,6,1,4,0,4,2,6,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Scyphozoa
SWARM_37831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa;Leptothecata
SWARM_37832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_86499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_11953,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,11,17,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_101313,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_11954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_101642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_16184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8,14,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,40,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_72360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_158116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_60836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_114718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_42228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa;Leptothecata
SWARM_547,99,49,60,17,3,33,5,2,0,14,26,17,45,33,119,6,64,112,78,100,137,147,140,34,48,123,47,34,47,23,23,56,46,0,0,39,56,26,18,55,57,20,26,47,28,42,46,24,67,166,191,98,190,121,126,56,53,148,147,14,125,55,171,0,42,45,50,47,49,81,61,75,36,48,0,0,15,110,81,141,47,55,31,15,33,199,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa;Anthoathecata
SWARM_50840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,7,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Anthozoa
SWARM_24813,0,0,0,0,0,0,2,10,7,0,0,0,0,15,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Rotifera;Monogononta
SWARM_35345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,2,11,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_35344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,11,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Acoela;Convolutidae order incertae sedis
SWARM_3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,31,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae
SWARM_3760,32,0,1,0,0,0,0,0,0,1,0,1,2,5,4,0,18,6,8,13,0,3,0,13,24,11,7,41,1,1,18,0,0,0,0,0,17,0,4,5,13,0,2,2,16,9,6,2,5,19,25,12,20,24,3,3,9,11,0,0,5,0,0,0,6,0,20,0,0,0,0,12,0,0,0,0,0,0,0,0,30,27,12,10,0,0,0,0,1,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda
SWARM_54474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,22,0,0,0,166,48,261,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Nematoda;Adenophorea
SWARM_325999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa
SWARM_20123,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,6,2,5,0,3,2,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Arthropoda
SWARM_20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,9,0,0,0,0,10,0,0,11,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda
SWARM_20120,0,0,0,0,0,0,0,0,0,0,0,32,25,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,13,24,68,24,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes
SWARM_223511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae
