Region,Platform,Station,Alias,ShortName,Grab,Year,HasTHC,HasPAH,HasNPD,INDEX,MET,SSU_ID,COI_ID,18S,COI,Extract,Extract conc,Type,Plate18S,PlateCOI,18S_N,COI_N,Grabs,THC,PAH,NPD,As,Ba,Cd,Cr,Cu,Hg,Ni,Pb,Zn,Acenaften,Acenaftylen,Antracen,Benz(a)antracen,Benzo(a)pyren,Benzo(bjk)fluoranten,Benzo(ghi)perylen,C1-alkyldibenzotiofener,C1-alkylfenantrener/antracener,C1-alkylnaftalener,C2-alkyldibenzotiofener,C2-alkylfenantrener/antracener,C2-alkylnaftalener,C3-alkyldibenzotiofener,C3-alkylfenantrener/antracener,C3-alkylnaftalener,Chrysen,Dibenz(ah)antracen,Dibenzotiofen,Fenantren,Fluoranten,Fluoren,Indeno(1.2.3-c.d)pyren,Naftalen,Pyren,Grus,Sand,Pelite,Kornstorrelse,Kurtosis,Skewness,Sorting,TOC,MorphoS,MorphoH,ES100,ISI,Individtetthet,MorphoJ,NQI1,NSI,Depth,Distance,UTM31E,UTM31N,WGS84E,WGS84N,Comment
IX,SG,SG13,NA,SG13.1.2019,1,2019,Y,N,N,Y,Y,S808S-SG13,S856C-SG13,TRUE,TRUE,1240-1242,NA,S,9,9,43,91,3,10,NA,NA,5.3,187,0.09,30.3,12.7,0.03,NA,16.3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,32.72,67.21,5.01,0.78,-0.10,2.01,0.74,105,5.71,45.05,11.00,868,0.85,0.82,27.40,316,NA,NA,NA,21.053,71.665,
IX,SG,SG13,NA,SG13.2.2019,2,2019,Y,N,N,Y,Y,S809S-SG13,S857C-SG13,TRUE,TRUE,1243-1245,NA,S,9,9,44,92,3,12,NA,NA,5.2,198,0.11,28.1,12.0,0.03,NA,16.0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,5.71,45.05,11.00,868,0.85,0.82,27.40,316,NA,NA,NA,21.053,71.665,
IX,SG,SG13,NA,SG13.3.2019,3,2019,Y,N,N,Y,Y,S810S-SG13,S858C-SG13,TRUE,TRUE,1246-1248,NA,S,9,9,45,93,3,14,NA,NA,5.4,182,0.09,31.7,13.0,0.03,NA,15.3,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,5.71,45.05,11.00,868,0.85,0.82,27.40,316,NA,NA,NA,21.053,71.665,
NA,PCRBlank,BLANK,NA,P1Blank,NA,NA,NA,NA,NA,NA,NA,S48-18SBlank,S96-COIBlank,TRUE,TRUE,BLANK,NA,C,1,1,48,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,PCRBlank,BLANK,NA,P2-3Blank,NA,NA,NA,NA,NA,NA,NA,S192SBLPCR,S276C-BLANK,TRUE,TRUE,BLANK,NA,C,2,3,96,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,PCRBlank,BLANK,NA,P4-5Blank,NA,NA,NA,NA,NA,NA,NA,S372S-BLANK,S468C-BLANK,TRUE,TRUE,BLANK,NA,C,4,5,96,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,PCRBlank,BLANK,NA,P6-7Blank,NA,NA,NA,NA,NA,NA,NA,S564S-BLANK,S660C-BLANK,TRUE,TRUE,BLANK,NA,C,6,7,96,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,PCRBlank,BLANK,NA,P8Blank,NA,NA,NA,NA,NA,NA,NA,S732S-BLANK,S765C-BLANK,TRUE,TRUE,BLANK,NA,C,8,8,60,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,PCRBlank,BLANK,NA,P9Blank,NA,NA,NA,NA,NA,NA,NA,S813S-BLANK,S861C-BLANK,TRUE,TRUE,BLANK,NA,C,9,9,48,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,ExBlank,BLANK-ex2,NA,BLEX2,NA,NA,NA,NA,NA,NA,NA,S186SBLEX2,S272C-BLEX2,TRUE,TRUE,160,NA,C,2,3,90,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,ExBlank,BLANK-ex4,NA,BLEX4A,NA,NA,NA,NA,NA,NA,NA,S189SBLEX4,S274C-BLEX4,TRUE,TRUE,352,NA,C,2,3,92,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,ExBlank,BLANK-ex4,NA,BLEX4B,NA,NA,NA,NA,NA,NA,NA,S288S-BLEX4,S384C-BLEX4,TRUE,TRUE,NA,NA,C,4,5,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,ExBlank,BLANK-ex5,NA,BLEX5,NA,NA,NA,NA,NA,NA,NA,S320S-BLEX5,S416C-BLEX5,TRUE,TRUE,446,NA,C,4,5,44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,ExBlank,BLANK-ex6,NA,BLEX6,NA,NA,NA,NA,NA,NA,NA,S352S-BLEX6,S448C-BLEX6,TRUE,TRUE,540,NA,C,4,5,76,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,ExBlank,BLANK-ex7,NA,BLEX7,NA,NA,NA,NA,NA,NA,NA,S482S-BLEX7,S578C-BLEX7,TRUE,TRUE,636,NA,C,6,7,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,ExBlank,BLANK-ex8,NA,BLEX8,NA,NA,NA,NA,NA,NA,NA,S514S-BLEX8,S610C-BLEX8,TRUE,TRUE,732,NA,C,6,7,46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,ExBlank,BLANK-ex9,NA,BLEX9,NA,NA,NA,NA,NA,NA,NA,S546S-BLEX9,S642C-BLEX9,TRUE,TRUE,828,NA,C,6,7,78,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,ExBlank,BLANK-ex14,NA,BLEX14A,NA,NA,NA,NA,NA,NA,NA,S811S-BLEX14,S859C-BLEX14,TRUE,TRUE,1307,NA,C,9,9,46,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,ExBlank,BLANK-ex14,NA,BLEX14B,NA,NA,NA,NA,NA,NA,NA,S812S-BLEX14,S860C-BLEX14,TRUE,TRUE,1308,NA,C,9,9,47,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,MOCK,MOCK,NA,P2-3Mock,NA,,NA,NA,NA,NA,NA,S189SMOCK,S272C-MOCK,TRUE,TRUE,M-18S,NA,M,2,3,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,MOCK,MOCK,NA,P4-5Mock,NA,NA,NA,NA,NA,NA,NA,S371S-BAL16,S467C-BAL16,TRUE,TRUE,M-18S,NA,M,4,5,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,MOCK,MOCK,NA,P6-7Mock,NA,NA,NA,NA,NA,NA,NA,S563S-MOCK,S659C-MOCK,TRUE,TRUE,M-18S,NA,M,6,7,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
