Region,Platform,Station,Alias,ShortName,Grab,Year,HasTHC,HasPAH,HasNPD,INDEX,MET,SSU_ID,COI_ID,18S,COI,Extract,Extract conc,Type,Plate18S,PlateCOI,18S_N,COI_N,Grabs,THC,PAH,NPD,As,Ba,Cd,Cr,Cu,Hg,Ni,Pb,Zn,Acenaften,Acenaftylen,Antracen,Benz(a)antracen,Benzo(a)pyren,Benzo(bjk)fluoranten,Benzo(ghi)perylen,C1-alkyldibenzotiofener,C1-alkylfenantrener/antracener,C1-alkylnaftalener,C2-alkyldibenzotiofener,C2-alkylfenantrener/antracener,C2-alkylnaftalener,C3-alkyldibenzotiofener,C3-alkylfenantrener/antracener,C3-alkylnaftalener,Chrysen,Dibenz(ah)antracen,Dibenzotiofen,Fenantren,Fluoranten,Fluoren,Indeno(1.2.3-c.d)pyren,Naftalen,Pyren,Grus,Sand,Pelite,Kornstorrelse,Kurtosis,Skewness,Sorting,TOC,MorphoS,MorphoH,ES100,ISI,Individtetthet,MorphoJ,NQI1,NSI,Depth,Distance,UTM31E,UTM31N,WGS84E,WGS84N,Comment
II,GK,DA03,NA,DA03.2.2018,2,2018,Y,N,N,Y,Y,S694S-DA03,S665C-DA3,TRUE,TRUE,115-117,5.32,S,8,3,22,32,3,5,NA,NA,2.7,150,0.03,11.0,2.5,0.00,6.8,7.0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,5.41,41.00,10.00,723,NA,0.82,25.00,117,1000,424373.6,6494285,1.698,58.580,"""Tilhører sentral subregion"""
II,GK,DA03,NA,DA03.3.2018,3,2018,Y,N,N,Y,Y,S695S-DA03,S666C-DA3,TRUE,TRUE,120-122,3.88,S,8,3,23,33,3,6,NA,NA,1.9,110,0.03,9.3,1.9,0.00,5.3,5.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,5.41,41.00,10.00,723,NA,0.82,25.00,117,1000,424373.6,6494285,1.698,58.580,"""Tilhører sentral subregion"""
II,GK,DA04,NA,DA04.1.2018,1,2018,Y,N,N,Y,Y,S696S-DA04,S667C-DA4,TRUE,TRUE,135-137,3.54,S,8,3,24,34,3,6,NA,NA,2.1,160,0.03,10.0,2.8,0.00,6.2,6.6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.85,0.10,3.21,NA,NA,NA,0.44,125,5.53,45.00,11.00,1025,NA,0.83,25.00,116,250,424547.296355334,6495269.61550602,1.701,58.589,"""Tilhører sentral subregion"""
II,GK,DA04,NA,DA04.2.2018,2,2018,Y,N,N,Y,Y,S697S-DA04,S668C-DA4,TRUE,TRUE,140-142,3.98,S,8,3,25,35,3,5,NA,NA,1.9,160,0.03,9.6,2.2,0.00,5.8,6.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,5.53,45.00,11.00,1025,NA,0.83,25.00,116,250,424547.296355334,6495269.61550602,1.701,58.589,"""Tilhører sentral subregion"""
II,GK,DA04,NA,DA04.3.2018,3,2018,Y,N,N,Y,Y,S698S-DA04,S669C-DA4,TRUE,TRUE,145-147,3.88,S,8,3,26,36,3,6,NA,NA,1.8,150,0.03,9.4,2.2,0.00,5.4,5.8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,5.53,45.00,11.00,1025,NA,0.83,25.00,116,250,424547.296355334,6495269.61550602,1.701,58.589,"""Tilhører sentral subregion"""
II,GK,DA05,NA,DA05.1.2018,1,2018,Y,Y,Y,Y,Y,S699S-DA05,S670C-DA5,TRUE,TRUE,150-152,3.70,S,8,3,27,37,3,6,0.12,0.12,2.3,170,0.03,10.0,2.1,0.00,5.6,6.4,13,0.00200,0.00000,0.00100,0.00400,0.00700,0.025,0.022,0.000,0,0.01,0.0000,0.020,0.020,0.000,0.020,0.040,0.0060,0.0050,0.0000,0.0060,0.0080,0.0020,0.0200,0.0040,0.0050,0.03,0.83,0.14,3.19,2.04,-0.21,1.67,0.43,116,5.56,44.00,11.00,842,NA,0.83,26.00,115,500,424692.4,6493213,1.704,58.571,"""Tilhører sentral subregion"""
II,GK,DA05,NA,DA05.2.2018,2,2018,Y,Y,Y,Y,Y,S700S-DA05,S671C-DA5,TRUE,TRUE,155-157,5.06,S,8,3,28,38,3,6,0.10,0.10,2.1,130,0.02,8.9,1.9,0.00,5.1,5.6,12,0.00100,0.00000,0.00100,0.00400,0.00500,0.022,0.020,0.000,0,0.01,0.0000,0.020,0.010,0.000,0.020,0.030,0.0050,0.0040,0.0000,0.0050,0.0070,0.0020,0.0170,0.0040,0.0040,NA,NA,NA,NA,NA,NA,NA,NA,116,5.56,44.00,11.00,842,NA,0.83,26.00,115,500,424692.4,6493213,1.704,58.571,"""Tilhører sentral subregion"""
II,GK,DA05,NA,DA05.3.2018,3,2018,Y,Y,Y,Y,Y,S701S-DA05,S672C-DA5,TRUE,TRUE,161-163,2.43,S,8,3,29,39,3,5,0.10,0.08,2.1,150,0.02,9.4,1.9,0.00,5.4,5.7,12,0.00100,0.00000,0.00100,0.00300,0.00700,0.022,0.019,0.000,0,0.01,0.0000,0.010,0.010,0.000,0.000,0.030,0.0050,0.0040,0.0000,0.0050,0.0070,0.0010,0.0170,0.0030,0.0040,NA,NA,NA,NA,NA,NA,NA,NA,116,5.56,44.00,11.00,842,NA,0.83,26.00,115,500,424692.4,6493213,1.704,58.571,"""Tilhører sentral subregion"""
II,GK,DA06,NA,DA06.1.2018,1,2018,Y,N,N,Y,Y,S289S-DA6,S385C-DA6,TRUE,TRUE,353-355,3.07,S,4,5,13,13,3,5,NA,NA,2.1,110,0.03,10.0,2.2,0.00,5.9,6.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.83,0.12,3.22,1.95,-0.33,1.79,0.44,121,5.62,47.00,11.00,776,NA,0.83,25.00,110,1000,425184.8,6493126,1.712,58.570,"""Tilhører sentral subregion"""
II,GK,DA06,NA,DA06.2.2018,2,2018,Y,N,N,Y,Y,S290S-DA6,S386C-DA6,TRUE,TRUE,356-358,3.03,S,4,5,14,14,3,5,NA,NA,2.1,110,0.03,9.2,2.0,0.00,5.4,6.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,5.62,47.00,11.00,776,NA,0.83,25.00,110,1000,425184.8,6493126,1.712,58.570,"""Tilhører sentral subregion"""
II,GK,DA06,NA,DA06.3.2018,3,2018,Y,N,N,Y,Y,S291S-DA6,S387C-DA6,TRUE,TRUE,359-361,4.13,S,4,5,15,15,3,6,NA,NA,2.6,130,0.02,10.0,2.3,0.00,6.2,7.0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,5.62,47.00,11.00,776,NA,0.83,25.00,110,1000,425184.8,6493126,1.712,58.570,"""Tilhører sentral subregion"""
II,GK,DA07,NA,DA07.1.2018,1,2018,Y,N,N,Y,Y,S292S-DA7,S388C-DA7,TRUE,TRUE,362-364,2.65,S,4,5,16,16,3,5,NA,NA,2.0,95,0.03,9.0,1.9,0.00,5.1,5.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.88,0.09,3.21,1.82,-0.30,1.53,0.50,112,5.70,46.00,11.00,63,NA,0.84,25.00,112,2000,426169.6,6492953,1.729,58.569,"""Tilhører sentral subregion"""
II,GK,DA07,NA,DA07.2.2018,2,2018,Y,N,N,Y,Y,S293S-DA7,S389C-DA7,TRUE,TRUE,365-367,3.65,S,4,5,17,17,3,4,NA,NA,1.8,90,0.03,8.7,1.7,0.00,4.9,5.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,5.70,46.00,11.00,63,NA,0.84,25.00,112,2000,426169.6,6492953,1.729,58.569,"""Tilhører sentral subregion"""
II,GK,DA07,NA,DA07.3.2018,3,2018,Y,N,N,Y,Y,S294S-DA7,S390C-DA7,TRUE,TRUE,368-370,4.02,S,4,5,18,18,3,6,NA,NA,2.2,110,0.02,8.2,2.2,0.00,5.2,6.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,5.70,46.00,11.00,63,NA,0.84,25.00,112,2000,426169.6,6492953,1.729,58.569,"""Tilhører sentral subregion"""
II,GK,DA08,NA,DA08.1.2018,1,2018,Y,N,N,Y,Y,S295S-DA8,S391C-DA8,TRUE,TRUE,371-373,3.92,S,4,5,19,19,3,6,NA,NA,2.0,360,0.03,9.1,2.1,0.00,5.1,5.0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.84,0.13,3.26,2.16,-0.20,1.53,0.45,126,5.66,45.00,11.00,1091,NA,0.82,26.00,116,250,424156.6,6493054,1.695,58.569,"""Tilhører sentral subregion"""
II,GK,DA08,NA,DA08.2.2018,2,2018,Y,N,N,Y,Y,S296S-DA8,S392C-DA8,TRUE,TRUE,374-376,3.92,S,4,5,20,20,3,6,NA,NA,1.6,290,0.02,7.0,1.9,0.00,4.1,4.7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,5.66,45.00,11.00,1091,NA,0.82,26.00,116,250,424156.6,6493054,1.695,58.569,"""Tilhører sentral subregion"""
II,GK,DA08,NA,DA08.3.2018,3,2018,Y,N,N,Y,Y,S297S-DA8,S393C-DA8,TRUE,TRUE,377-379,3.44,S,4,5,21,21,3,6,NA,NA,2.3,370,0.03,9.7,2.3,0.00,5.4,5.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,5.66,45.00,11.00,1091,NA,0.82,26.00,116,250,424156.6,6493054,1.695,58.569,"""Tilhører sentral subregion"""
II,GK,DA09,NA,DA09.1.2018,1,2018,Y,N,N,Y,Y,S298S-DA9,S394C-DA9,TRUE,TRUE,380-382,3.70,S,4,5,22,22,3,6,NA,NA,2.2,280,0.03,7.8,2.3,0.00,5.0,5.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.84,0.12,3.31,2.34,-0.29,1.60,0.45,117,5.59,45.00,11.00,829,NA,0.82,25.00,116,500,424113.2,6492808,1.694,58.567,"""Tilhører sentral subregion"""
II,GK,DA09,NA,DA09.2.2018,2,2018,Y,N,N,Y,Y,S299S-DA9,S395C-DA9,TRUE,TRUE,383-385,2.58,S,4,5,23,23,3,5,NA,NA,2.0,130,0.02,9.2,1.8,0.00,5.0,5.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,5.59,45.00,11.00,829,NA,0.82,25.00,116,500,424113.2,6492808,1.694,58.567,"""Tilhører sentral subregion"""
II,GK,DA09,NA,DA09.3.2018,3,2018,Y,N,N,Y,Y,S300S-DA9,S396C-DA9,TRUE,TRUE,386-388,2.84,S,4,5,24,24,3,4,NA,NA,1.5,150,0.02,6.6,1.6,0.00,4.1,4.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,5.59,45.00,11.00,829,NA,0.82,25.00,116,500,424113.2,6492808,1.694,58.567,"""Tilhører sentral subregion"""
II,GK,DA10,NA,DA10.1.2018,1,2018,Y,N,N,Y,Y,S301S-DA10,S397C-DA10,TRUE,TRUE,389-391,4.36,S,4,5,25,25,3,4,NA,NA,2.3,130,0.03,9.7,2.0,0.00,5.6,6.4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.84,0.09,3.11,1.66,-0.40,1.83,0.49,102,5.34,41.00,11.00,743,NA,0.82,26.00,116,1000,424026.4,6492315,1.693,58.563,"""Tilhører sentral subregion"""
II,GK,DA10,NA,DA10.2.2018,2,2018,Y,N,N,Y,Y,S302S-DA10,S398C-DA10,TRUE,TRUE,392-394,5.56,S,4,5,26,26,3,5,NA,NA,2.3,140,0.03,9.9,2.1,0.00,5.7,6.2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,5.34,41.00,11.00,743,NA,0.82,26.00,116,1000,424026.4,6492315,1.693,58.563,"""Tilhører sentral subregion"""
II,GK,DA10,NA,DA10.3.2018,3,2018,Y,N,N,Y,Y,S303S-DA10,S399C-DA10,TRUE,TRUE,395-397,2.95,S,4,5,27,27,3,2,NA,NA,2.4,120,0.03,9.6,1.9,0.00,5.4,6.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,5.34,41.00,11.00,743,NA,0.82,26.00,116,1000,424026.4,6492315,1.693,58.563,"""Tilhører sentral subregion"""
II,GK,DA11,NA,DA11.1.2018,1,2018,Y,N,N,Y,Y,S304S-DA11,S400C-DA11,TRUE,TRUE,398-400,3.62,S,4,5,28,28,3,5,NA,NA,1.6,150,0.03,9.1,2.4,0.00,5.2,5.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.85,0.11,3.38,3.35,-0.28,1.45,0.26,95,5.10,40.00,11.00,838,NA,0.80,25.00,113,250,423953.8,6493343,1.691,58.572,"""Tilhører sentral subregion"""
II,GK,DA11,NA,DA11.2.2018,2,2018,Y,N,N,Y,Y,S305S-DA11,S401C-DA11,TRUE,TRUE,401-403,4.66,S,4,5,29,29,3,6,NA,NA,1.5,130,0.02,6.9,1.7,0.00,4.2,4.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,5.10,40.00,11.00,838,NA,0.80,25.00,113,250,423953.8,6493343,1.691,58.572,"""Tilhører sentral subregion"""
II,GK,DA11,NA,DA11.3.2018,3,2018,Y,N,N,Y,Y,S306S-DA11,S402C-DA11,TRUE,TRUE,404-406,4.27,S,4,5,30,30,3,5,NA,NA,2.0,150,0.02,9.4,2.1,0.00,5.2,5.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,5.10,40.00,11.00,838,NA,0.80,25.00,113,250,423953.8,6493343,1.691,58.572,"""Tilhører sentral subregion"""
II,GK,DA12,NA,DA12.1.2018,1,2018,Y,N,N,Y,Y,S307S-DA12,S403C-DA12,TRUE,TRUE,407-409,5.07,S,4,5,31,31,3,7,NA,NA,2.1,110,0.03,7.9,2.0,0.00,5.1,5.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.85,0.13,3.33,2.48,-0.20,1.45,0.38,107,5.51,45.00,11.00,651,NA,0.82,25.00,117,500,423707.6,6493387,1.687,58.572,"""Tilhører sentral subregion"""
II,GK,DA12,NA,DA12.2.2018,2,2018,Y,N,N,Y,Y,S308S-DA12,S404C-DA12,TRUE,TRUE,410-412,3.45,S,4,5,32,32,3,5,NA,NA,1.9,110,0.02,8.9,1.8,0.00,5.1,5.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,5.51,45.00,11.00,651,NA,0.82,25.00,117,500,423707.6,6493387,1.687,58.572,"""Tilhører sentral subregion"""
II,GK,DA12,NA,DA12.3.2018,3,2018,Y,N,N,Y,Y,S309S-DA12,S405C-DA12,TRUE,TRUE,413-415,4.33,S,4,5,33,33,3,6,NA,NA,2.3,110,0.04,11.0,2.2,0.00,6.2,5.9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,5.51,45.00,11.00,651,NA,0.82,25.00,117,500,423707.6,6493387,1.687,58.572,"""Tilhører sentral subregion"""
II,GK,DA13,NA,DA13.1.2018,1,2018,Y,N,N,Y,Y,S310S-DA13,S406C-DA13,TRUE,TRUE,416-418,5.55,S,4,5,34,34,3,7,NA,NA,2.3,160,0.03,12.0,2.6,0.00,7.1,7.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.81,0.13,3.14,1.99,-0.32,1.93,0.53,112,5.56,43.00,11.00,806,NA,0.83,26.00,117,1000,423215.2,6493474,1.678,58.573,"""Tilhører sentral subregion"""
II,GK,DA13,NA,DA13.2.2018,2,2018,Y,N,N,Y,Y,S311S-DA13,S407C-DA13,TRUE,TRUE,419-421,5.94,S,4,5,35,35,3,6,NA,NA,3.0,140,0.03,12.0,2.9,0.00,7.6,8.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,5.56,43.00,11.00,806,NA,0.83,26.00,117,1000,423215.2,6493474,1.678,58.573,"""Tilhører sentral subregion"""
II,GK,DA13,NA,DA13.3.2018,3,2018,Y,N,N,Y,Y,S312S-DA13,S408C-DA13,TRUE,TRUE,422-424,6.98,S,4,5,36,36,3,7,NA,NA,2.4,130,0.03,11.0,2.4,0.00,6.3,6.6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,5.56,43.00,11.00,806,NA,0.83,26.00,117,1000,423215.2,6493474,1.678,58.573,"""Tilhører sentral subregion"""
II,IA,D02,NA,D02.1.2018,1,2018,Y,Y,Y,Y,Y,S329S-D2,S425C-D2,TRUE,TRUE,471-473,4.35,S,4,5,53,53,3,9,NA,NA,1.9,120,0.02,6.8,1.2,0.00,3.0,4.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.96,0.04,3.48,1.01,-0.13,0.40,0.28,102,4.71,33.20,10.50,1057,NA,0.81,25.20,113,495,453909,6531336,2.198,58.917,
II,IA,D02,NA,D02.2.2018,2,2018,Y,N,N,Y,Y,S330S-D2,S426C-D2,TRUE,TRUE,474-476,4.04,S,4,5,54,54,3,9,NA,NA,2.3,150,0.02,7.7,1.4,0.00,3.6,4.9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,4.71,33.20,10.50,1057,NA,0.81,25.20,113,495,453909,6531336,2.198,58.917,
II,IA,D02,NA,D02.3.2018,3,2018,Y,N,N,Y,Y,S331S-D2,S427C-D2,TRUE,TRUE,477-479,5.24,S,4,5,55,55,3,10,NA,NA,2.0,100,0.01,6.9,1.1,0.00,2.9,4.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,4.71,33.20,10.50,1057,NA,0.81,25.20,113,495,453909,6531336,2.198,58.917,
II,IA,D03,NA,D03.1.2018,1,2018,Y,N,N,Y,Y,S347S-D3,S443C-D3,TRUE,TRUE,525-527,3.72,S,4,5,71,71,3,9,NA,NA,2.1,92,0.01,6.4,1.1,0.00,2.8,4.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.95,0.04,3.49,0.83,-0.06,0.36,0.28,104,4.20,28.60,9.80,1794,NA,0.85,26.60,113,445,454248,6531685,2.204,58.920,
II,IA,D03,NA,D03.2.2018,2,2018,Y,N,N,Y,Y,S348S-D3,S444C-D3,TRUE,TRUE,528-530,4.24,S,4,5,72,72,3,8,NA,NA,2.4,87,0.01,6.5,1.2,0.00,3.0,4.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,4.20,28.60,9.80,1794,NA,0.85,26.60,113,445,454248,6531685,2.204,58.920,
II,IA,D03,NA,D03.3.2018,3,2018,Y,N,N,Y,Y,S349S-D3,S445C-D3,TRUE,TRUE,531-533,4.36,S,4,5,73,73,3,8,NA,NA,2.5,78,0.02,7.1,1.2,0.00,3.0,4.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,4.20,28.60,9.80,1794,NA,0.85,26.60,113,445,454248,6531685,2.204,58.920,
II,IA,D05,NA,D05.1.2018,1,2018,Y,N,N,Y,Y,S363S-D5,S459C-D5,TRUE,TRUE,573-575,5.56,S,4,5,87,87,3,10,NA,NA,2.2,39,0.01,6.4,1.1,0.00,3.0,4.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.94,0.06,3.49,1.23,0.10,0.44,0.33,128,5.20,38.40,10.80,1558,NA,0.84,25.90,113,1019,453744,6530808,2.195,58.913,
II,IA,D05,NA,D05.2.2018,2,2018,Y,N,N,Y,Y,S364S-D5,S460C-D5,TRUE,TRUE,576-578,3.95,S,4,5,88,88,3,9,NA,NA,2.8,54,0.02,7.6,1.4,0.00,3.6,5.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,5.20,38.40,10.80,1558,NA,0.84,25.90,113,1019,453744,6530808,2.195,58.913,
II,IA,D05,NA,D05.3.2018,3,2018,Y,N,N,Y,Y,S365S-D5,S461C-D5,TRUE,TRUE,579-581,5.19,S,4,5,89,89,3,10,NA,NA,2.3,41,0.01,6.3,1.2,0.00,3.1,4.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,5.20,38.40,10.80,1558,NA,0.84,25.90,113,1019,453744,6530808,2.195,58.913,
II,IA,D19,NA,D19.1.2018,1,2018,Y,N,N,Y,Y,S326S-D19,S422C-D19,TRUE,TRUE,462-464,4.37,S,4,5,50,50,3,9,NA,NA,2.1,26,0.02,6.6,1.1,0.00,3.1,4.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.95,0.05,3.50,0.86,0.07,0.36,0.30,111,4.58,31.10,10.60,1598,NA,0.82,26.00,112,985,452849,6531689,2.180,58.920,
II,IA,D19,NA,D19.2.2018,2,2018,Y,N,N,Y,Y,S327S-D19,S423C-D19,TRUE,TRUE,465-467,3.52,S,4,5,51,51,3,8,NA,NA,1.8,24,0.02,6.3,1.0,0.00,2.8,4.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,4.58,31.10,10.60,1598,NA,0.82,26.00,112,985,452849,6531689,2.180,58.920,
II,IA,D19,NA,D19.3.2018,3,2018,Y,N,N,Y,Y,S328S-D19,S424C-D19,TRUE,TRUE,468-470,4.05,S,4,5,52,52,3,8,NA,NA,2.1,23,0.02,6.4,1.0,0.00,2.9,4.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,4.58,31.10,10.60,1598,NA,0.82,26.00,112,985,452849,6531689,2.180,58.920,
II,IA,D22,NA,D22.1.2018,1,2018,Y,Y,Y,Y,Y,S332S-D22,S428C-D22,TRUE,TRUE,480-482,3.68,S,4,5,56,56,3,8,0.03,0.00,1.8,45,0.01,6.2,1.0,0.00,2.9,4.3,7,0.00000,0.00000,0.00000,0.00200,0.00300,0.008,0.001,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.0030,0.0010,0.0000,0.0020,0.0030,0.0000,0.0000,0.0020,0.0020,0.00,0.96,0.04,3.48,0.91,-0.09,0.37,0.27,116,4.40,30.00,10.70,1877,NA,0.84,26.80,112,319,453554,6531993,2.192,58.923,
II,IA,D22,NA,D22.2.2018,2,2018,Y,Y,Y,Y,Y,S333S-D22,S429C-D22,TRUE,TRUE,483-485,3.51,S,4,5,57,57,3,7,0.03,0.00,1.8,35,0.01,5.5,0.9,0.00,2.4,3.8,6,0.00000,0.00000,0.00000,0.00100,0.00400,0.008,0.001,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.0030,0.0000,0.0000,0.0030,0.0040,0.0000,0.0010,0.0010,0.0020,NA,NA,NA,NA,NA,NA,NA,NA,116,4.40,30.00,10.70,1877,NA,0.84,26.80,112,319,453554,6531993,2.192,58.923,
