"abundance","AverageShortestPathLength","BetweennessCentrality","class","ClosenessCentrality","ClusteringCoefficient","degree","degree.layout","Eccentricity","family","genus","IsSingleNode","kingdom","Label","name","negdegree","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","order","oriID","PartnerOfMultiEdgedNodePairs","phylum","pi","posdegree","Radiality","samplecount","selected","SelfLoops","shared name","species","Stress","superkingdom","TopologicalCoefficient","unknowndegree"
"0.0044235460465599135","3.5548780487804876","6.229391487391111E-4","JJP-2003","0.28130360205831906","0.0","2","2","7",,,"false","Rhizaria","JJP-2003","JJP-2003","2","17.5","0","2",,"JJP-2003","0","Cercozoa","0","0","0.9175845790715972","12","false","0","JJP-2003",,"322","SAR","0.6111111111111112","0"
"0.008047057636993609","5.182926829268292","0.0","Novel Clade Gran-3","0.19294117647058825","0.0","1","1","8",,,"false","Rhizaria","Novel-Clade-Gran-3","Novel-Clade-Gran-3","0","2.0","0","1",,"Novel-Clade-Gran-3","0","Cercozoa","0","1","0.8650668764752163","31","false","0","Novel-Clade-Gran-3",,"0","SAR","0.0","0"
"0.0026203084593716","3.8292682926829267","0.004109545473825208","Metromonadea","0.2611464968152866","0.0","2","2","7","Metopion family incertae sedis","Metopion","false","Rhizaria","Metopion","Metopion","1","7.5","0","2","Metopion order incertae sedis","Metopion","0","Cercozoa","1","1","0.908733280881196","18","false","0","Metopion",,"446","SAR","0.5","0"
"7.046629998895289E-4","3.5060975609756095","0.0","Basal Group T","0.28521739130434787","0.0","1","1","7",,,"false","Rhizaria","Basal-Group-T","Basal-Group-T","1","31.0","0","1",,"Basal-Group-T","0","Cercozoa","0","0","0.9191581431943351","16","false","0","Basal-Group-T",,"0","SAR","0.0","0"
"0.14590515505591803","3.426829268292683","5.718657324939813E-4","Enoplea","0.2918149466192171","0.0","2","2","7",,,"false","Metazoa (Animalia)","Enoplida","Enoplida","2","24.5","0","2","Enoplida","Enoplida","0","Nematoda","1","0","0.9217151848937845","28","false","0","Enoplida",,"360","Opisthokonta","0.6527777777777778","0"
"0.007718564441676684","5.560975609756097","0.0",,"0.17982456140350878","0.0","1","1","9",,,"false","Alveolata","Syndiniales-class-incertae-sedis","Syndiniales-class-incertae-sedis","0","3.0","0","1",,"Syndiniales-class-incertae-sedis","0","Syndiniales class incertae sedis","0","1","0.8528717545239968","19","false","0","Syndiniales-class-incertae-sedis",,"0","SAR","0.0","0"
"0.005219245714881512","3.8048780487804876","0.0","Metromonadea","0.26282051282051283","1.0","3","3","8",,,"false","Rhizaria","Metromonadea","Metromonadea","0","11.0","0","3",,"Metromonadea","0","Cercozoa","0","3","0.9095200629425649","27","false","0","Metromonadea",,"0","SAR","0.5238095238095238","0"
"0.022747361797739594","3.1280487804878048","0.0033795412912794036",,"0.3196881091617934","0.4","6","6","7",,,"false","Apusozoa kingdom incertae sedis","Apusozoa","Apusozoa","0","15.166666666666666","0","6",,"Apusozoa","0","Apusozoa","0","6","0.9313532651455546","37","false","0","Apusozoa",,"1286","Apusozoa superkingdom incertae sedis","0.337037037037037","0"
"0.0034833073727481567","3.3292682926829267","0.0013431115628407624","Granofilosea","0.30036630036630035","0.4","6","6","7",,,"false","Rhizaria","Granofilosea","Granofilosea","0","14.166666666666666","0","6",,"Granofilosea","0","Cercozoa","0","6","0.9248623131392605","27","false","0","Granofilosea",,"322","SAR","0.38425925925925924","0"
"0.008670749463694814","4.25","0.0","Spirotrichea","0.23529411764705882","1.0","2","2","7",,,"false","Alveolata","Hypotrichia","Hypotrichia","0","6.5","0","2","Hypotrichia","Hypotrichia","0","Ciliophora","0","2","0.8951612903225806","28","false","0","Hypotrichia",,"0","SAR","0.8125","0"
"0.1779784065815815","4.682926829268292","0.0","Novel Apicomplexa Class 2","0.21354166666666669","0.0","1","1","8",,,"false","Alveolata","Novel-Apicomplexa-Class-2","Novel-Apicomplexa-Class-2","0","9.0","0","1",,"Novel-Apicomplexa-Class-2","0","Apicomplexa","5","1","0.8811959087332809","36","false","0","Novel-Apicomplexa-Class-2",,"0","SAR","0.0","0"
"0.004332570708907454","4.048780487804878","0.0","Hydrozoa","0.2469879518072289","0.0","1","1","7",,,"false","Metazoa (Animalia)","Siphonophorae","Siphonophorae","1","18.0","0","1","Siphonophorae","Siphonophorae","0","Cnidaria","1","0","0.901652242328875","18","false","0","Siphonophorae",,"0","Opisthokonta","0.0","0"
"0.028009754274518836","3.908536585365854","0.0","Sordariomycetes","0.25585023400936036","0.0","1","1","7",,,"false","Fungi","Microascales","Microascales","1","17.0","0","1","Microascales","Microascales","0","Ascomycota","3","0","0.9061762391817466","16","false","0","Microascales",,"0","Opisthokonta","0.0","0"
"0.0014166491120155952","3.8048780487804876","0.0","Carpediomonas-like organisms","0.26282051282051283","0.0","1","1","6",,,"false","Metamonada","Carpediomonas-like-organisms","Carpediomonas-like-organisms","1","17.0","0","1",,"Carpediomonas-like-organisms","0","Fornicata","0","0","0.9095200629425649","14","false","0","Carpediomonas-like-organisms",,"0","Excavata","0.0","0"
"0.0015653853875531132","4.048780487804878","0.0","IN2411","0.2469879518072289","0.0","1","1","7",,,"false","Alveolata","IN2411","IN2411","1","18.0","0","1",,"IN2411","0","Ciliophora","1","0","0.901652242328875","17","false","0","IN2411",,"0","SAR","0.0","0"
"0.011446857603938371","3.5","0.0","Paradiniidae","0.2857142857142857","1.0","2","2","6",,,"false","Rhizaria","Paradiniidae","Paradiniidae","0","9.5","0","2",,"Paradiniidae","0","Cercozoa","0","2","0.9193548387096774","29","false","0","Paradiniidae",,"0","SAR","0.5588235294117647","0"
"0.001343753695139197","3.2195121951219514","0.0025167867338751248","Imbricatea","0.3106060606060606","0.0","3","3","7","Spongomonas family incertae sedis","Spongomonas","false","Rhizaria","Spongomonas","Spongomonas","3","22.0","0","3","Spongomonadida","Spongomonas","0","Cercozoa","0","0","0.928402832415421","13","false","0","Spongomonas",,"1246","SAR","0.4772727272727273","0"
"0.2637271637967179","3.6280487804878048","0.0010054618342113563","Novel Clade 2","0.27563025210084036","0.6666666666666666","6","6","8",,,"false","Rhizaria","Novel-Clade-2","Novel-Clade-2","0","13.333333333333334","0","6",,"Novel-Clade-2","0","Cercozoa","0","6","0.9152242328874901","38","false","0","Novel-Clade-2",,"250","SAR","0.43010752688172044","0"
"0.0016128277672468926","4.603658536585366","0.0","Discosea","0.21721854304635763","1.0","2","2","7",,,"false","Amoebozoa (kingdom)","Discosea","Discosea","0","7.0","0","2",,"Discosea","0","Lobosa","0","2","0.8837529504327302","15","false","0","Discosea",,"0","Amoebozoa","0.6363636363636364","0"
"0.015290257921198428","3.4146341463414633","0.008444823085242567","Palpitomonas class incertae sedis","0.29285714285714287","0.06666666666666667","6","6","6","Palpitomonas family incertae sedis","Palpitomonas","false","Palpitomonas kingdom incertae sedis","Palpitomonas","Palpitomonas","6","5.5","0","6","Palpitomonas order incertae sedis","Palpitomonas","0","Palpitomonas phylum incertae sedis","4","0","0.9221085759244689","23","false","0","Palpitomonas",,"1390","Eukaryota incertae sedis","0.3020833333333333","0"
"0.06754674963523702","3.5060975609756095","0.0","Acoela","0.28521739130434787","0.0","1","1","7",,,"false","Metazoa (Animalia)","Acoela","Acoela","1","31.0","0","1",,"Acoela","0","Xenacoelomorpha","1","0","0.9191581431943351","23","false","0","Acoela",,"0","Opisthokonta","0.0","0"
"0.005781585484457192","3.6219512195121952","0.0062557140836469695","Oligohymenophorea","0.27609427609427606","0.3333333333333333","3","3","6","Homalogastra family incertae sedis","Homalogastra","false","Alveolata","Homalogastra","Homalogastra","1","9.666666666666666","0","3","Scuticociliatia","Homalogastra","0","Ciliophora","0","2","0.9154209284028324","22","false","0","Homalogastra",,"750","SAR","0.3888888888888889","0"
"0.002811434417882448","3.7560975609756095","7.116910834783663E-4","Novel Clade Gran-4","0.26623376623376627","0.6666666666666666","4","4","6",,,"false","Rhizaria","Novel-Clade-Gran-4","Novel-Clade-Gran-4","0","8.25","0","4",,"Novel-Clade-Gran-4","0","Cercozoa","0","4","0.9110936270653028","24","false","0","Novel-Clade-Gran-4",,"124","SAR","0.4125","0"
"0.0035276986385873307","3.073170731707317","0.0433034348262264","Acantharia","0.3253968253968254","0.0","5","5","6",,,"false","Rhizaria","Acantharia","Acantharia","5","9.2","0","5",,"Acantharia","0","Retaria","0","0","0.9331235247836349","12","false","0","Acantharia",,"5442","SAR","0.21578947368421053","0"
"0.033167096812082866","3.6036585365853657","0.002112806059386936","Chromadorea","0.2774957698815567","0.3333333333333333","3","3","6",,,"false","Metazoa (Animalia)","Desmoscolecida","Desmoscolecida","2","6.333333333333333","0","3","Desmoscolecida","Desmoscolecida","0","Nematoda","0","1","0.9160110149488593","19","false","0","Desmoscolecida",,"128","Opisthokonta","0.375","0"
"0.04241436003636597","3.317073170731707","7.50432676624148E-4","Rhabdocoela class incertae sedis","0.30147058823529416","0.0","2","2","6",,,"false","Metazoa (Animalia)","Rhabdocoela","Rhabdocoela","2","24.0","0","2","Rhabdocoela","Rhabdocoela","0","Platyhelminthes","0","0","0.925255704169945","14","false","0","Rhabdocoela",,"328","Opisthokonta","0.6571428571428571","0"
"0.012405998739296369","3.5853658536585367","0.001155007596268494","LKM11","0.2789115646258503","0.6666666666666666","7","7","7",,,"false","Cryptomycota Holomycota kingdom incertae sedis","LKM11","LKM11","0","12.714285714285714","0","7",,"LKM11","0","Cryptomycota","0","7","0.9166011014948859","34","false","0","LKM11",,"380","Opisthokonta","0.3852813852813853","0"
"0.0019430451308192049","3.1463414634146343","0.002240187965490774","Vampyrellidae class incertae sedis","0.3178294573643411","0.5","4","4","7","Vampyrellidae",,"false","Rhizaria","Vampyrellidae","Vampyrellidae","1","20.25","0","4","Vampyrellidae order incertae sedis","Vampyrellidae","0","Cercozoa","1","3","0.9307631785995278","25","false","0","Vampyrellidae",,"186","SAR","0.37735849056603776","0"
"0.06732894935334731","4.189024390243903","0.012195121951219513","Bacillariophyceae","0.23871906841339152","0.0","2","2","7","Rhaphoneis family incertae sedis","Rhaphoneis","false","Stramenopiles","Rhaphoneis","Rhaphoneis","0","5.0","0","2","Rhaphoneis order incertae sedis","Rhaphoneis","0","Diatomea","0","2","0.8971282454760032","36","false","0","Rhaphoneis",,"1472","SAR","0.5","0"
"0.008991177455151494","4.0426829268292686","0.0011149147509737975","Imbricatea","0.24736048265460028","0.0","2","2","7",,,"false","Rhizaria","Novel-Clade-3","Novel-Clade-3","2","7.5","0","2","Novel Clade 3","Novel-Clade-3","0","Cercozoa","5","0","0.9018489378442172","26","false","0","Novel-Clade-3",,"208","SAR","0.5909090909090909","0"
"0.0016791025560593067","3.048780487804878","0.01129614429563322","Labyrinthulomycetes","0.328","0.16666666666666666","4","4","7",,,"false","Stramenopiles","Thraustochytriaceae-order-incertae-sedis","Thraustochytriaceae-order-incertae-sedis","2","19.0","0","4","Thraustochytriaceae order incertae sedis","Thraustochytriaceae-order-incertae-sedis","0","Labyrinthulomycetes phylum incertae sedis","0","2","0.933910306845004","20","false","0","Thraustochytriaceae-order-incertae-sedis",,"2578","SAR","0.33636363636363636","0"
"0.003133683696450038","3.8536585365853657","0.0","Bacillariophyceae","0.25949367088607594","1.0","3","3","6","Navicula family incertae sedis",,"false","Stramenopiles","Navicula-family-incertae-sedis","Navicula-family-incertae-sedis","0","10.0","0","3","Navicula order incertae sedis","Navicula-family-incertae-sedis","0","Diatomea","1","3","0.9079464988198269","23","false","0","Navicula-family-incertae-sedis",,"0","SAR","0.5263157894736842","0"
"0.015281669785460205","3.347560975609756","0.02086275371931398","Apusomonas class incertae sedis","0.2987249544626594","0.38181818181818183","11","11","7","Apusomonas family incertae sedis","Apusomonas","false","Apusozoa kingdom incertae sedis","Apusomonas-proboscidea","Apusomonas-proboscidea","0","10.727272727272727","0","11","Apusomonas order incertae sedis","Apusomonas-proboscidea","0","Apusozoa","0","11","0.9242722265932337","34","false","0","Apusomonas-proboscidea","Apusomonas proboscidea","3914","Apusozoa superkingdom incertae sedis","0.24173553719008264","0"
"0.009178463065465449","2.981707317073171","0.030555582628534337","Cercozoa-07.05.2004","0.33537832310838445","0.28888888888888886","10","10","7",,,"false","Rhizaria","Cercozoa-07.05.2004","Cercozoa-07.05.2004","1","11.5","0","10",,"Cercozoa-07.05.2004","0","Cercozoa","2","9","0.9360739575137688","35","false","0","Cercozoa-07.05.2004",,"5094","SAR","0.19655172413793104","0"
"0.057122038982920426","3.4207317073170733","0.004084043800659537","Syndiniales","0.2923351158645276","0.4722222222222222","9","9","8",,,"false","Alveolata","Syndiniales","Syndiniales","0","12.666666666666666","0","9",,"Syndiniales","0","Syndiniales class incertae sedis","0","9","0.9219118804091266","36","false","0","Syndiniales",,"804","SAR","0.3333333333333333","0"
"0.2626203334745541","3.292682926829268","0.003815725192595292","Polychaeta","0.3037037037037037","0.0","2","2","7",,,"false","Metazoa (Animalia)","Polychaeta","Polychaeta","2","20.5","0","2",,"Polychaeta","0","Annelida","0","0","0.9260424862313139","24","false","0","Polychaeta",,"1252","Opisthokonta","0.527027027027027","0"
"0.0033757703205258343","3.6158536585365852","0.04568984408096582",,"0.27655986509274877","0.16363636363636364","11","11","6",,,"false","Centrohelida","Centrohelea","Centrohelea","0","4.2727272727272725","0","11",,"Centrohelea","0","Centrohelea","0","11","0.9156176239181746","24","false","0","Centrohelea",,"5452","Hacrobia","0.1859504132231405","0"
"0.0025124236239908045","4.237804878048781","0.0015255559852363865","Imbricatea","0.23597122302158272","0.6666666666666666","3","3","7","Cyphoderiidae","Cyphoderia","false","Rhizaria","Cyphoderia","Cyphoderia","0","6.0","0","3","Euglyphida","Cyphoderia","0","Cercozoa","0","3","0.8955546813532651","15","false","0","Cyphoderia",,"198","SAR","0.46153846153846156","0"
"0.010064926073638321","4.719512195121951","0.0","Bivalvia","0.2118863049095607","0.0","1","1","7",,,"false","Metazoa (Animalia)","Lucinoida","Lucinoida","1","5.0","0","1","Lucinoida","Lucinoida","0","Mollusca","0","0","0.8800157356412274","18","false","0","Lucinoida",,"0","Opisthokonta","0.0","0"
"0.001958072158817406","4.353658536585366","0.0",,"0.2296918767507003","0.0","1","1","7",,,"false","Amoebozoa (kingdom)","Lobosa","Lobosa","1","8.0","0","1",,"Lobosa","0","Lobosa","0","0","0.8918174665617624","23","false","0","Lobosa",,"0","Amoebozoa","0.0","0"
"0.0018613163005939666","3.951219512195122","0.009630212108435931","Bicosoecida class incertae sedis","0.25308641975308643","0.0","2","2","7",,,"false","Stramenopiles","Bicosoecida","Bicosoecida","1","4.0","0","2","Bicosoecida","Bicosoecida","0","Bicosoecida phylum incertae sedis","3","1","0.9047993705743509","19","false","0","Bicosoecida",,"992","SAR","0.5","0"
"0.0036216236293742984","4.347560975609756","0.01349618591958098","Acanthoecida","0.2300140252454418","0.0","3","3","7","Stephanoecidae","Diaphanoeca","false","Choanomonada","Diaphanoeca","Diaphanoeca","0","4.666666666666667","0","3","Stephanoecidae order incertae sedis","Diaphanoeca","0","Choanoflagellida","0","3","0.8920141620771046","20","false","0","Diaphanoeca",,"1366","Opisthokonta","0.3333333333333333","0"
"0.03668314739381908","3.3292682926829267","0.011888178999892743","Gregarinasina","0.30036630036630035","0.48484848484848486","12","12","7",,,"false","Alveolata","Gregarinasina","Gregarinasina","0","12.916666666666666","0","12",,"Gregarinasina","0","Apicomplexa","0","12","0.9248623131392605","35","false","0","Gregarinasina",,"2502","SAR","0.29844961240310075","0"
"0.08291328291575145","3.2621951219512195","0.04290599792267004","Bacillariophyceae","0.30654205607476637","0.25","8","8","6","Navicula family incertae sedis","Navicula","false","Stramenopiles","Navicula","Navicula","0","7.375","0","8","Navicula order incertae sedis","Navicula","0","Diatomea","1","8","0.9270259638080252","34","false","0","Navicula",,"5782","SAR","0.20714285714285716","0"
"0.0","3.725609756097561","0.0160149808392056","Typhlocoela","0.2684124386252046","0.2","5","5","6",,,"false","Metazoa (Animalia)","Cydippida","Cydippida","4","4.4","0","5","Cydippida","Cydippida","0","Ctenophora","0","1","0.9120771046420141","0","false","0","Cydippida",,"1994","Opisthokonta","0.2857142857142857","0"
"0.004029188805579423","3.597560975609756","0.02268722367460561","Imbricatea","0.27796610169491526","0.1","5","5","7","BB01-173",,"false","Rhizaria","BB01-173","BB01-173","5","6.0","0","5","Marimonadida","BB01-173","0","Cercozoa","1","0","0.9162077104642015","23","false","0","BB01-173",,"3026","SAR","0.28421052631578947","0"
"0.01175038273214083","3.6280487804878048","0.007482768168762955","Amastigomonas class incertae sedis","0.27563025210084036","0.32142857142857145","8","8","6","Amastigomonas family incertae sedis","Amastigomonas","false","Apusozoa kingdom incertae sedis","Amastigomonas","Amastigomonas","0","5.875","0","8","Amastigomonas order incertae sedis","Amastigomonas","0","Apusozoa","0","8","0.9152242328874901","29","false","0","Amastigomonas",,"1034","Apusozoa superkingdom incertae sedis","0.25","0"
"0.008079739107815639","3.548780487804878","0.0022189433071611725","Imbricatea","0.281786941580756","0.0","2","2","6","Thaumatomonadidae","Allas","false","Rhizaria","Allas","Allas","0","13.5","0","2","Thaumatomonadida","Allas","0","Cercozoa","0","2","0.9177812745869395","27","false","0","Allas",,"400","SAR","0.5","0"
"0.0062525820171452605","3.8353658536585367","0.0","Syndiniales","0.26073131955484896","0.0","1","1","8","Duboscquella family incertae sedis","Duboscquella","false","Alveolata","Duboscquella","Duboscquella","0","21.0","0","1","Duboscquella order incertae sedis","Duboscquella","0","Syndiniales class incertae sedis","0","1","0.9085365853658537","31","false","0","Duboscquella",,"0","SAR","0.0","0"
"0.3504830651409355","3.5609756097560976","0.016132523189942398","Heteronemertea","0.2808219178082192","0.3333333333333333","4","4","7",,,"false","Metazoa (Animalia)","Heteronemertea","Heteronemertea","4","10.0","0","4",,"Heteronemertea","0","Nemertea","0","0","0.9173878835562549","18","false","0","Heteronemertea",,"1898","Opisthokonta","0.39","0"
"0.15366272639416195","3.5548780487804876","6.229391487391111E-4","Seriata","0.28130360205831906","0.0","2","2","7",,,"false","Metazoa (Animalia)","Proseriata","Proseriata","2","17.5","0","2","Proseriata","Proseriata","0","Platyhelminthes","0","0","0.9175845790715972","12","false","0","Proseriata",,"322","Opisthokonta","0.6111111111111112","0"
"2.4038657998743242","3.8109756097560976","0.0",,"0.2624","1.0","5","5","8",,,"false","Alveolata","Alveolata","Alveolata","0","16.8","0","5",,"Alveolata","0",,"0","5","0.9093233674272226","38","false","0","Alveolata",,"0","SAR","0.6","0"
"0.006318521722136492","3.1707317073170733","7.50432676624148E-4","AT4-94","0.3153846153846154","0.6666666666666666","3","3","6",,,"false","Rhizaria","AT4-94","AT4-94","2","19.0","0","3",,"AT4-94","0","Retaria","0","1","0.9299763965381589","21","false","0","AT4-94",,"328","SAR","0.4418604651162791","0"
"0.035026463304509134","3.067073170731707","0.006239926812831322","Spirotrichea","0.3260437375745527","0.0","4","4","6","Strombidinopsis family incertae sedis","Strombidinopsis","false","Alveolata","Strombidinopsis-acuminata","Strombidinopsis-acuminata","4","20.75","0","4","Choreotrichia","Strombidinopsis-acuminata","0","Ciliophora","0","0","0.9333202202989772","25","false","0","Strombidinopsis-acuminata","Strombidinopsis acuminata","2636","SAR","0.4030612244897959","0"
"8.363438426124182E-4","4.0182926829268295","0.0","ME-Euk-FW10","0.24886191198786037","1.0","2","2","7",,,"false","Stramenopiles","ME-Euk-FW10","ME-Euk-FW10","2","13.0","0","2",,"ME-Euk-FW10","0","Diatomea","2","0","0.9026357199055861","18","false","0","ME-Euk-FW10",,"0","SAR","0.6842105263157895","0"
"0.040810620850400596","3.25","0.006202240629463401",,"0.3076923076923077","0.21428571428571427","8","8","6",,,"false",,"NAMAKO-1","NAMAKO-1","7","8.125","0","8",,"NAMAKO-1","0",,"5","1","0.9274193548387096","22","false","0","NAMAKO-1",,"2048","NAMAKO-1","0.24242424242424243","0"
"0.5667979814691194","3.8353658536585367","8.994770651910459E-4","Echinoidea","0.26073131955484896","0.4","5","5","7",,,"false","Metazoa (Animalia)","Echinoidea","Echinoidea","5","9.0","0","5",,"Echinoidea","0","Echinodermata","0","0","0.9085365853658537","24","false","0","Echinoidea",,"180","Opisthokonta","0.375","0"
"0.07868766247323619","3.231707317073171","0.007468361372705142",,"0.30943396226415093","0.13333333333333333","6","6","7",,,"false","Metazoa (Animalia)","Nematoda","Nematoda","6","13.0","0","6",,"Nematoda","0","Nematoda","1","0","0.9280094413847365","23","false","0","Nematoda",,"2222","Opisthokonta","0.2814814814814815","0"
"0.02583362666375378","3.1158536585365852","0.018334126882720278","Spirotrichea","0.3209393346379648","0.23809523809523808","7","7","7","Protogastrostyla family incertae sedis","Protogastrostyla","false","Alveolata","Protogastrostyla","Protogastrostyla","2","9.714285714285714","0","7","Hypotrichia","Protogastrostyla","0","Ciliophora","2","5","0.9317466561762392","22","false","0","Protogastrostyla",,"2622","SAR","0.2111801242236025","0"
"0.00990236403905696","3.5609756097560976","3.510020002726976E-4","Acanthoecida","0.2808219178082192","0.6666666666666666","4","4","8",,,"false","Choanomonada","Acanthoecida","Acanthoecida","0","14.0","0","4",,"Acanthoecida","0","Choanoflagellida","0","4","0.9173878835562549","30","false","0","Acanthoecida",,"74","Opisthokonta","0.42424242424242425","0"
"0.48654873529212095","3.024390243902439","0.00810096167664654","Thecofilosea","0.33064516129032256","0.5228758169934641","18","18","7",,,"false","Rhizaria","Thecofilosea","Thecofilosea","0","15.222222222222221","0","18",,"Thecofilosea","0","Cercozoa","0","18","0.9346970889063729","38","false","0","Thecofilosea",,"3500","SAR","0.29273504273504275","0"
"0.004508117704349904","3.3841463414634148","0.015550083411291873","Chrysophyceae","0.2954954954954955","0.5714285714285714","7","7","6",,,"false","Stramenopiles","I76","I76","1","11.285714285714286","0","7","I76","I76","0","Chrysophyceae phylum incertae sedis","5","6","0.9230920535011802","29","false","0","I76",,"2720","SAR","0.3224489795918367","0"
"0.0032044481766989527","3.8719512195121952","0.0","Chlorarachniophyta","0.25826771653543307","1.0","2","2","6",,,"false","Rhizaria","Chlorarachniophyta","Chlorarachniophyta","0","11.0","0","2",,"Chlorarachniophyta","0","Cercozoa","0","2","0.9073564122738002","24","false","0","Chlorarachniophyta",,"0","SAR","0.6470588235294118","0"
