"abundance","AverageShortestPathLength","BetweennessCentrality","class","ClosenessCentrality","ClusteringCoefficient","degree","Eccentricity","family","genus","IsSingleNode","kingdom","Label","name","negdegree","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","order","oriID","PartnerOfMultiEdgedNodePairs","phylum","pi","posdegree","Radiality","samplecount","selected","SelfLoops","shared name","species","Stress","superkingdom","TopologicalCoefficient","unknowndegree"
"0.033583785735330246","5.268518518518518","0.0","Amastigomonas class incertae sedis","0.1898066783831283","0.0","1","9","Amastigomonas family incertae sedis","Amastigomonas","false","Apusozoa kingdom incertae sedis","Amastigomonas","Amastigomonas","0","16.0","0","1","Amastigomonas order incertae sedis","Amastigomonas","0","Apusozoa","0","1","0.8292592592592593","45","false","0","Amastigomonas","NA","0","Apusozoa superkingdom incertae sedis","0.0","0"
"0.004689802243703243","10.407407407407407","0.0","Paramicrosporidium class incertae sedis","0.09608540925266905","0.0","1","16","Paramicrosporidium family incertae sedis","NA","false","Cryptomycota Holomycota kingdom incertae sedis","Paramicrosporidium-family-incertae-sedis","Paramicrosporidium-family-incertae-sedis","1","4.0","0","1","Paramicrosporidium order incertae sedis","Paramicrosporidium-family-incertae-sedis","0","Cryptomycota","1","0","0.6237037037037038","35","false","0","Paramicrosporidium-family-incertae-sedis","NA","0","Opisthokonta","0.0","0"
"0.006503451845778001","6.231481481481482","0.0","Imbricatea","0.16047548291233282","1.0","2","10","Cyphoderiidae","Cyphoderia","false","Rhizaria","Cyphoderia","Cyphoderia","1","3.5","0","2","Euglyphida","Cyphoderia","0","Cercozoa","0","1","0.7907407407407407","18","false","0","Cyphoderia","NA","0","SAR","0.7","0"
"0.11963260840223712","6.777777777777778","0.0","Spirotrichea","0.14754098360655737","0.0","1","12","Strombidinopsis family incertae sedis","Strombidinopsis","false","Alveolata","Strombidinopsis","Strombidinopsis","1","8.0","0","1","Choreotrichia","Strombidinopsis","0","Ciliophora","0","0","0.7688888888888888","23","false","0","Strombidinopsis","NA","0","SAR","0.0","0"
"0.0029996997738328543","5.972222222222222","0.07217030114226376","Dinophyceae","0.16744186046511628","0.0","3","11","NA","NA","false","Alveolata","Dinophyceae-incertae-sedis","Dinophyceae-incertae-sedis","3","4.666666666666667","0","3","Dinophyceae incertae sedis","Dinophyceae-incertae-sedis","0","Dinoflagellata","0","0","0.8011111111111111","17","false","0","Dinophyceae-incertae-sedis","NA","11494","SAR","0.36666666666666664","0"
"0.018276104902552156","5.935185185185185","0.0","NA","0.1684867394695788","1.0","3","14","NA","NA","false","NA","DH147-EKD10","DH147-EKD10","0","20.333333333333332","0","3","NA","DH147-EKD10","0","NA","5","3","0.8025925925925926","44","false","0","DH147-EKD10","NA","0","DH147-EKD10","0.782051282051282","0"
"0.37265835551630266","4.824074074074074","0.0","Syndiniales","0.20729366602687138","1.0","2","11","NA","NA","false","Alveolata","Syndiniales-Group-I","Syndiniales-Group-I","0","4.0","0","2","Syndiniales Group I","Syndiniales-Group-I","0","Syndiniales class incertae sedis","0","2","0.8470370370370369","52","false","0","Syndiniales-Group-I","NA","0","SAR","0.6666666666666666","0"
"0.12673298987051607","7.092592592592593","0.0","Chrysophyceae","0.1409921671018277","0.0","1","15","NA","NA","false","Stramenopiles","E222","E222","0","3.0","0","1","E222","E222","0","Chrysophyceae phylum incertae sedis","0","1","0.7562962962962964","52","false","0","E222","NA","0","SAR","0.0","0"
"0.03890590384600514","6.101851851851852","0.01851851851851852","Bolidomonas class incertae sedis","0.16388467374810317","0.3333333333333333","3","14","Bolidomonas family incertae sedis","Bolidomonas","false","Stramenopiles","Bolidomonas","Bolidomonas","0","5.333333333333333","0","3","Bolidomonas order incertae sedis","Bolidomonas","0","Bolidomonas phylum incertae sedis","5","3","0.7959259259259259","51","false","0","Bolidomonas","NA","792","SAR","0.45454545454545453","0"
"0.01824214468665894","10.407407407407407","0.0","Polychaeta","0.09608540925266905","0.0","1","16","NA","NA","false","Metazoa (Animalia)","Eunicida","Eunicida","1","4.0","0","1","Eunicida","Eunicida","0","Annelida","0","0","0.6237037037037038","17","false","0","Eunicida","NA","0","Opisthokonta","0.0","0"
"0.02080279232375883","9.416666666666666","0.055036344755970926","Heterotardigrada","0.10619469026548674","0.0","4","15","NA","NA","false","Metazoa (Animalia)","Heterotardigrada","Heterotardigrada","4","1.25","0","4","NA","Heterotardigrada","0","Tardigrada","0","0","0.6633333333333334","23","false","0","Heterotardigrada","NA","6918","Opisthokonta","0.25","0"
"0.0015133803703796973","6.777777777777778","0.0","NA","0.14754098360655737","0.0","1","12","NA","NA","false","Discicristoidea Holomycota kingdom incertae sedis","Discicristoidea-Holomycota-kingdom-incertae-sedis","Discicristoidea-Holomycota-kingdom-incertae-sedis","1","8.0","0","1","NA","Discicristoidea-Holomycota-kingdom-incertae-sedis","0","NA","1","0","0.7688888888888888","18","false","0","Discicristoidea-Holomycota-kingdom-incertae-sedis","NA","0","Opisthokonta","0.0","0"
"0.012836829895231574","5.166666666666667","0.0","Labyrinthulomycetes","0.1935483870967742","1.0","3","9","Thraustochytriaceae","Aplanochytrium","false","Stramenopiles","Aplanochytrium","Aplanochytrium","0","13.333333333333334","0","3","Thraustochytriaceae order incertae sedis","Aplanochytrium","0","Labyrinthulomycetes phylum incertae sedis","0","3","0.8333333333333333","33","false","0","Aplanochytrium","NA","0","SAR","0.6060606060606061","0"
"0.005083735581899106","6.027777777777778","0.017653167185877467","IN2411","0.16589861751152074","0.0","2","11","NA","NA","false","Alveolata","IN2411","IN2411","2","5.5","0","2","NA","IN2411","0","Ciliophora","1","0","0.7988888888888889","24","false","0","IN2411","NA","4588","SAR","0.5625","0"
"0.2821305156406013","5.75","0.013790933419352426","Labyrinthulomycetes","0.17391304347826086","0.5777777777777777","10","14","NA","NA","false","Stramenopiles","Labyrinthulomycetes","Labyrinthulomycetes","0","14.0","0","10","NA","Labyrinthulomycetes","0","Labyrinthulomycetes phylum incertae sedis","1","10","0.81","52","false","0","Labyrinthulomycetes","NA","2364","SAR","0.4117647058823529","0"
"0.006737021055935169","4.703703703703703","0.0","Novel Clade Gran-4","0.2125984251968504","1.0","4","9","NA","NA","false","Rhizaria","Novel-Clade-Gran-4","Novel-Clade-Gran-4","0","11.5","0","4","NA","Novel-Clade-Gran-4","0","Cercozoa","0","4","0.8518518518518519","33","false","0","Novel-Clade-Gran-4","NA","0","SAR","0.5","0"
"0.09883614957091996","6.185185185185185","0.018994461751471098","Spirotrichea","0.16167664670658682","0.16666666666666666","4","10","Strombidium family incertae sedis","Strombidium","false","Alveolata","Strombidium-capitatum","Strombidium-capitatum","4","2.25","0","4","Oligotrichia","Strombidium-capitatum","0","Ciliophora","0","0","0.7925925925925926","23","false","0","Strombidium-capitatum","Strombidium capitatum","2018","SAR","0.4375","0"
"0.028173328833012316","7.175925925925926","0.0","NA","0.13935483870967744","0.0","1","11","NA","NA","false","Metazoa (Animalia)","Xenacoelomorpha","Xenacoelomorpha","1","4.0","0","1","NA","Xenacoelomorpha","0","Xenacoelomorpha","2","0","0.7529629629629631","24","false","0","Xenacoelomorpha","NA","0","Opisthokonta","0.0","0"
"0.07983334972922775","4.7592592592592595","0.007535767855082495","NA","0.2101167315175097","0.5","4","9","NA","NA","false","Rhizaria","Retaria","Retaria","0","7.0","0","4","NA","Retaria","0","Retaria","0","4","0.8496296296296296","45","false","0","Retaria","NA","676","SAR","0.35","0"
"0.00450391704284068","5.166666666666667","0.0","Discosea","0.1935483870967742","1.0","3","9","NA","NA","false","Amoebozoa (kingdom)","Flabellinia","Flabellinia","0","13.333333333333334","0","3","Flabellinia","Flabellinia","0","Lobosa","0","3","0.8333333333333333","30","false","0","Flabellinia","NA","0","Amoebozoa","0.6060606060606061","0"
"0.4138162886403359","6.472222222222222","0.0","Imbricatea","0.15450643776824033","1.0","4","15","Nudifila family incertae sedis","Nudifila","false","Rhizaria","Nudifila","Nudifila","0","17.5","0","4","Nudifila order incertae sedis","Nudifila","0","Cercozoa","5","4","0.7811111111111111","48","false","0","Nudifila","NA","0","SAR","0.6481481481481481","0"
"0.5123951791537779","6.842592592592593","0.01851851851851852","Ostracoda","0.14614343707713126","0.0","2","15","NA","NA","false","Metazoa (Animalia)","Ostracoda","Ostracoda","2","2.5","0","2","NA","Ostracoda","0","Arthropoda","0","0","0.7662962962962964","21","false","0","Ostracoda","NA","1372","Opisthokonta","0.5","0"
"0.005604627156909019","5.87037037037037","0.03669089650398062","NA","0.17034700315457413","0.5","4","14","NA","NA","false","Mesomycetozoa","Abeoformidae","Abeoformidae","1","10.5","0","4","NA","Abeoformidae","0","Abeoformidae","0","3","0.8051851851851852","46","false","0","Abeoformidae","NA","2740","Opisthokonta","0.36607142857142855","0"
"0.08062497033440721","5.212962962962963","0.03720433829468097","RAD A","0.19182948490230906","0.0","3","9","NA","NA","false","Rhizaria","RAD-A","RAD-A","0","7.0","0","3","NA","RAD-A","0","Retaria","0","3","0.8314814814814815","44","false","0","RAD-A","NA","2508","SAR","0.375","0"
"0.06865615674797225","6.185185185185185","0.01851851851851852","NA","0.16167664670658682","0.0","2","10","NA","NA","false","Stramenopiles","Peronosporomycetes-phylum-incertae-sedis","Peronosporomycetes-phylum-incertae-sedis","0","2.0","0","2","NA","Peronosporomycetes-phylum-incertae-sedis","0","Peronosporomycetes phylum incertae sedis","1","2","0.7925925925925926","50","false","0","Peronosporomycetes-phylum-incertae-sedis","NA","1244","SAR","0.5","0"
"0.008382473020506227","6.7592592592592595","0.0012980269989615785","Labyrinthulomycetes","0.14794520547945206","0.0","2","12","NA","NA","false","Stramenopiles","Thraustochytriaceae-order-incertae-sedis","Thraustochytriaceae-order-incertae-sedis","2","5.0","0","2","Thraustochytriaceae order incertae sedis","Thraustochytriaceae-order-incertae-sedis","0","Labyrinthulomycetes phylum incertae sedis","0","0","0.7696296296296297","27","false","0","Thraustochytriaceae-order-incertae-sedis","NA","30","SAR","0.5714285714285714","0"
"0.06241880594402853","7.75","0.0","Rhabdocoela class incertae sedis","0.12903225806451613","0.0","1","13","Kalyptorhynchia","NA","false","Metazoa (Animalia)","Kalyptorhynchia","Kalyptorhynchia","1","2.0","0","1","Rhabdocoela","Kalyptorhynchia","0","Platyhelminthes","0","0","0.73","33","false","0","Kalyptorhynchia","NA","0","Opisthokonta","0.0","0"
"0.0073443106581239145","7.916666666666667","0.0","Novel Clade Gran-1","0.12631578947368421","0.0","1","13","NA","NA","false","Rhizaria","Novel-Clade-Gran-1","Novel-Clade-Gran-1","1","3.0","0","1","NA","Novel-Clade-Gran-1","0","Cercozoa","3","0","0.7233333333333333","26","false","0","Novel-Clade-Gran-1","NA","0","SAR","0.0","0"
"0.009232407796362219","6.666666666666667","0.10591900311526481","Gregarinasina","0.15","0.0","2","12","Lankesteria family incertae sedis","Lankesteria","false","Alveolata","Lankesteria","Lankesteria","2","5.0","0","2","Eugregarinorida","Lankesteria","0","Apicomplexa","0","0","0.7733333333333333","21","false","0","Lankesteria","NA","13788","SAR","0.5","0"
"0.10199901754801712","6.092592592592593","0.0","Gregarinasina","0.1641337386018237","0.0","1","14","NA","NA","false","Alveolata","Gregarinasina","Gregarinasina","0","15.0","0","1","NA","Gregarinasina","0","Apicomplexa","0","1","0.7962962962962963","52","false","0","Gregarinasina","NA","0","SAR","0.0","0"
"0.005155907985953206","6.046296296296297","0.01851851851851852","Discosea","0.16539050535987748","0.0","2","11","Stygamoebida","NA","false","Amoebozoa (kingdom)","Stygamoebida","Stygamoebida","2","4.5","0","2","Flabellinia","Stygamoebida","0","Lobosa","4","0","0.798148148148148","17","false","0","Stygamoebida","NA","2308","Amoebozoa","0.5","0"
"0.10009393372554072","7.037037037037037","0.0","Polychaeta","0.14210526315789473","0.0","1","12","Paraonidae","NA","false","Metazoa (Animalia)","Paraonidae","Paraonidae","1","2.0","0","1","Paraonidae order incertae sedis","Paraonidae","0","Annelida","1","0","0.7585185185185185","30","false","0","Paraonidae","NA","0","Opisthokonta","0.0","0"
"0.02306500891295665","4.212962962962963","0.3514393677166263","Spirotrichea","0.23736263736263738","0.5333333333333333","6","9","NA","NA","false","Alveolata","Spirotrichea","Spirotrichea","0","9.166666666666666","0","6","NA","Spirotrichea","0","Ciliophora","2","6","0.8714814814814815","46","false","0","Spirotrichea","NA","72782","SAR","0.3273809523809524","0"
"0.9980864215009386","5.055555555555555","0.03340849769920363","Thecofilosea","0.19780219780219782","0.6900584795321637","19","13","NA","NA","false","Rhizaria","Thecofilosea","Thecofilosea","0","17.0","0","19","NA","Thecofilosea","0","Cercozoa","0","19","0.8377777777777777","52","false","0","Thecofilosea","NA","12486","SAR","0.4473684210526316","0"
"0.4052638130515655","5.657407407407407","0.005261022403843354","Imbricatea","0.176759410801964","0.7867647058823529","17","14","NA","NA","false","Rhizaria","Imbricatea","Imbricatea","0","17.705882352941178","0","17","NA","Imbricatea","0","Cercozoa","0","17","0.8137037037037037","52","false","0","Imbricatea","NA","4750","SAR","0.4785373608903021","0"
"0.004479051716249974","7.037037037037037","0.0","Peronosporomycetes","0.14210526315789473","0.0","1","12","Halodaphnea family incertae sedis","Halodaphnea","false","Stramenopiles","Halodaphnea","Halodaphnea","1","2.0","0","1","Halodaphnea order incertae sedis","Halodaphnea","0","Peronosporomycetes phylum incertae sedis","3","0","0.7585185185185185","23","false","0","Halodaphnea","NA","0","SAR","0.0","0"
"0.025335239367495772","6.046296296296297","0.01851851851851852","Bacillariophyceae","0.16539050535987748","0.0","2","11","Rhaphoneis family incertae sedis","Rhaphoneis","false","Stramenopiles","Rhaphoneis","Rhaphoneis","2","4.5","0","2","Rhaphoneis order incertae sedis","Rhaphoneis","0","Diatomea","0","0","0.798148148148148","33","false","0","Rhaphoneis","NA","2308","SAR","0.5","0"
"0.1639617061584431","5.787037037037037","0.24749048113534097","Macrodasyida class incertae sedis","0.17279999999999998","0.0","8","11","NA","NA","false","Metazoa (Animalia)","Macrodasyida","Macrodasyida","8","2.375","0","8","Macrodasyida","Macrodasyida","0","Gastrotricha","0","0","0.8085185185185185","34","false","0","Macrodasyida","NA","34360","Opisthokonta","0.1375","0"
"0.002240718203582226","6.7592592592592595","0.01851851851851852","Labyrinthulomycetes","0.14794520547945206","0.0","2","12","Thraustochytriaceae","Labyrinthuloides","false","Stramenopiles","Labyrinthuloides-haliotidis","Labyrinthuloides-haliotidis","2","4.5","0","2","Thraustochytriaceae order incertae sedis","Labyrinthuloides-haliotidis","0","Labyrinthulomycetes phylum incertae sedis","0","0","0.7696296296296297","19","false","0","Labyrinthuloides-haliotidis","Labyrinthuloides haliotidis","2308","SAR","0.5","0"
"2.215622587211334","6.722222222222222","0.0","NA","0.1487603305785124","1.0","2","15","NA","NA","false","Stramenopiles","Stramenopiles","Stramenopiles","0","7.5","0","2","NA","Stramenopiles","0","NA","1","2","0.7711111111111112","52","false","0","Stramenopiles","NA","0","SAR","0.6818181818181818","0"
"0.09093813454947594","5.62037037037037","0.009772217554852958","NA","0.17792421746293247","0.672514619883041","19","14","NA","NA","false","Apusozoa kingdom incertae sedis","Apusozoa","Apusozoa","0","16.473684210526315","0","19","NA","Apusozoa","0","Apusozoa","0","19","0.8151851851851852","51","false","0","Apusozoa","NA","5010","Apusozoa superkingdom incertae sedis","0.43351800554016623","0"
"0.12282560162867763","5.583333333333333","0.05225859493824395","Labyrinthulomycetes","0.17910447761194032","0.5367965367965368","22","14","NA","NA","false","Stramenopiles","PW19","PW19","0","14.863636363636363","0","22","PW19","PW19","0","Labyrinthulomycetes phylum incertae sedis","1","22","0.8166666666666668","51","false","0","PW19","NA","14850","SAR","0.37995337995337997","0"
"0.4551861033238793","5.333333333333333","0.008125649013499494","Thecofilosea","0.1875","0.6666666666666666","4","13","NA","NA","false","Rhizaria","BOLA322","BOLA322","0","12.75","0","4","BOLA322","BOLA322","0","Cercozoa","0","4","0.8266666666666667","52","false","0","BOLA322","NA","1528","SAR","0.4722222222222222","0"
"0.060056224054250186","5.87962962962963","0.006858740350320103","Labyrinthulomycetes","0.1700787401574803","0.5","5","14","Thraustochytriaceae","Thraustochytrium","false","Stramenopiles","Thraustochytrium","Thraustochytrium","0","11.8","0","5","Thraustochytriaceae order incertae sedis","Thraustochytrium","0","Labyrinthulomycetes phylum incertae sedis","1","5","0.8048148148148148","52","false","0","Thraustochytrium","NA","1646","SAR","0.42142857142857143","0"
"0.05012818886811605","5.101851851851852","0.046137783309862845","Vampyrellidae class incertae sedis","0.19600725952813067","0.5333333333333333","15","13","NA","NA","false","Rhizaria","Vampyrellidae-order-incertae-sedis","Vampyrellidae-order-incertae-sedis","0","15.0","0","15","Vampyrellidae order incertae sedis","Vampyrellidae-order-incertae-sedis","0","Cercozoa","1","15","0.835925925925926","51","false","0","Vampyrellidae-order-incertae-sedis","NA","7498","SAR","0.4036036036036036","0"
"0.7529258982617361","6.555555555555555","0.01851851851851852","Spirotrichea","0.15254237288135594","0.0","2","15","NA","NA","false","Alveolata","Oligotrichia","Oligotrichia","0","11.5","0","2","Oligotrichia","Oligotrichia","0","Ciliophora","0","2","0.7777777777777777","52","false","0","Oligotrichia","NA","4768","SAR","0.5","0"
"0.352322468138458","7.546296296296297","0.0","Imbricatea","0.13251533742331287","0.0","1","16","Peregriniidae","NA","false","Rhizaria","Peregriniidae","Peregriniidae","0","2.0","0","1","Thaumatomonadida","Peregriniidae","0","Cercozoa","0","1","0.7381481481481481","52","false","0","Peregriniidae","NA","0","SAR","0.0","0"
"0.012178568289830894","5.268518518518518","0.0","Novel Clade Gran-3","0.1898066783831283","0.0","1","9","NA","NA","false","Rhizaria","Novel-Clade-Gran-3","Novel-Clade-Gran-3","0","16.0","0","1","NA","Novel-Clade-Gran-3","0","Cercozoa","0","1","0.8292592592592593","41","false","0","Novel-Clade-Gran-3","NA","0","SAR","0.0","0"
