"cooc_method","EdgeBetweenness","interaction","interactionType","Label","method_number","method_scores","methodname_interactiontype","methodname_pval","methodname_score","name","nulldistribmean","nulldistribmedian","nulldistribsd","oriScore","pval","pval-brown-merge","qval","randdistribMean","randdistribMedian","randdistribNumNonNaNScores","randdistribSD","selected","shared interaction","shared name","weight"
"correl_pearson|dist_bray|correl_spearman|sim_mutInfo|dist_kullbackleibler","99.06320935860577","","copresence","Amastigomonas-family-incertae-sedis->Suessiaceae","5","0.6571712815787932|0.3145534857926189|0.7104802544792986|0.3936308366426764|1.5589939476821808","correl_pearson=copresence|dist_bray=copresence|correl_spearman=copresence|sim_mutInfo=unknown|dist_kullbackleibler=copresence","correl_pearson=0.037259727943878995|dist_bray=0.10777063947854915|correl_spearman=0.011562854821674184|sim_mutInfo=0.2572481034014125|dist_kullbackleibler=1.0940884414223362E-5","correl_pearson=0.6571712815787932|dist_bray=0.3145534857926189|correl_spearman=0.7104802544792986|sim_mutInfo=0.3936308366426764|dist_kullbackleibler=1.5589939476821808","Amastigomonas-family-incertae-sedis->Suessiaceae","0.02211471900000001","0.019033965","0.16578249096189251","0.6571712815787932","7.1556920056004E-7","7.1556920056004E-7","1.7818950896088853E-5","0.6727848178380045|0.3148024360770511|0.6902466224461418|0.39831432727267746|1.630389575478724","0.667572256058971|0.3115392106576246|0.6985181734460151|0.3914410217742297|1.5788276349602448","100.0|100.0|100.0|100.0|100.0","0.13311252221832126|0.05083421092824343|0.0885768088336971|0.14461843978311065|0.4440019690972735","true","","Amastigomonas-family-incertae-sedis->Suessiaceae","1.7818950896088853E-5"
"dist_bray|dist_kullbackleibler|correl_spearman","107.44946603367538","","copresence","Amastigomonas-family-incertae-sedis->E222","3","0.3721373239097282|1.5735461102069785|0.6553674959057971","dist_bray=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence","dist_bray=0.1407660721942905|dist_kullbackleibler=6.868796386116927E-7|correl_spearman=0.024937335551980744","dist_bray=0.3721373239097282|dist_kullbackleibler=1.5735461102069785|correl_spearman=0.6553674959057971","Amastigomonas-family-incertae-sedis->E222","0.5997441022999997","0.601072605","0.057533997739791294","0.3721373239097282","9.487449728173836E-6","9.487449728173836E-6","1.945624800873296E-4","0.36616411312356495|1.6013305388191736|0.6426240538686835","0.36359636713861987|1.5516335442894285|0.6573155905481626","100.0|100.0|100.0","0.047047170989420524|0.38699585175239654|0.1028034062526648","true","","Amastigomonas-family-incertae-sedis->E222","1.945624800873296E-4"
"dist_bray|correl_spearman|correl_pearson|dist_kullbackleibler","346.9554423324492","","mutualExclusion","Amastigomonas-family-incertae-sedis->Macrostomida","4","0.9750164700932407|-0.5328474123427758|-0.23468685562908717|18.13231237425678","dist_bray=mutualExclusion|correl_spearman=mutualExclusion|correl_pearson=mutualExclusion|dist_kullbackleibler=mutualExclusion","dist_bray=0.26726909586808656|correl_spearman=0.06123599304508365|correl_pearson=0.20820087584840308|dist_kullbackleibler=5.4188016947787077E-5","dist_bray=0.9750164700932407|correl_spearman=-0.5328474123427758|correl_pearson=-0.23468685562908717|dist_kullbackleibler=18.13231237425678","Amastigomonas-family-incertae-sedis->Macrostomida","0.8853256135000003","0.894669535","0.06067255793285644","0.9750164700932407","3.757435339231119E-4","3.757435339231119E-4","0.005292670283391712","0.9702302166370323|-0.5352178831965347|-0.23935172423428266|17.7434467306548","0.9738860402895548|-0.536971817420236|-0.23767491788279022|18.02837777344974","100.0|100.0|100.0|100.0","0.01868739162500072|0.11685403224183115|0.06516777160157278|1.8591293958345103","false","","Amastigomonas-family-incertae-sedis->Macrostomida","0.005292670283391712"
"dist_kullbackleibler|dist_bray|correl_pearson","260.25787153729544","","copresence","Suessiaceae->Strombidium-capitatum","3","1.217864786033915|0.31414700504423765|0.7503692422519601","dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence","dist_kullbackleibler=8.039477992705102E-5|dist_bray=0.10380486345164797|correl_pearson=0.007617014306930514","dist_kullbackleibler=1.217864786033915|dist_bray=0.31414700504423765|correl_pearson=0.7503692422519601","Suessiaceae->Strombidium-capitatum","3.7614594519999995","3.747976585","0.7355757322568117","1.217864786033915","1.556039134132936E-4","1.556039134132936E-4","0.0024312566639197526","1.2703972330526385|0.3089540737655749|0.7582358816964693","1.2023565041420448|0.31059615344036273|0.7699311335263515","100.0|100.0|100.0","0.4357274490452609|0.04907710455638045|0.1000693813114572","false","","Suessiaceae->Strombidium-capitatum","0.0024312566639197526"
"dist_kullbackleibler|correl_pearson|correl_spearman|dist_bray","13.8704538340304","","copresence","Suessiaceae->E222","4","0.23436252275503766|0.8169836424658015|0.8036984352773822|0.21326021052294064","dist_kullbackleibler=copresence|correl_pearson=copresence|correl_spearman=copresence|dist_bray=copresence","dist_kullbackleibler=0.0|correl_pearson=1.7359277160733377E-6|correl_spearman=0.0019364779396013332|dist_bray=0.01276369869899896","dist_kullbackleibler=0.23436252275503766|correl_pearson=0.8169836424658015|correl_spearman=0.8036984352773822|dist_bray=0.21326021052294064","Suessiaceae->E222","1.8805751645000002","1.917873115","0.3488629034739764","0.23436252275503766","0.0","0.0","0.0","0.22416665282733092|0.8304877646540748|0.7942192769579473|0.20350255276701146","0.22768260314385808|0.8312927477659191|0.8036974048651294|0.20416758779020056","100.0|100.0|100.0|100.0","0.03539445479647561|0.03269472258472529|0.07745644040321314|0.018140903459576002","true","","Suessiaceae->E222","0.0"
"dist_kullbackleibler","407.3124483868874","","mutualExclusion","Aspidisca->Chromadorea","1","17.405413470650426","dist_kullbackleibler=mutualExclusion","dist_kullbackleibler=3.7000952427534983E-6","dist_kullbackleibler=17.405413470650426","Aspidisca->Chromadorea","11.091715203699998","10.788010685","2.9695894361691706","17.405413470650426","0.004034267356205823","0.004034267356205823","0.0401125549249841","16.825391524002537","16.971306466705126","14.0","1.6366411750567664","false","","Aspidisca->Chromadorea","0.0401125549249841"
"dist_kullbackleibler|dist_bray|correl_spearman|sim_mutInfo|correl_pearson","328.0","","copresence","Aspidisca->Pleuronema","5","1.1002167003218444|0.25374246156457503|0.6340849907638466|0.3520447699064422|0.9418367188340232","dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence|sim_mutInfo=unknown|correl_pearson=copresence","dist_kullbackleibler=0.0|dist_bray=0.007549790030858983|correl_spearman=0.00669811195551645|sim_mutInfo=0.2076602442016272|correl_pearson=0.0011381013384152983","dist_kullbackleibler=1.1002167003218444|dist_bray=0.25374246156457503|correl_spearman=0.6340849907638466|sim_mutInfo=0.3520447699064422|correl_pearson=0.9418367188340232","Aspidisca->Pleuronema","12.015310772300005","12.441499245","2.5403921855346594","1.1002167003218444","0.0","0.0","0.0","0.9452592352908109|0.23874901776602034|0.7004452946974197|0.408084940944416|0.9183466159138918","0.9321955496017204|0.23874475849399512|0.7129216570117485|0.41433723619997165|0.9404850524054347","12.0|12.0|12.0|12.0|12.0","0.36728209910539655|0.06598922162129627|0.08841169477490106|0.15537583673802288|0.08423168863372878","true","","Aspidisca->Pleuronema","0.0"
"dist_bray|dist_kullbackleibler","109.24869968505011","","mutualExclusion","Aspidisca->Enoplea","2","0.9499532083676568|19.144540293371065","dist_bray=mutualExclusion|dist_kullbackleibler=mutualExclusion","dist_bray=0.21497394031040762|dist_kullbackleibler=9.651366269514128E-7","dist_bray=0.9499532083676568|dist_kullbackleibler=19.144540293371065","Aspidisca->Enoplea","0.8218470388","0.8306208749999999","0.0799241029248939","0.9499532083676568","4.133292073548178E-4","4.133292073548178E-4","0.0057638757965629344","0.9427771462642562|18.598580758484317","0.9435077909409768|18.70577161451717","14.0|14.0","0.023475008243255463|1.8308149841291697","false","","Aspidisca->Enoplea","0.0057638757965629344"
"dist_bray|correl_spearman|dist_kullbackleibler","471.52320986151807","","mutualExclusion","Aspidisca->Apicomplexa","3","0.977594676340464|-0.49178326959632085|16.13415297462006","dist_bray=mutualExclusion|correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion","dist_bray=0.13227652308239213|correl_spearman=0.08590388679193506|dist_kullbackleibler=3.84954650511915E-6","dist_bray=0.977594676340464|correl_spearman=-0.49178326959632085|dist_kullbackleibler=16.13415297462006","Aspidisca->Apicomplexa","0.8341066472999998","0.8340531","0.09390405912050144","0.977594676340464","1.1380002426908398E-4","1.1380002426908398E-4","0.0018346142640836719","0.9692327934513864|-0.5024762798483834|15.73725422541588","0.9697420630396486|-0.4988184212007663|15.904609073717118","14.0|14.0|14.0","0.01466859156665227|0.13330170291259077|1.8380671400516873","false","","Aspidisca->Apicomplexa","0.0018346142640836719"
"correl_spearman|dist_kullbackleibler|dist_bray","109.24869968505007","","mutualExclusion","Aspidisca->Nematoda","3","-0.3610284672389879|17.781697357977944|0.9574254125023515","correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion","correl_spearman=0.19173940745232154|dist_kullbackleibler=1.9282948944931988E-5|dist_bray=0.31393761962208033","correl_spearman=-0.3610284672389879|dist_kullbackleibler=17.781697357977944|dist_bray=0.9574254125023515","Aspidisca->Nematoda","-0.004726514400000004","-0.01260039","0.16303022267574194","-0.3610284672389879","0.0016444423334568414","0.0016444423334568414","0.019270376756349288","-0.34865746157243344|17.02430681094355|0.947493988352756","-0.36109417632393387|17.172634977853182|0.9537472198128394","14.0|14.0|14.0","0.15574114467037461|1.6216492149381436|0.041045852006834325","false","","Aspidisca->Nematoda","0.019270376756349288"
"correl_pearson|dist_bray|dist_kullbackleibler","169.26367528702562","","copresence","Aspidisca->NAMAKO-2","3","0.9666787998223543|0.17732228947223516|1.434860120166496","correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence","correl_pearson=2.640949057997055E-5|dist_bray=0.013890063735984892|dist_kullbackleibler=0.0","correl_pearson=0.9666787998223543|dist_bray=0.17732228947223516|dist_kullbackleibler=1.434860120166496","Aspidisca->NAMAKO-2","","","","0.9666787998223543","0.0","0.0","0.0","-100.0|-100.0|-100.0","-100.0|-100.0|-100.0","-8.0|-8.0|-8.0","-100.0|-100.0|-100.0","true","","Aspidisca->NAMAKO-2","0.0"
"correl_spearman|dist_kullbackleibler|dist_bray","246.8476574450385","","mutualExclusion","Chromadorea->NAMAKO-2","3","-0.5089872607003417|19.126571411114448|0.977655500807267","correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion","correl_spearman=0.05780202556445446|dist_kullbackleibler=4.74132955119444E-11|dist_bray=0.09280454198668076","correl_spearman=-0.5089872607003417|dist_kullbackleibler=19.126571411114448|dist_bray=0.977655500807267","Chromadorea->NAMAKO-2","0.002713393699999999","-0.005808885","0.158854755798257","-0.5089872607003417","2.300091783702385E-9","2.300091783702385E-9","8.553274646327936E-8","-0.5170830186155051|18.56790691433968|0.9728818216296042","-0.5105640989464671|18.749074430332744|0.9763286557892069","46.0|46.0|46.0","0.10912778942220329|1.2622283265480514|0.015243944364808939","true","","Chromadorea->NAMAKO-2","8.553274646327936E-8"
"correl_spearman|dist_kullbackleibler","403.1568894818191","","mutualExclusion","Chromadorea->Capitellida","2","-0.4733439633967795|20.231709994058214","correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion","correl_spearman=0.10555309660675449|dist_kullbackleibler=2.445579812371257E-5","correl_spearman=-0.4733439633967795|dist_kullbackleibler=20.231709994058214","Chromadorea->Capitellida","-0.0222478536","-0.02239563","0.15245969696680417","-0.4733439633967795","0.0030624972486946733","0.0030624972486946733","0.03253428271538593","-0.48092984930516886|19.67838538228333","-0.4792627348009542|20.112218809289047","100.0|100.0","0.1345350728630135|3.1957419450363496","false","","Chromadorea->Capitellida","0.03253428271538593"
"correl_spearman|dist_bray|dist_kullbackleibler","124.59028440532913","","mutualExclusion","Chromadorea->Andalucia","3","-0.4853134052676644|0.9692182962601198|21.926673329751928","correl_spearman=mutualExclusion|dist_bray=mutualExclusion|dist_kullbackleibler=mutualExclusion","correl_spearman=0.06759339405409548|dist_bray=0.28408003073473587|dist_kullbackleibler=4.191662910102423E-7","correl_spearman=-0.4853134052676644|dist_bray=0.9692182962601198|dist_kullbackleibler=21.926673329751928","Chromadorea->Andalucia","0.0033995206000000024","-0.010776580000000001","0.16522736230766144","-0.4853134052676644","2.6977645202985734E-5","2.6977645202985734E-5","5.049708219538739E-4","-0.5037680355745794|0.9636088067494053|20.992704483535952","-0.5146230647416984|0.9718496057235266|21.936987328483713","90.0|90.0|90.0","0.11524618966180315|0.028414986644467677|2.307374110506694","true","","Chromadorea->Andalucia","5.049708219538739E-4"
"correl_pearson|dist_bray|correl_spearman|sim_mutInfo","63.04021863928983","","copresence","Chromadorea->AT4-94","4","0.6294344340326458|0.40281155321251705|0.7419834925198583|0.377751448870264","correl_pearson=copresence|dist_bray=copresence|correl_spearman=copresence|sim_mutInfo=unknown","correl_pearson=0.03851862031510922|dist_bray=0.11850778347844937|correl_spearman=0.006782171621356192|sim_mutInfo=0.14523006889489742","correl_pearson=0.6294344340326458|dist_bray=0.40281155321251705|correl_spearman=0.7419834925198583|sim_mutInfo=0.377751448870264","Chromadorea->AT4-94","-0.0046305851000000035","-0.039380365","0.171638838863305","0.6294344340326458","0.00467743268141152","0.00467743268141152","0.045613145973624925","0.6547096260485893|0.39267801743926534|0.7368739843188957|0.5318993671719305","0.6604275508809356|0.3877019929099083|0.7378748474509409|0.5533333385879027","100.0|100.0|100.0|100.0","0.13905450382334436|0.08707271435607959|0.08676612057794093|0.13393990585354193","false","","Chromadorea->AT4-94","0.045613145973624925"
"correl_spearman|dist_kullbackleibler|correl_pearson|dist_bray|sim_mutInfo","324.38031597359463","","mutualExclusion","Chromadorea->Colpodellida","5","-0.6075196948259152|19.315980650181015|-0.23358965064253145|0.9785307895749308|0.37867847458360426","correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion|correl_pearson=mutualExclusion|dist_bray=mutualExclusion|sim_mutInfo=unknown","correl_spearman=0.03169494054478461|dist_kullbackleibler=2.380086128184189E-10|correl_pearson=0.09322634376027117|dist_bray=0.07868573894295339|sim_mutInfo=0.2071832676286235","correl_spearman=-0.6075196948259152|dist_kullbackleibler=19.315980650181015|correl_pearson=-0.23358965064253145|dist_bray=0.9785307895749308|sim_mutInfo=0.37867847458360426","Chromadorea->Colpodellida","0.0108106849","0.006523375","0.17261209828876042","-0.6075196948259152","1.2316070385764988E-10","1.2316070385764988E-10","5.204472773620993E-9","-0.6041354941114881|18.768875420737235|-0.25191739765616494|0.974788424017109|0.40595299814361985","-0.6153309043941896|18.80160017889727|-0.24976726080318978|0.9784939027300434|0.40791422375440156","96.0|96.0|96.0|96.0|96.0","0.10972589665766411|1.3418989187686747|0.035536913192704064|0.01457820765135068|0.10335931526690698","true","","Chromadorea->Colpodellida","5.204472773620993E-9"
"dist_bray|sim_mutInfo|correl_spearman|dist_kullbackleibler","225.86570735567145","","copresence","Thaumatomonadidae->TAGIRI-17","4","0.3914488458550651|0.3363604337925499|0.8012293272158324|1.101247170474864","dist_bray=copresence|sim_mutInfo=unknown|correl_spearman=copresence|dist_kullbackleibler=copresence","dist_bray=0.14607918599874048|sim_mutInfo=0.11886793520647781|correl_spearman=0.0017965633728115327|dist_kullbackleibler=1.532107773982716E-14","dist_bray=0.3914488458550651|sim_mutInfo=0.3363604337925499|correl_spearman=0.8012293272158324|dist_kullbackleibler=1.101247170474864","Thaumatomonadidae->TAGIRI-17","0.6236407888","0.621877345","0.05181703986768347","0.3914488458550651","7.105427357601002E-15","7.105427357601002E-15","4.453266719179594E-13","0.38350329644821834|0.5571678702343078|0.7771905236515042|1.0506498297964417","0.3875278230607285|0.5509100069737598|0.7999693592283849|1.0515068802848977","100.0|100.0|100.0|100.0","0.05196782207052206|0.12417965482615098|0.06985204162697678|0.2128904595892197","true","","Thaumatomonadidae->TAGIRI-17","4.453266719179594E-13"
"dist_bray|dist_kullbackleibler","80.99882208891326","","copresence","Thaumatomonadidae->Vampyrellidae-order-incertae-sedis","2","0.3873186160252786|0.971665747161021","dist_bray=copresence|dist_kullbackleibler=copresence","dist_bray=0.2283762507996565|dist_kullbackleibler=4.916054628933963E-7","dist_bray=0.3873186160252786|dist_kullbackleibler=0.971665747161021","Thaumatomonadidae->Vampyrellidae-order-incertae-sedis","0.5229883993","0.5273983200000001","0.0547905016719633","0.3873186160252786","2.4955655937375365E-4","2.4955655937375365E-4","0.0037120706351647945","0.3767130487404973|0.9530951966392962","0.3710851204882242|0.9366148801731302","100.0|100.0","0.038632890351051274|0.2317849036536505","false","","Thaumatomonadidae->Vampyrellidae-order-incertae-sedis","0.0037120706351647945"
"dist_kullbackleibler|sim_mutInfo|dist_bray","253.01291090943565","","copresence","Thaumatomonadidae->Apusozoa","3","1.0159236053779213|0.361311916886927|0.3783322579843039","dist_kullbackleibler=copresence|sim_mutInfo=unknown|dist_bray=copresence","dist_kullbackleibler=4.652301284358007E-5|sim_mutInfo=0.1937543688668683|dist_bray=0.2634219100304246","dist_kullbackleibler=1.0159236053779213|sim_mutInfo=0.361311916886927|dist_bray=0.3783322579843039","Thaumatomonadidae->Apusozoa","2.6640403155000003","2.618056675","0.5757628491664734","1.0159236053779213","0.0028715998217087035","0.0028715998217087035","0.03074430672838992","1.0046128672281938|0.4491555993274656|0.3731638713956497","1.0149151265627787|0.4510060117312047|0.38120718128308867","100.0|100.0|100.0","0.1803007171964662|0.12146442291067691|0.04717179617337235","false","","Thaumatomonadidae->Apusozoa","0.03074430672838992"
"dist_kullbackleibler|dist_bray|sim_mutInfo","94.33218825583587","","copresence","Thaumatomonadidae->Vampyrellidae","3","1.5595077854213488|0.4030987986888991|0.4141795067313869","dist_kullbackleibler=copresence|dist_bray=copresence|sim_mutInfo=unknown","dist_kullbackleibler=2.6709759763487995E-5|dist_bray=0.2662754249841366|sim_mutInfo=0.25184103530899227","dist_kullbackleibler=1.5595077854213488|dist_bray=0.4030987986888991|sim_mutInfo=0.4141795067313869","Thaumatomonadidae->Vampyrellidae","4.2257826412","4.16932608","0.8098865054327654","1.5595077854213488","0.002308390758621548","0.002308390758621548","0.0255988144166819","1.5255102236115659|0.39885737626146905|0.3731013610487398","1.4728166010269739|0.3960932159705136|0.3808299482630899","100.0|100.0|100.0","0.44670677017399724|0.05265391899480135|0.11314239262482936","false","","Thaumatomonadidae->Vampyrellidae","0.0255988144166819"
"dist_kullbackleibler|correl_pearson|correl_spearman|dist_bray|sim_mutInfo","268.86116396241994","","copresence","Amastigomonas-mutabilis->Labyrinthuloides","5","1.150165700503633|0.580804182362231|0.6446493077859892|0.35389687195320807|0.3868535786953924","dist_kullbackleibler=copresence|correl_pearson=copresence|correl_spearman=copresence|dist_bray=copresence|sim_mutInfo=unknown","dist_kullbackleibler=6.58592461160179E-5|correl_pearson=0.030665733504607662|correl_spearman=0.022571800214662152|dist_bray=0.1332056853194038|sim_mutInfo=0.26645747353090016","dist_kullbackleibler=1.150165700503633|correl_pearson=0.580804182362231|correl_spearman=0.6446493077859892|dist_bray=0.35389687195320807|sim_mutInfo=0.3868535786953924","Amastigomonas-mutabilis->Labyrinthuloides","3.252751663999998","3.2141009499999997","0.6353352793480508","1.150165700503633","6.69154388066584E-6","6.69154388066584E-6","1.435593529475156E-4","1.048304507029708|0.6059049960702848|0.6532849529069842|0.33529355706846425|0.3900262968966133","1.010364796998656|0.6038879340470449|0.6560278088608723|0.3405889128578793|0.4075596681087894","100.0|100.0|100.0|100.0|100.0","0.33246053569612705|0.10571809832632412|0.11211928166184452|0.035378042567103106|0.15522655751373288","true","","Amastigomonas-mutabilis->Labyrinthuloides","1.435593529475156E-4"
"dist_bray|correl_spearman|sim_mutInfo|dist_kullbackleibler","54.996226452200965","","copresence","Amastigomonas-mutabilis->Stramenopiles","4","0.336315639129518|0.7322821788529036|0.48252818236894846|0.9009934596631491","dist_bray=copresence|correl_spearman=copresence|sim_mutInfo=unknown|dist_kullbackleibler=copresence","dist_bray=0.1715348105380955|correl_spearman=0.010067753712908079|sim_mutInfo=0.2562598659285662|dist_kullbackleibler=7.277460123411572E-8","dist_bray=0.336315639129518|correl_spearman=0.7322821788529036|sim_mutInfo=0.48252818236894846|dist_kullbackleibler=0.9009934596631491","Amastigomonas-mutabilis->Stramenopiles","0.5405485500000001","0.5478919849999999","0.04959792303734011","0.336315639129518","2.0168915126905773E-7","2.0168915126905773E-7","5.5971248048696715E-6","0.32778313841236667|0.7161689546183032|0.4257325901211598|0.8687473289784914","0.33265110558995314|0.7346573460394581|0.4442625780085935|0.8168583342419372","100.0|100.0|100.0|100.0","0.0503590693781455|0.10325487014846828|0.18057721418513945|0.21936972911167885","true","","Amastigomonas-mutabilis->Stramenopiles","5.5971248048696715E-6"
"dist_kullbackleibler|dist_bray|correl_pearson","256.3131196429818","","copresence","Amastigomonas-mutabilis->Freshwater-Opisthokonta","3","1.5948806720113486|0.3546984569984156|0.6274484587831413","dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence","dist_kullbackleibler=1.0205308598187912E-8|dist_bray=0.1339128887061416|correl_pearson=0.029442496309955657","dist_kullbackleibler=1.5948806720113486|dist_bray=0.3546984569984156|correl_pearson=0.6274484587831413","Amastigomonas-mutabilis->Freshwater-Opisthokonta","5.291924825599999","5.29580431","1.1412344684138591","1.5948806720113486","2.468917645881419E-7","2.468917645881419E-7","6.784050556022933E-6","1.517161485243824|0.3403656700164454|0.6634675375420972","1.441990012238922|0.3405843073724843|0.677060860402874","100.0|100.0|100.0","0.45298981286289486|0.06059975341087245|0.11655186165974887","true","","Amastigomonas-mutabilis->Freshwater-Opisthokonta","6.784050556022933E-6"
"dist_kullbackleibler","328.0","","copresence","Amastigomonas-mutabilis->Duboscquella","1","1.6026366529908873","dist_kullbackleibler=copresence","dist_kullbackleibler=4.0625402651928155E-6","dist_kullbackleibler=1.6026366529908873","Amastigomonas-mutabilis->Duboscquella","4.354857024299999","4.192563965","1.1491737818350907","1.6026366529908873","0.004331326451151529","0.004331326451151529","0.04268575785251454","1.604764624474691","1.5506853113800183","100.0","0.37989400191285977","false","","Amastigomonas-mutabilis->Duboscquella","0.04268575785251454"
"correl_pearson|dist_kullbackleibler|correl_spearman|dist_bray","31.166885093814557","","copresence","Amastigomonas-mutabilis->Chytridiales","4","0.7513090406341473|0.8205263724483348|0.6214265969532569|0.3134320622491953","correl_pearson=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence|dist_bray=copresence","correl_pearson=0.02112110396232314|dist_kullbackleibler=4.8520076845193216E-11|correl_spearman=0.039913995152771053|dist_bray=0.0961005868447713","correl_pearson=0.7513090406341473|dist_kullbackleibler=0.8205263724483348|correl_spearman=0.6214265969532569|dist_bray=0.3134320622491953","Amastigomonas-mutabilis->Chytridiales","-0.014490568399999997","-0.053067395","0.1514885400431236","0.7513090406341473","4.4395820353315685E-11","4.4395820353315685E-11","1.934686608834335E-9","0.7172173254882875|0.7999952189916703|0.6236151257126776|0.3095326467998857","0.7416586257030875|0.7708948526776739|0.6330909817092949|0.302448387045086","100.0|100.0|100.0|100.0","0.12977819262144605|0.2121090885763431|0.11454008983731633|0.04907434367626373","true","","Amastigomonas-mutabilis->Chytridiales","1.934686608834335E-9"
"correl_spearman|sim_mutInfo|dist_kullbackleibler","155.7963321359344","","copresence","Amastigomonas-mutabilis->D2P04F01","3","0.6527553483596787|0.3540183945145432|1.3585808422244203","correl_spearman=copresence|sim_mutInfo=unknown|dist_kullbackleibler=copresence","correl_spearman=0.03313587434260412|sim_mutInfo=0.216017254358862|dist_kullbackleibler=9.951984852207829E-6","correl_spearman=0.6527553483596787|sim_mutInfo=0.3540183945145432|dist_kullbackleibler=1.3585808422244203","Amastigomonas-mutabilis->D2P04F01","0.02688138300000001","0.029685635000000002","0.19344958992634068","0.6527553483596787","1.7110408769138719E-4","1.7110408769138719E-4","0.002629252344745338","0.6402194611218864|0.4429633241603762|1.2917612836478063","0.659251662766924|0.4461642646846874|1.3050441995843718","100.0|100.0|100.0","0.11152689204383763|0.1400421639197998|0.27396814735179814","false","","Amastigomonas-mutabilis->D2P04F01","0.002629252344745338"
"correl_spearman|dist_kullbackleibler|sim_mutInfo|dist_bray","29.8357115105384","","copresence","Amastigomonas-mutabilis->Thecofilosea","4","0.6954763730047996|1.1535690393463587|0.33586660625427833|0.3860092317398054","correl_spearman=copresence|dist_kullbackleibler=copresence|sim_mutInfo=unknown|dist_bray=copresence","correl_spearman=0.011643196368150477|dist_kullbackleibler=3.552480026081106E-5|sim_mutInfo=0.2173374984573896|dist_bray=0.23894383089938687","correl_spearman=0.6954763730047996|dist_kullbackleibler=1.1535690393463587|sim_mutInfo=0.33586660625427833|dist_bray=0.3860092317398054","Amastigomonas-mutabilis->Thecofilosea","0.004370689200000003","0.00438164","0.17267765774062016","0.6954763730047996","6.242692323743526E-5","6.242692323743526E-5","0.0010865090676049798","0.6768784433594414|1.0790659077530753|0.4398206572489379|0.3742768470258945","0.6811131427199573|1.049793628423584|0.45576254997090815|0.37709363209570707","100.0|100.0|100.0|100.0","0.08786973158518782|0.24604451709947647|0.1442225779874728|0.04495337677016033","true","","Amastigomonas-mutabilis->Thecofilosea","0.0010865090676049798"
"dist_kullbackleibler|dist_bray|correl_spearman|correl_pearson","66.96147131860019","","copresence","Amastigomonas-mutabilis->Vampyrellidae-order-incertae-sedis","4","1.0400444105313336|0.34168761615033083|0.6580765434806451|0.6063303226882648","dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence|correl_pearson=copresence","dist_kullbackleibler=1.1452503834163963E-8|dist_bray=0.12925754007487067|correl_spearman=0.032875829156479575|correl_pearson=0.033947152132724145","dist_kullbackleibler=1.0400444105313336|dist_bray=0.34168761615033083|correl_spearman=0.6580765434806451|correl_pearson=0.6063303226882648","Amastigomonas-mutabilis->Vampyrellidae-order-incertae-sedis","4.289070333700002","4.268157015","1.023864368125271","1.0400444105313336","1.3170118107197482E-8","1.3170118107197482E-8","4.56291421130109E-7","1.0245526557973264|0.3319424052667505|0.6443262603114106|0.6204496003871603","0.9703728774018588|0.32466992434234715|0.6549821759945602|0.6213909755990645","100.0|100.0|100.0|100.0","0.3412312521661513|0.050307884571662444|0.11494098523294513|0.11381129643749933","true","","Amastigomonas-mutabilis->Vampyrellidae-order-incertae-sedis","4.56291421130109E-7"
"dist_kullbackleibler|correl_spearman|dist_bray","127.8698487602758","","copresence","Amastigomonas-mutabilis->PW19","3","0.9480720149840668|0.7160077254718371|0.34437995088100937","dist_kullbackleibler=copresence|correl_spearman=copresence|dist_bray=copresence","dist_kullbackleibler=1.5725789559439818E-9|correl_spearman=0.011039248685857206|dist_bray=0.18768870402200521","dist_kullbackleibler=0.9480720149840668|correl_spearman=0.7160077254718371|dist_bray=0.34437995088100937","Amastigomonas-mutabilis->PW19","3.7291801593000002","3.709607885","0.8153146523829228","0.9480720149840668","2.4696018896541716E-8","2.4696018896541716E-8","8.298457434030705E-7","0.8677378576132897|0.7059263192533476|0.337243889201004","0.8565236204336198|0.7078067819338648|0.34069034985767105","100.0|100.0|100.0","0.2333263737743866|0.09637262398673815|0.054488454874911746","true","","Amastigomonas-mutabilis->PW19","8.298457434030705E-7"
