"cooc_method","EdgeBetweenness","interaction","interactionType","Label","method_number","method_scores","methodname_interactiontype","methodname_pval","methodname_score","name","nulldistribmean","nulldistribmedian","nulldistribsd","oriScore","pval","pval-brown-merge","qval","randdistribMean","randdistribMedian","randdistribNumNonNaNScores","randdistribSD","selected","shared interaction","shared name","weight"
"dist_kullbackleibler|correl_spearman|dist_bray","116.11659840608344","","copresence","Thaumatomonadida->Phytomyxea","3","1.0203076730657588|0.6614509246088189|0.39774012121127866","dist_kullbackleibler=copresence|correl_spearman=copresence|dist_bray=copresence","dist_kullbackleibler=1.3994961558960739E-5|correl_spearman=0.02244957743576187|dist_bray=0.1858912779377393","dist_kullbackleibler=1.0203076730657588|correl_spearman=0.6614509246088189|dist_bray=0.39774012121127866","Thaumatomonadida->Phytomyxea","3.0935379838000006","3.16126466","0.6533955211024383","1.0203076730657588","1.44976121163376E-4","1.44976121163376E-4","0.002297377283662816","1.0022050630538175|0.6411879648377219|0.3875746673860581","0.9953036777295652|0.6478950741861473|0.39515068143889476","100.0|100.0|100.0","0.24921683281470286|0.10538823369264567|0.05084115188244556","false","","Thaumatomonadida->Phytomyxea","0.002297377283662816"
"dist_kullbackleibler|correl_pearson|dist_bray|sim_mutInfo|correl_spearman","34.06413165303932","","copresence","Thaumatomonadida->Marimonadida","5","0.3605994230993324|0.9021068717364348|0.21501172404408153|0.3868535786953924|0.7566473355947035","dist_kullbackleibler=copresence|correl_pearson=copresence|dist_bray=copresence|sim_mutInfo=unknown|correl_spearman=copresence","dist_kullbackleibler=0.0|correl_pearson=0.002574844337783433|dist_bray=0.03821846251528993|sim_mutInfo=0.24543844203603254|correl_spearman=0.003407290136067942","dist_kullbackleibler=0.3605994230993324|correl_pearson=0.9021068717364348|dist_bray=0.21501172404408153|sim_mutInfo=0.3868535786953924|correl_spearman=0.7566473355947035","Thaumatomonadida->Marimonadida","3.2088378954999994","3.22389058","0.7302994087099035","0.3605994230993324","0.0","0.0","0.0","0.3664871741013583|0.8722592860260456|0.21955441962790295|0.4421101964477247|0.7485099097038217","0.3442689323226408|0.9028701378108641|0.20841675762157413|0.4516347224358377|0.7588815167880221","100.0|100.0|100.0|100.0|100.0","0.11772784731093369|0.1062616153761711|0.04874737039138636|0.18143730293845492|0.08434592630755117","true","","Thaumatomonadida->Marimonadida","0.0"
"correl_spearman|dist_bray|dist_kullbackleibler|correl_pearson","68.32523506101826","","copresence","D2P04F01->PW19","4","0.7999343520956349|0.22803753119651948|0.33145068758901497|0.8198562273307297","correl_spearman=copresence|dist_bray=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence","correl_spearman=7.564517724593101E-4|dist_bray=0.05717592487794132|dist_kullbackleibler=0.0|correl_pearson=0.00645107605864359","correl_spearman=0.7999343520956349|dist_bray=0.22803753119651948|dist_kullbackleibler=0.33145068758901497|correl_pearson=0.8198562273307297","D2P04F01->PW19","0.0165481018","0.02396848","0.15552720238917828","0.7999343520956349","0.0","0.0","0.0","0.7991150588028522|0.22686595502044693|0.32534745379494195|0.7895234333528804","0.8131373930865553|0.2295117198640111|0.319064894543476|0.8122998422793091","100.0|100.0|100.0|100.0","0.06085870677452225|0.02858639974427767|0.061887042387992475|0.09665146517979645","true","","D2P04F01->PW19","0.0"
"correl_spearman|dist_kullbackleibler|sim_mutInfo|dist_bray","91.7679639234748","","copresence","D2P04F01->Thaumatomonadidae","4","0.8245335680120688|0.4970793299091729|0.478646220242515|0.2760458907321792","correl_spearman=copresence|dist_kullbackleibler=copresence|sim_mutInfo=unknown|dist_bray=copresence","correl_spearman=0.0017777636542407604|dist_kullbackleibler=1.775934954650893E-11|sim_mutInfo=0.17437837278316104|dist_bray=0.11041393084464679","correl_spearman=0.8245335680120688|dist_kullbackleibler=0.4970793299091729|sim_mutInfo=0.478646220242515|dist_bray=0.2760458907321792","D2P04F01->Thaumatomonadidae","0.012597253200000009","0.023089125000000002","0.16947084802404197","0.8245335680120688","7.41606775989112E-12","7.41606775989112E-12","3.535626150826724E-10","0.8065716064511738|0.4780262590935702|0.5563052530214766|0.2698885772256839","0.8151684776643615|0.47729936545572427|0.5871934503712722|0.27058151007608416","100.0|100.0|100.0|100.0","0.07418230388024345|0.11047849679891078|0.19407300020037896|0.0410996640202787","true","","D2P04F01->Thaumatomonadidae","3.535626150826724E-10"
"dist_bray|correl_pearson|correl_spearman|dist_kullbackleibler","64.54378906627407","","copresence","D2P04F01->TAGIRI-17","4","0.2283685540797139|0.8634322700970095|0.8593997069539372|0.6329751874630613","dist_bray=copresence|correl_pearson=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence","dist_bray=0.03562179554001643|correl_pearson=8.213320579919525E-4|correl_spearman=7.513436622380576E-4|dist_kullbackleibler=0.0","dist_bray=0.2283685540797139|correl_pearson=0.8634322700970095|correl_spearman=0.8593997069539372|dist_kullbackleibler=0.6329751874630613","D2P04F01->TAGIRI-17","0.6108073132999998","0.61083586","0.05312317709677488","0.2283685540797139","0.0","0.0","0.0","0.23366149549064683|0.8665626531059522|0.8524292537864671|0.6030504825769204","0.23506325267728473|0.8868647212554661|0.8664820126405585|0.5743274606689011","100.0|100.0|100.0|100.0","0.04371024618834298|0.07449849773019787|0.07085578623441306|0.17944277059019717","true","","D2P04F01->TAGIRI-17","0.0"
"dist_bray|correl_spearman|sim_mutInfo|dist_kullbackleibler","27.10160632107193","","copresence","Cercozoa->Chytridiales","4","0.3485445151915736|0.6231535178903597|0.3275251032001778|0.6766007363464052","dist_bray=copresence|correl_spearman=copresence|sim_mutInfo=unknown|dist_kullbackleibler=copresence","dist_bray=0.2323139547634978|correl_spearman=0.02868326809493743|sim_mutInfo=0.18163130079387868|dist_kullbackleibler=1.191889969129889E-4","dist_bray=0.3485445151915736|correl_spearman=0.6231535178903597|sim_mutInfo=0.3275251032001778|dist_kullbackleibler=0.6766007363464052","Cercozoa->Chytridiales","0.4791072959","0.479433135","0.038867340957382174","0.3485445151915736","3.0684278832715517E-4","3.0684278832715517E-4","0.0044688487553234246","0.32888373670564314|0.6202129482596799|0.4602544514795106|0.6263522922070223","0.32895263406895364|0.6176791500885852|0.45115836574665|0.6277711599600138","100.0|100.0|100.0|100.0","0.04220337147737942|0.10879371225536275|0.12352227993299782|0.12114872936303873","false","","Cercozoa->Chytridiales","0.0044688487553234246"
"correl_spearman|dist_kullbackleibler|dist_bray|sim_mutInfo","34.34585592476339","","copresence","Cercozoa->Vampyrellidae-order-incertae-sedis","4","0.6821123601670951|0.8801324259934716|0.3290368502343365|0.3967380051232099","correl_spearman=copresence|dist_kullbackleibler=copresence|dist_bray=copresence|sim_mutInfo=unknown","correl_spearman=0.00909424633912459|dist_kullbackleibler=4.933523229696535E-4|dist_bray=0.2517746235000551|sim_mutInfo=0.14046488044493755","correl_spearman=0.6821123601670951|dist_kullbackleibler=0.8801324259934716|dist_bray=0.3290368502343365|sim_mutInfo=0.3967380051232099","Cercozoa->Vampyrellidae-order-incertae-sedis","-0.011760331399999992","-0.00219082","0.1642059178830389","0.6821123601670951","3.3182923528185526E-4","3.3182923528185526E-4","0.004709779833084449","0.6631512251135497|0.8699262207036663|0.32082380836370844|0.48437330729580297","0.6666890587296646|0.8847712330749766|0.32309964947588976|0.4818950391556036","100.0|100.0|100.0|100.0","0.0816625245783598|0.2132377048596518|0.041547861810255854|0.10186191446165269","false","","Cercozoa->Vampyrellidae-order-incertae-sedis","0.004709779833084449"
"dist_bray|correl_spearman|sim_mutInfo|dist_kullbackleibler","55.84391553374613","","copresence","Cercozoa->Thaumatomonadidae","4","0.28795162355314874|0.6582043014721426|0.40062326668919646|0.7144633120494167","dist_bray=copresence|correl_spearman=copresence|sim_mutInfo=unknown|dist_kullbackleibler=copresence","dist_bray=0.18901735913835216|correl_spearman=0.026230661751273754|sim_mutInfo=0.13158142835946124|dist_kullbackleibler=0.002559700912941887","dist_bray=0.28795162355314874|correl_spearman=0.6582043014721426|sim_mutInfo=0.40062326668919646|dist_kullbackleibler=0.7144633120494167","Cercozoa->Thaumatomonadidae","0.4402642193","0.437509955","0.035608505774139314","0.28795162355314874","0.0021859002380280046","0.0021859002380280046","0.024632225308525674","0.28348412354571484|0.6408831570496503|0.5217232957615445|0.7304872417661581","0.287281463904491|0.6506576664603145|0.5130122586396068|0.6901871027479811","100.0|100.0|100.0|100.0","0.03163110661693608|0.10561437062325882|0.10777719266701281|0.22060719548893507","false","","Cercozoa->Thaumatomonadidae","0.024632225308525674"
"dist_kullbackleibler|correl_spearman|dist_bray|sim_mutInfo","36.232514083469646","","copresence","Cercozoa->Thaumatomonadida","4","0.8996774313186391|0.710033920560236|0.3710998458185636|0.39961496504908034","dist_kullbackleibler=copresence|correl_spearman=copresence|dist_bray=copresence|sim_mutInfo=unknown","dist_kullbackleibler=0.0013285602141002162|correl_spearman=0.006142799257423726|dist_bray=0.25667538988774985|sim_mutInfo=0.1540100157425353","dist_kullbackleibler=0.8996774313186391|correl_spearman=0.710033920560236|dist_bray=0.3710998458185636|sim_mutInfo=0.39961496504908034","Cercozoa->Thaumatomonadida","2.0718567264000005","2.045314585","0.40152030006356076","0.8996774313186391","5.918261157232818E-4","5.918261157232818E-4","0.007897814971017738","0.8397936452574564|0.703722166065361|0.35945636087591026|0.502196733564193","0.8408811382242234|0.7134704320159013|0.36090037884330484|0.4955438688182171","100.0|100.0|100.0|100.0","0.1681203774950682|0.09263474168436275|0.04702819209007683|0.11367949732135535","false","","Cercozoa->Thaumatomonadida","0.007897814971017738"
"correl_spearman|correl_pearson|sim_mutInfo|dist_bray|dist_kullbackleibler","23.263536005252067","","copresence","Cercozoa->PW19","5","0.7817664628566316|0.8349397466697371|0.43045544621299037|0.19436180345183718|0.4066907566676963","correl_spearman=copresence|correl_pearson=copresence|sim_mutInfo=unknown|dist_bray=copresence|dist_kullbackleibler=copresence","correl_spearman=0.0035132768989280527|correl_pearson=0.003281203424099599|sim_mutInfo=0.1277296809767604|dist_bray=0.10273804327576341|dist_kullbackleibler=6.799761383605718E-4","correl_spearman=0.7817664628566316|correl_pearson=0.8349397466697371|sim_mutInfo=0.43045544621299037|dist_bray=0.19436180345183718|dist_kullbackleibler=0.4066907566676963","Cercozoa->PW19","-0.02219109220000001","-0.004377805","0.17273162122448413","0.7817664628566316","5.769177156000893E-7","5.769177156000893E-7","1.4794145347841237E-5","0.7606799512830693|0.8077472902580416|0.5195224635966796|0.19385435910384125|0.432137728307568","0.7711027580804549|0.8208603602996158|0.5097989859225476|0.19397423657842666|0.39507325190120135","100.0|100.0|100.0|100.0|100.0","0.08434803967837029|0.09202234548108784|0.11530495979853986|0.028049074883647093|0.17774647814757394","true","","Cercozoa->PW19","1.4794145347841237E-5"
"correl_pearson|dist_bray|correl_spearman|sim_mutInfo|dist_kullbackleibler","52.48953623145344","","copresence","Cercozoa->D2P04F01","5","0.8094400223222356|0.23221686904519256|0.7251340409235142|0.3712622730952213|0.4015711804723762","correl_pearson=copresence|dist_bray=copresence|correl_spearman=copresence|sim_mutInfo=unknown|dist_kullbackleibler=copresence","correl_pearson=0.006928998365274608|dist_bray=0.13088254614882033|correl_spearman=0.008816489710033681|sim_mutInfo=0.1710010676244575|dist_kullbackleibler=1.0306238398039014E-5","correl_pearson=0.8094400223222356|dist_bray=0.23221686904519256|correl_spearman=0.7251340409235142|sim_mutInfo=0.3712622730952213|dist_kullbackleibler=0.4015711804723762","Cercozoa->D2P04F01","-0.0069482520000000055","-0.034522785","0.1552807014123684","0.8094400223222356","9.490246966059601E-8","9.490246966059601E-8","2.815776466844705E-6","0.7750092594323112|0.23200255293979186|0.717452293753229|0.47047167014711816|0.4018500947210193","0.8004391105749771|0.22733262007437044|0.7324780639951156|0.4760218786336001|0.38814361697842525","100.0|100.0|100.0|100.0|100.0","0.10096483408420542|0.03394112364561114|0.08812471134353789|0.11628528285026817|0.1031746144676942","true","","Cercozoa->D2P04F01","2.815776466844705E-6"
"correl_spearman|dist_kullbackleibler|dist_bray|sim_mutInfo","191.16954518312843","","copresence","Cercozoa->TAGIRI-15","4","0.7102527628843414|0.299173206324256|0.2168925336133447|0.4625804292729714","correl_spearman=copresence|dist_kullbackleibler=copresence|dist_bray=copresence|sim_mutInfo=unknown","correl_spearman=0.011516993742610837|dist_kullbackleibler=0.0024797383710533083|dist_bray=0.22704065435381282|sim_mutInfo=0.13512730760819108","correl_spearman=0.7102527628843414|dist_kullbackleibler=0.299173206324256|dist_bray=0.2168925336133447|sim_mutInfo=0.4625804292729714","Cercozoa->TAGIRI-15","-0.018468103700000005","-0.0149907","0.1590967437529601","0.7102527628843414","0.0013172326668284828","0.0013172326668284828","0.015903731202530903","0.6964274697468599|0.27652776563801007|0.20812948398047765|0.5428900681473624","0.7205746199254338|0.2736658883796337|0.2107105057447951|0.5458078030463747","100.0|100.0|100.0|100.0","0.09893178566412586|0.06965790235334998|0.030008063169376396|0.1284693880812563","false","","Cercozoa->TAGIRI-15","0.015903731202530903"
"sim_mutInfo|dist_bray|correl_spearman|correl_pearson|dist_kullbackleibler","26.12545917757651","","copresence","Cercozoa->Phytomyxea","5","0.393974015657204|0.24140729218750356|0.8043549622496986|0.7900649638609928|0.5374930066126541","sim_mutInfo=unknown|dist_bray=copresence|correl_spearman=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence","sim_mutInfo=0.149887458463123|dist_bray=0.10662365331698687|correl_spearman=0.0013438650396125351|correl_pearson=0.001019570702319117|dist_kullbackleibler=1.194458632175488E-4","sim_mutInfo=0.393974015657204|dist_bray=0.24140729218750356|correl_spearman=0.8043549622496986|correl_pearson=0.7900649638609928|dist_kullbackleibler=0.5374930066126541","Cercozoa->Phytomyxea","0.1488000787","0.14390282","0.05922770194694109","0.393974015657204","2.0156519564551445E-8","2.0156519564551445E-8","6.897734118470427E-7","0.4915020826063248|0.247073786569408|0.7838781162566457|0.7894552057444195|0.5474259033407164","0.47571096140681846|0.25398202274268605|0.7935844107157379|0.7839529364026526|0.5596891302668989","100.0|100.0|100.0|100.0|100.0","0.10923101646964979|0.03633382120907107|0.07055877376697467|0.06906766706372792|0.14648011310720402","true","","Cercozoa->Phytomyxea","6.897734118470427E-7"
"dist_bray|sim_mutInfo|dist_kullbackleibler|correl_spearman","26.813645587866212","","copresence","Cercozoa->Labyrinthulomycetes","4","0.24659770138171622|0.40291607022538267|0.4979474125093159|0.7654010285589229","dist_bray=copresence|sim_mutInfo=unknown|dist_kullbackleibler=copresence|correl_spearman=copresence","dist_bray=0.2498884431333237|sim_mutInfo=0.1259442567914168|dist_kullbackleibler=0.03528950437317069|correl_spearman=0.002309599235250537","dist_bray=0.24659770138171622|sim_mutInfo=0.40291607022538267|dist_kullbackleibler=0.4979474125093159|correl_spearman=0.7654010285589229","Cercozoa->Labyrinthulomycetes","0.3901404504000001","0.39310287","0.02827821821731393","0.24659770138171622","0.0030476311595888372","0.0030476311595888372","0.03244215001562316","0.23866563730063808|0.5472855886974101|0.43233547057046706|0.7506078445479726","0.22981083950555026|0.5361723549814335|0.4474320112645923|0.7550800992253542","100.0|100.0|100.0|100.0","0.05038231605749429|0.117420114791968|0.20253423530758466|0.0716217923413252","false","","Cercozoa->Labyrinthulomycetes","0.03244215001562316"
"dist_kullbackleibler|dist_bray|sim_mutInfo|correl_pearson|correl_spearman","91.32374842254025","","copresence","NAMAKO-15->E222","5","0.43907275814177615|0.2659452502936498|0.35648428346130157|0.6782322517405369|0.648758069810701","dist_kullbackleibler=copresence|dist_bray=copresence|sim_mutInfo=unknown|correl_pearson=copresence|correl_spearman=copresence","dist_kullbackleibler=8.315544507986328E-5|dist_bray=0.14250558811841296|sim_mutInfo=0.3087609300518593|correl_pearson=0.017068431525296912|correl_spearman=0.019692494945019123","dist_kullbackleibler=0.43907275814177615|dist_bray=0.2659452502936498|sim_mutInfo=0.35648428346130157|correl_pearson=0.6782322517405369|correl_spearman=0.648758069810701","NAMAKO-15->E222","1.5223210538","1.515979065","0.30384304526749417","0.43907275814177615","5.258452687728621E-6","5.258452687728621E-6","1.1502607487117743E-4","0.42310044618320364|0.25932742816601695|0.34337579802749774|0.6861471084244595|0.6446963833539034","0.4305096198935934|0.2632622745025233|0.35256099591006096|0.6899632997543279|0.6498951616732531","100.0|100.0|100.0|100.0|100.0","0.08522308847919503|0.035335106589694125|0.172045900013387|0.10017668461743949|0.1063006247465218","true","","NAMAKO-15->E222","1.1502607487117743E-4"
"dist_bray|sim_mutInfo|correl_pearson|correl_spearman|dist_kullbackleibler","15.942395231699155","","copresence","NAMAKO-15->Oligotrichia","5","0.18143600285041805|0.47922707719264634|0.6585709361969143|0.7017179122442276|0.25185365542561106","dist_bray=copresence|sim_mutInfo=unknown|correl_pearson=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence","dist_bray=0.1536982500497781|sim_mutInfo=0.2802239087685692|correl_pearson=0.011608411136815933|correl_spearman=0.019230046441375104|dist_kullbackleibler=3.3778598003053606E-4","dist_bray=0.18143600285041805|sim_mutInfo=0.47922707719264634|correl_pearson=0.6585709361969143|correl_spearman=0.7017179122442276|dist_kullbackleibler=0.25185365542561106","NAMAKO-15->Oligotrichia","0.3672337076","0.3711298","0.03913971942839335","0.18143600285041805","1.229983328987494E-5","1.229983328987494E-5","2.4329244713093055E-4","0.18671455585001326|0.39981946397428514|0.6627420674167033|0.6803590245389479|0.2505716817498159","0.18576965153574254|0.41973390256603094|0.672070672438166|0.696114781736497|0.2502627292512569","100.0|100.0|100.0|100.0|100.0","0.03127880619370175|0.19354506694716897|0.09096209044628142|0.11243884450621609|0.0633800785944849","true","","NAMAKO-15->Oligotrichia","2.4329244713093055E-4"
"dist_kullbackleibler|correl_spearman|correl_pearson|dist_bray","132.80443272163635","","copresence","NAMAKO-15->Nudifila","4","1.4847569896622554|0.6639285394207104|0.7860884188568845|0.28385876965977463","dist_kullbackleibler=copresence|correl_spearman=copresence|correl_pearson=copresence|dist_bray=copresence","dist_kullbackleibler=6.510738804267335E-4|correl_spearman=0.01668800531444209|correl_pearson=6.684043704499598E-4|dist_bray=0.10895228896687081","dist_kullbackleibler=1.4847569896622554|correl_spearman=0.6639285394207104|correl_pearson=0.7860884188568845|dist_bray=0.28385876965977463","NAMAKO-15->Nudifila","3.5915941614000007","3.59247065","0.5476666403405721","1.4847569896622554","3.5642026866566923E-6","3.5642026866566923E-6","8.01658168797219E-5","1.4875253667245565|0.6512309610057561|0.7869675358725439|0.2843081023287095","1.4820220557395025|0.6523184586010103|0.7949332335564683|0.28419639216746384","100.0|100.0|100.0|100.0","0.42817491900809856|0.09830546380728909|0.06132429579596514|0.039532060071553674","true","","NAMAKO-15->Nudifila","8.01658168797219E-5"
"dist_bray|correl_spearman|dist_kullbackleibler","50.227065836665105","","copresence","NAMAKO-15->Pseudopirsonia","3","0.30069141227661955|0.7419848998796362|0.575053856615919","dist_bray=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence","dist_bray=0.21124116243960955|correl_spearman=0.0055660765197840245|dist_kullbackleibler=0.001278064873103224","dist_bray=0.30069141227661955|correl_spearman=0.7419848998796362|dist_kullbackleibler=0.575053856615919","NAMAKO-15->Pseudopirsonia","0.45453292500000003","0.45631418","0.03416416735092422","0.30069141227661955","0.002013261556729651","0.002013261556729651","0.022918312170281615","0.292945064495491|0.7398349068433441|0.5446153030643134","0.28920123577543616|0.7428073208449308|0.5218391851041153","100.0|100.0|100.0","0.040582283770927534|0.08398900205956081|0.15094044133332477","false","","NAMAKO-15->Pseudopirsonia","0.022918312170281615"
"correl_spearman|dist_bray|dist_kullbackleibler|correl_pearson","172.1858973667911","","copresence","NAMAKO-15->TAGIRI-15","4","0.6918700076594809|0.21956528256494967|0.30713640474676857|0.623400758609015","correl_spearman=copresence|dist_bray=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence","correl_spearman=0.007286327514300472|dist_bray=0.17511296588374892|dist_kullbackleibler=0.003160981331135071|correl_pearson=0.009871094463916485","correl_spearman=0.6918700076594809|dist_bray=0.21956528256494967|dist_kullbackleibler=0.30713640474676857|correl_pearson=0.623400758609015","NAMAKO-15->TAGIRI-15","-0.03681803330000001","-0.056461319999999995","0.1797146033869338","0.6918700076594809","1.0514385870441512E-4","1.0514385870441512E-4","0.0017219069870458674","0.6685789178083053|0.21762448596954845|0.3083575244490002|0.6159036826822213","0.6656977485540506|0.21779670081546526|0.2969436577607785|0.6233234982953885","100.0|100.0|100.0|100.0","0.08338369805463439|0.022521859953477292|0.07506145437538118|0.07583574275642321","false","","NAMAKO-15->TAGIRI-15","0.0017219069870458674"
"dist_kullbackleibler|correl_pearson|correl_spearman|dist_bray|sim_mutInfo","6.637763630679454","","copresence","NAMAKO-15->Syndiniales-Group-II","5","0.11381834186895108|0.8640183046167818|0.8152970784549727|0.12295228433363303|0.40568005969138854","dist_kullbackleibler=copresence|correl_pearson=copresence|correl_spearman=copresence|dist_bray=copresence|sim_mutInfo=unknown","dist_kullbackleibler=1.5912441364562824E-9|correl_pearson=7.437405570531741E-5|correl_spearman=0.0018408067212878354|dist_bray=0.03354147578571798|sim_mutInfo=0.24499307157630612","dist_kullbackleibler=0.11381834186895108|correl_pearson=0.8640183046167818|correl_spearman=0.8152970784549727|dist_bray=0.12295228433363303|sim_mutInfo=0.40568005969138854","NAMAKO-15->Syndiniales-Group-II","1.1392155362000003","1.133887735","0.19822935669701522","0.11381834186895108","2.5868196473766147E-14","2.5868196473766147E-14","1.5030499992777873E-12","0.1147945817270456|0.8609527854739446|0.7961334707450299|0.12488474397683015|0.44049403908992735","0.11693006562853586|0.8670208313973091|0.8081712366131172|0.12668537124847817|0.45081958116988297","100.0|100.0|100.0|100.0|100.0","0.029925071705674097|0.05051702464809596|0.07241287477962972|0.01883474298461125|0.18147685235495017","true","","NAMAKO-15->Syndiniales-Group-II","1.5030499992777873E-12"
"correl_spearman|correl_pearson|dist_kullbackleibler|dist_bray","167.05306526922948","","copresence","NAMAKO-15->Cercozoa-07.05.2004","4","0.6699135544092737|0.5928472249821191|0.7717698241558328|0.3028200052310852","correl_spearman=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence","correl_spearman=0.01219239356179852|correl_pearson=0.04932138903255934|dist_kullbackleibler=0.00818231071467912|dist_bray=0.2050170998854759","correl_spearman=0.6699135544092737|correl_pearson=0.5928472249821191|dist_kullbackleibler=0.7717698241558328|dist_bray=0.3028200052310852","NAMAKO-15->Cercozoa-07.05.2004","-3.086353999999943E-4","-6.566699999999998E-4","0.15863052345844486","0.6699135544092737","0.0014724034569326694","0.0014724034569326694","0.0175868661301294","0.6658798933395521|0.5982676673056461|0.7925849426063052|0.298582071825316","0.6752526549996676|0.6163234957662935|0.7820009125419485|0.2942733111437224","100.0|100.0|100.0|100.0","0.08758681612244126|0.12873434701894887|0.23542553223634619|0.03587061332782015","false","","NAMAKO-15->Cercozoa-07.05.2004","0.0175868661301294"
"correl_pearson|dist_kullbackleibler|correl_spearman|dist_bray","68.39858067671655","","copresence","NAMAKO-15->Peregriniidae","4","0.6024069054044896|0.3010310598780393|0.6888062151220042|0.20897820155355906","correl_pearson=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence|dist_bray=copresence","correl_pearson=0.01568584310584359|dist_kullbackleibler=3.3497014399674896E-4|correl_spearman=0.010475008610674963|dist_bray=0.15568914282985002","correl_pearson=0.6024069054044896|dist_kullbackleibler=0.3010310598780393|correl_spearman=0.6888062151220042|dist_bray=0.20897820155355906","NAMAKO-15->Peregriniidae","-0.007157270100000001","-0.014165585000000001","0.16827283883334762","0.6024069054044896","2.847043682752126E-5","2.847043682752126E-5","5.258546245824954E-4","0.6289176404407543|0.28752856931294885|0.6697989553414387|0.20577991571448845","0.6337518086345391|0.28475260639991096|0.669152183163058|0.20571078608595678","100.0|100.0|100.0|100.0","0.08733743253867123|0.07262136254822027|0.09173671729774191|0.033056602504451256","true","","NAMAKO-15->Peregriniidae","5.258546245824954E-4"
"dist_kullbackleibler|dist_bray|correl_pearson|correl_spearman","55.107446532372464","","copresence","NAMAKO-15->Suessiaceae","4","0.3154954251250419|0.22167060444498243|0.7842998115801465|0.654666812561549","dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence|correl_spearman=copresence","dist_kullbackleibler=1.9985356085605588E-6|dist_bray=0.08663173845651695|correl_pearson=0.0018744731854702934|correl_spearman=0.0304356862741485","dist_kullbackleibler=0.3154954251250419|dist_bray=0.22167060444498243|correl_pearson=0.7842998115801465|correl_spearman=0.654666812561549","NAMAKO-15->Suessiaceae","1.4960685374999998","1.4906210999999998","0.2633309429126823","0.3154954251250419","6.854266132449993E-8","6.854266132449993E-8","2.1123257727517163E-6","0.29719475373682736|0.2148375543218015|0.7891108737227297|0.6448804782188461","0.28895810360135105|0.21354197078241366|0.797711552288066|0.6582397841306608","100.0|100.0|100.0|100.0","0.0675858819171064|0.02963601906493604|0.08446678759517028|0.11397291659508291","true","","NAMAKO-15->Suessiaceae","2.1123257727517163E-6"
"correl_spearman|dist_kullbackleibler|sim_mutInfo|dist_bray|correl_pearson","96.89980268822069","","copresence","NAMAKO-15->Imbricatea","5","0.734106576211839|0.3543648262156172|0.5071449642449046|0.2139229370709449|0.6393407837621645","correl_spearman=copresence|dist_kullbackleibler=copresence|sim_mutInfo=unknown|dist_bray=copresence|correl_pearson=copresence","correl_spearman=0.006358967342789845|dist_kullbackleibler=2.758170047120201E-4|sim_mutInfo=0.22596125894555635|dist_bray=0.16272335153352602|correl_pearson=0.027303507310013686","correl_spearman=0.734106576211839|dist_kullbackleibler=0.3543648262156172|sim_mutInfo=0.5071449642449046|dist_bray=0.2139229370709449|correl_pearson=0.6393407837621645","NAMAKO-15->Imbricatea","-0.0069241712000000025","7.6595E-4","0.16575108987383644","0.734106576211839","7.206481560939615E-6","7.206481560939615E-6","1.5342654254550065E-4","0.739783089850354|0.3392838805378112|0.4567952978518294|0.20681330252218788|0.6623221549756318","0.7411934376238105|0.333210244854864|0.4695371554841634|0.2027356881735266|0.6684453349206528","100.0|100.0|100.0|100.0|100.0","0.0898160643451625|0.10222532630209913|0.18267508971889657|0.039857090185672704|0.1287645499695601","true","","NAMAKO-15->Imbricatea","1.5342654254550065E-4"
"dist_bray|dist_kullbackleibler|correl_pearson","58.93488251948642","","copresence","Oligotrichia->Suessiaceae","3","0.2818344847200607|0.44185536789832436|0.6654827485679811","dist_bray=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence","dist_bray=0.14301149937649626|dist_kullbackleibler=2.7999119780131032E-5|correl_pearson=0.00813039225513651","dist_bray=0.2818344847200607|dist_kullbackleibler=0.44185536789832436|correl_pearson=0.6654827485679811","Oligotrichia->Suessiaceae","0.4474237750000002","0.44670699","0.03753979814597525","0.2818344847200607","8.875363944449433E-5","8.875363944449433E-5","0.001491168074763221","0.27066848511300046|0.42158438816721633|0.6755693967404536","0.2705922847697195|0.421200552203538|0.6834577992859658","100.0|100.0|100.0","0.027447843776724698|0.07304632538521567|0.0833264229571452","true","","Oligotrichia->Suessiaceae","0.001491168074763221"
