"cooc_method","EdgeBetweenness","interaction","interactionType","Label","method_number","method_scores","methodname_interactiontype","methodname_pval","methodname_score","name","nulldistribmean","nulldistribmedian","nulldistribsd","oriScore","pval","pval-brown-merge","qval","randdistribMean","randdistribMedian","randdistribNumNonNaNScores","randdistribSD","selected","shared interaction","shared name","weight"
"sim_mutInfo|correl_pearson|dist_bray|dist_kullbackleibler|correl_spearman","76.9888888888889","","copresence","Centrohelea->TAGIRI-17","5","0.3692577166953863|0.8619660738568942|0.27010883473035974|0.9793475432230652|0.8322250046497857","sim_mutInfo=unknown|correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence","sim_mutInfo=0.1609472194861557|correl_pearson=9.592681812997661E-6|dist_bray=0.012895284392878681|dist_kullbackleibler=0.0|correl_spearman=8.368569812611248E-5","sim_mutInfo=0.3692577166953863|correl_pearson=0.8619660738568942|dist_bray=0.27010883473035974|dist_kullbackleibler=0.9793475432230652|correl_spearman=0.8322250046497857","Centrohelea->TAGIRI-17","0.09434196010000002","0.090752605","0.038423750707666286","0.3692577166953863","0.0","0.0","0.0","0.42693489288278497|0.8617804697644604|0.27094765205274174|1.0199724411894588|0.8236601573470638","0.42724608533446895|0.8640868939941535|0.2735441338873392|1.010366842634574|0.8319458024387784","100.0|100.0|100.0|100.0|100.0","0.11273366355597458|0.04047566430251077|0.03533065689901456|0.3032208126106647|0.04915137339687913","true","","Centrohelea->TAGIRI-17","0.0"
"correl_pearson|dist_bray|sim_mutInfo|correl_spearman","77.83333333333333","","copresence","Centrohelea->Rhinosporideacae","4","0.8263100702463319|0.2914187069491704|0.34913498855374314|0.7028670608517186","correl_pearson=copresence|dist_bray=copresence|sim_mutInfo=unknown|correl_spearman=copresence","correl_pearson=0.001069794611397279|dist_bray=0.03192627587768371|sim_mutInfo=0.18371876471020449|correl_spearman=0.008393595763121264","correl_pearson=0.8263100702463319|dist_bray=0.2914187069491704|sim_mutInfo=0.34913498855374314|correl_spearman=0.7028670608517186","Centrohelea->Rhinosporideacae","-0.006213688399999998","-0.036074715","0.13495916749262832","0.8263100702463319","2.3575270251308122E-4","2.3575270251308122E-4","0.005428771135951912","0.8180575004603606|0.2935488227710196|0.37939156075306046|0.6873448786840336","0.8298481285257913|0.29253240386377183|0.3668457262751992|0.6876014159341677","100.0|100.0|100.0|100.0","0.0720815415268351|0.05299747306690078|0.09362535165559327|0.08630414226800523","false","","Centrohelea->Rhinosporideacae","0.005428771135951912"
"correl_spearman|dist_kullbackleibler|dist_bray|correl_pearson|sim_mutInfo","252.49999999999952","","copresence","Centrohelea->Amastigomonas-bermudensis","5","0.7857611706179362|1.2133645843167515|0.32964268074941205|0.8424372303094494|0.42952986962853146","correl_spearman=copresence|dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence|sim_mutInfo=unknown","correl_spearman=0.0029519715762895693|dist_kullbackleibler=0.0|dist_bray=0.030432417289180114|correl_pearson=3.637726870154845E-4|sim_mutInfo=0.14840041694102502","correl_spearman=0.7857611706179362|dist_kullbackleibler=1.2133645843167515|dist_bray=0.32964268074941205|correl_pearson=0.8424372303094494|sim_mutInfo=0.42952986962853146","Centrohelea->Amastigomonas-bermudensis","-0.006003755699999998","-0.005162195","0.13041992468329916","0.7857611706179362","0.0","0.0","0.0","0.7685417938246615|1.2547444482748138|0.3244879423517027|0.8441061334331974|0.45865619239023336","0.7785681704532731|1.2084105252458133|0.32953872195249445|0.8587243729843198|0.46770335698907606","82.0|82.0|82.0|82.0|82.0","0.07915160001938851|0.42365001626291887|0.06159410498330219|0.06493718612525069|0.1263652202061881","true","","Centrohelea->Amastigomonas-bermudensis","0.0"
"sim_mutInfo|correl_pearson|dist_bray|correl_spearman|dist_kullbackleibler","2.0","","copresence","D52->Metromonadea","5","0.33609505441244236|0.5483691808671334|0.34347905148999025|0.7028390885346709|1.0049064707012585","sim_mutInfo=unknown|correl_pearson=copresence|dist_bray=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence","sim_mutInfo=0.17747403761162128|correl_pearson=0.03116165564249984|dist_bray=0.1335950846540508|correl_spearman=0.008337621840892817|dist_kullbackleibler=1.7240320282496668E-10","sim_mutInfo=0.33609505441244236|correl_pearson=0.5483691808671334|dist_bray=0.34347905148999025|correl_spearman=0.7028390885346709|dist_kullbackleibler=1.0049064707012585","D52->Metromonadea","0.09124903360000002","0.082714855","0.042450405671087724","0.33609505441244236","8.502365478335605E-11","8.502365478335605E-11","8.750495736172747E-9","0.4227942487855536|0.5647359927284278|0.3289899083570754|0.7050127298426605|0.9347083345347984","0.428301164086049|0.570883766391503|0.32601895039875867|0.720397368741898|0.8769797566306965","100.0|100.0|100.0|100.0|100.0","0.12846057831545435|0.09331351443299683|0.04184879490175699|0.08601455454847272|0.26814784085864407","true","","D52->Metromonadea","8.750495736172747E-9"
"correl_pearson|dist_bray|sim_mutInfo|correl_spearman|dist_kullbackleibler","214.0","","copresence","D52->Araeolaimida","5","0.5793757031677591|0.30267559745965544|0.31199245176386303|0.7312324742980949|0.8701379894215855","correl_pearson=copresence|dist_bray=copresence|sim_mutInfo=unknown|correl_spearman=copresence|dist_kullbackleibler=copresence","correl_pearson=0.03522853161267747|dist_bray=0.12702425661835304|sim_mutInfo=0.2253057455050611|correl_spearman=0.002974649577168864|dist_kullbackleibler=4.334117953419536E-9","correl_pearson=0.5793757031677591|dist_bray=0.30267559745965544|sim_mutInfo=0.31199245176386303|correl_spearman=0.7312324742980949|dist_kullbackleibler=0.8701379894215855","D52->Araeolaimida","-0.021758563300000006","-0.020415595","0.1342108893627104","0.5793757031677591","7.618706776568729E-10","7.618706776568729E-10","6.985661504406564E-8","0.5872386532335299|0.3012228278122791|0.39989778720275637|0.7142148216952013|0.8612271380417641","0.590533195066588|0.2940286849937587|0.41256689531662993|0.7296102032872054|0.8333057347578268","100.0|100.0|100.0|100.0|100.0","0.11333712973206019|0.04822443470556692|0.15560447373727418|0.07403540512182354|0.2116340372101469","true","","D52->Araeolaimida","6.985661504406564E-8"
"sim_mutInfo|dist_bray|correl_pearson|dist_kullbackleibler|correl_spearman","52.358730158730125","","copresence","Apicomplexa->Labyrinthuloides","5","0.2347819656860497|0.3129214279673871|0.5902685768470233|0.698434781782093|0.6374967984290962","sim_mutInfo=unknown|dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence","sim_mutInfo=0.22775600313592248|dist_bray=0.1385308143233155|correl_pearson=0.029890054247423303|dist_kullbackleibler=8.11724341467368E-5|correl_spearman=0.03819662539354163","sim_mutInfo=0.2347819656860497|dist_bray=0.3129214279673871|correl_pearson=0.5902685768470233|dist_kullbackleibler=0.698434781782093|correl_spearman=0.6374967984290962","Apicomplexa->Labyrinthuloides","0.10081976159999999","0.09430052","0.03654250490387351","0.2347819656860497","2.4268352933787263E-5","2.4268352933787263E-5","7.632653646358666E-4","0.35233657876465085|0.30407622278574925|0.592988461831459|0.6682875145676868|0.6248933618396485","0.353744309693631|0.2971799522403918|0.6085867670959917|0.6646331663395885|0.6372416801189718","100.0|100.0|100.0|100.0|100.0","0.11359439000046216|0.03801413200457773|0.10373747404060576|0.16924161467741425|0.1161919974100883","false","","Apicomplexa->Labyrinthuloides","7.632653646358666E-4"
"dist_bray|correl_spearman|correl_pearson|dist_kullbackleibler|sim_mutInfo","74.14603174603171","","copresence","Apicomplexa->Amastigomonas-mutabilis","5","0.32636791654605013|0.6059079655084099|0.5320315192346157|0.7705664311047127|0.24518875816869734","dist_bray=copresence|correl_spearman=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence|sim_mutInfo=unknown","dist_bray=0.17585100363410944|correl_spearman=0.03903410714498412|correl_pearson=0.05573724881947051|dist_kullbackleibler=2.146451885334244E-4|sim_mutInfo=0.21549514553362115","dist_bray=0.32636791654605013|correl_spearman=0.6059079655084099|correl_pearson=0.5320315192346157|dist_kullbackleibler=0.7705664311047127|sim_mutInfo=0.24518875816869734","Apicomplexa->Amastigomonas-mutabilis","0.4983334622000002","0.49922413","0.03638203800206966","0.32636791654605013","1.0103401625161101E-4","1.0103401625161101E-4","0.0026128950972147402","0.3224124892307492|0.5921365937246227|0.5289830506315224|0.7427126454003269|0.3363121352414191","0.3169149132058863|0.6055639365013024|0.5449452052044084|0.709156312872955|0.32809160134441173","100.0|100.0|100.0|100.0|100.0","0.035683096376097664|0.11006716052889652|0.10854463379553031|0.14095033634824689|0.08609779110099348","false","","Apicomplexa->Amastigomonas-mutabilis","0.0026128950972147402"
"sim_mutInfo|correl_pearson|dist_kullbackleibler|dist_bray|correl_spearman","67.36428571428567","","copresence","Apicomplexa->Vampyrellidae-order-incertae-sedis","5","0.27670733317515106|0.6047979028592467|0.7116033049454058|0.3034063962242616|0.6362161700674468","sim_mutInfo=unknown|correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence","sim_mutInfo=0.22425763454082082|correl_pearson=0.023505785158896564|dist_kullbackleibler=9.774414109653407E-6|dist_bray=0.12410084580362224|correl_spearman=0.01716903083477117","sim_mutInfo=0.27670733317515106|correl_pearson=0.6047979028592467|dist_kullbackleibler=0.7116033049454058|dist_bray=0.3034063962242616|correl_spearman=0.6362161700674468","Apicomplexa->Vampyrellidae-order-incertae-sedis","0.10658102519999998","0.09924874","0.04863838012023033","0.27670733317515106","1.6761358001549098E-6","1.6761358001549098E-6","6.928485934574762E-5","0.34601549314908975|0.6172502436273226|0.684717712426483|0.2970229726591544|0.6255680179091709","0.3350885578696212|0.6266544322816439|0.6885764705542341|0.296278476107812|0.6328357559693272","100.0|100.0|100.0|100.0|100.0","0.09980630646182473|0.10297323590610388|0.13776071310712687|0.0357722702797757|0.08386763850233199","true","","Apicomplexa->Vampyrellidae-order-incertae-sedis","6.928485934574762E-5"
"correl_spearman|dist_bray|dist_kullbackleibler|correl_pearson","22.13095238095238","","copresence","Apicomplexa->Syndiniales-Group-II","4","0.6578161017672676|0.28040260042369236|0.585947640304685|0.6468306886063723","correl_spearman=copresence|dist_bray=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence","correl_spearman=0.014513057866295143|dist_bray=0.15359625867809257|dist_kullbackleibler=0.0035018219908321546|correl_pearson=0.013840909312530514","correl_spearman=0.6578161017672676|dist_bray=0.28040260042369236|dist_kullbackleibler=0.585947640304685|correl_pearson=0.6468306886063723","Apicomplexa->Syndiniales-Group-II","-0.0194800647","-0.0010244999999999998","0.1485238436731903","0.6578161017672676","4.0879975313012906E-4","4.0879975313012906E-4","0.008625845836967535","0.6487805931772372|0.2750563775809477|0.5626329854857924|0.6520588167886048","0.6531669924832857|0.2741379137371328|0.5595338975442402|0.6527937584464738","100.0|100.0|100.0|100.0","0.09369834768954928|0.029527502313604848|0.1134975519595626|0.08820326665977156","false","","Apicomplexa->Syndiniales-Group-II","0.008625845836967535"
"correl_pearson|correl_spearman|dist_bray|sim_mutInfo|dist_kullbackleibler","19.677908902691506","","copresence","Labyrinthuloides->Vampyrellidae-order-incertae-sedis","5","0.6566103892468842|0.6834286690002566|0.26073583027445624|0.3544501626663905|0.6337121742229426","correl_pearson=copresence|correl_spearman=copresence|dist_bray=copresence|sim_mutInfo=unknown|dist_kullbackleibler=copresence","correl_pearson=0.013614473354612022|correl_spearman=0.009508636569465767|dist_bray=0.10715976880183486|sim_mutInfo=0.2781387805035483|dist_kullbackleibler=4.5901967248296316E-5","correl_pearson=0.6566103892468842|correl_spearman=0.6834286690002566|dist_bray=0.26073583027445624|sim_mutInfo=0.3544501626663905|dist_kullbackleibler=0.6337121742229426","Labyrinthuloides->Vampyrellidae-order-incertae-sedis","-0.009733052599999991","-0.009731585000000001","0.1152932360165985","0.6566103892468842","2.486833134640598E-6","2.486833134640598E-6","9.953253569835346E-5","0.6487440498837154|0.6672707651344311|0.26118381926899437|0.3112421311152606|0.6319833651689998","0.6598239058928241|0.6754379903013408|0.2634506940151388|0.30631208826190015|0.6134833128641004","100.0|100.0|100.0|100.0|100.0","0.08891943822662615|0.07985630529531569|0.03458645900701885|0.12982108661223832|0.16794877661765947","true","","Labyrinthuloides->Vampyrellidae-order-incertae-sedis","9.953253569835346E-5"
"correl_spearman|correl_pearson|dist_bray|dist_kullbackleibler","57.85992314448851","","copresence","Labyrinthuloides->ME-Euk-FW10","4","0.6197771838512746|0.6075580661810219|0.35758742695586887|1.279262523969258","correl_spearman=copresence|correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence","correl_spearman=0.018561654937127747|correl_pearson=0.025067653336231788|dist_bray=0.14703095696153456|dist_kullbackleibler=3.6938423235710616E-6","correl_spearman=0.6197771838512746|correl_pearson=0.6075580661810219|dist_bray=0.35758742695586887|dist_kullbackleibler=1.279262523969258","Labyrinthuloides->ME-Euk-FW10","-0.007676561800000002","-0.0159991","0.143294575397309","0.6197771838512746","3.330696828673929E-6","3.330696828673929E-6","1.292054162077125E-4","0.6107152890858064|0.6194097264023202|0.348064434291112|1.2158091897281","0.6125392662570012|0.6163290675101305|0.3482848929597815|1.2094878838919125","100.0|100.0|100.0|100.0","0.08801630841085029|0.10063336114900441|0.04265944587163822|0.2646968491812548","true","","Labyrinthuloides->ME-Euk-FW10","1.292054162077125E-4"
"correl_spearman|dist_bray|dist_kullbackleibler|sim_mutInfo","42.71725554212764","","copresence","Novel-Clade-2->Cercomonas","4","0.6894638003273631|0.34432432040167016|0.9773584887229009|0.3270562310367504","correl_spearman=copresence|dist_bray=copresence|dist_kullbackleibler=copresence|sim_mutInfo=unknown","correl_spearman=0.0012807246009827744|dist_bray=0.19123194375798036|dist_kullbackleibler=3.973137850115105E-4|sim_mutInfo=0.22847145947920655","correl_spearman=0.6894638003273631|dist_bray=0.34432432040167016|dist_kullbackleibler=0.9773584887229009|sim_mutInfo=0.3270562310367504","Novel-Clade-2->Cercomonas","-0.015789788900000004","-0.01656421","0.14590978109190006","0.6894638003273631","1.2076297928353963E-4","1.2076297928353963E-4","0.0030603402237532177","0.6658528022073587|0.3435161172679023|0.9632524538121108|0.38710213523658915","0.673088002444193|0.33901681042556703|0.9307877092744379|0.4077720724191942","100.0|100.0|100.0|100.0","0.05108045277817202|0.034289619121779795|0.19992556461599892|0.14214291232369228","false","","Novel-Clade-2->Cercomonas","0.0030603402237532177"
"sim_mutInfo|correl_spearman|dist_kullbackleibler|dist_bray","46.95705194455562","","copresence","Novel-Clade-2->Pseudopirsonia","4","0.31045918839530184|0.7222743959702899|0.7229584098877535|0.31636537510264473","sim_mutInfo=unknown|correl_spearman=copresence|dist_kullbackleibler=copresence|dist_bray=copresence","sim_mutInfo=0.25824551093322534|correl_spearman=0.002193710105460489|dist_kullbackleibler=0.0018120765663244276|dist_bray=0.19138347487543772","sim_mutInfo=0.31045918839530184|correl_spearman=0.7222743959702899|dist_kullbackleibler=0.7229584098877535|dist_bray=0.31636537510264473","Novel-Clade-2->Pseudopirsonia","0.10759999450000006","0.10122384","0.04754202135513038","0.31045918839530184","6.430177974217077E-4","6.430177974217077E-4","0.012666948251553407","0.3424670701080414|0.7023790151285403|0.7197646932860163|0.31902033739855207","0.377066024753951|0.7050126294998528|0.7033036263123114|0.3141191333611492","100.0|100.0|100.0|100.0","0.13106024801988933|0.06567410176228082|0.1451928702819451|0.035101935019380144","false","","Novel-Clade-2->Pseudopirsonia","0.012666948251553407"
"dist_bray|sim_mutInfo|correl_spearman|dist_kullbackleibler|correl_pearson","487.9680310675529","","copresence","Novel-Clade-2->CCW10","5","0.17841438003081|0.5589949360170927|0.7929650815333396|0.20849400333465734|0.7283324576115712","dist_bray=copresence|sim_mutInfo=unknown|correl_spearman=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence","dist_bray=0.10175906789415556|sim_mutInfo=0.23848472781183377|correl_spearman=0.0025359742941352126|dist_kullbackleibler=2.0082033800272736E-4|correl_pearson=0.0011664225649719029","dist_bray=0.17841438003081|sim_mutInfo=0.5589949360170927|correl_spearman=0.7929650815333396|dist_kullbackleibler=0.20849400333465734|correl_pearson=0.7283324576115712","Novel-Clade-2->CCW10","0.3534528753","0.352690135","0.02869056930317649","0.17841438003081","3.08899512191374E-7","3.08899512191374E-7","1.542356673248613E-5","0.17663037832048198|0.42068839981558953|0.7720772943469395|0.20435736997534182|0.7234560648092442","0.17461683050508275|0.4607508066693926|0.7820527336117399|0.20253829782846602|0.7291473613970314","100.0|100.0|100.0|100.0|100.0","0.019336572393048947|0.19975804034442535|0.07406314104044497|0.039783066723020656|0.06151930103400544","true","","Novel-Clade-2->CCW10","1.542356673248613E-5"
"sim_mutInfo|correl_spearman|dist_bray|correl_pearson|dist_kullbackleibler","22.157675070028006","","copresence","Novel-Clade-2->TAGIRI-15","5","0.40965812858983064|0.8126867583027411|0.16128785806939105|0.7717170787711467|0.22177589434443912","sim_mutInfo=unknown|correl_spearman=copresence|dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence","sim_mutInfo=0.26219828693733443|correl_spearman=7.526416101621969E-5|dist_bray=0.1315928076519005|correl_pearson=2.053743481776893E-4|dist_kullbackleibler=0.003934669944941183","sim_mutInfo=0.40965812858983064|correl_spearman=0.8126867583027411|dist_bray=0.16128785806939105|correl_pearson=0.7717170787711467|dist_kullbackleibler=0.22177589434443912","Novel-Clade-2->TAGIRI-15","0.09728566559999999","0.089581205","0.041712483696700345","0.40965812858983064","6.067236035800505E-8","6.067236035800505E-8","3.642508491493089E-6","0.35968177151583475|0.8016485606128348|0.15938802904937285|0.7727696706493273|0.2154258162805157","0.3966913363455702|0.8116129323819847|0.16063740104005908|0.7815064290937741|0.21777783410988955","100.0|100.0|100.0|100.0|100.0","0.16990448762429355|0.04592384873410017|0.023144019060678474|0.04780845672254331|0.05166931420354243","true","","Novel-Clade-2->TAGIRI-15","3.642508491493089E-6"
"correl_pearson|dist_bray|dist_kullbackleibler|sim_mutInfo|correl_spearman","129.46240162661027","","copresence","Novel-Clade-2->PW19","5","0.607235724404331|0.22430655825989454|0.446485050503465|0.2894917923950264|0.6275932724323405","correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence|sim_mutInfo=unknown|correl_spearman=copresence","correl_pearson=0.022254172888215906|dist_bray=0.1758932277079417|dist_kullbackleibler=0.0029512638530162505|sim_mutInfo=0.28898419568441536|correl_spearman=0.023146783986784325","correl_pearson=0.607235724404331|dist_bray=0.22430655825989454|dist_kullbackleibler=0.446485050503465|sim_mutInfo=0.2894917923950264|correl_spearman=0.6275932724323405","Novel-Clade-2->PW19","-0.003975027699999999","-0.002241415","0.12030986148274513","0.607235724404331","3.164814838331198E-4","3.164814838331198E-4","0.0069091607054996675","0.5852102779561333|0.22881663256250306|0.4456402593139965|0.3000906365085052|0.5940096947502053","0.5968335047209332|0.227582913425249|0.44040616440516933|0.32341348492139743|0.6074047209136743","100.0|100.0|100.0|100.0|100.0","0.08598576390300067|0.027188481712979683|0.09119965157153026|0.1261336130049676|0.08907959403608799","false","","Novel-Clade-2->PW19","0.0069091607054996675"
"sim_mutInfo|dist_bray|correl_pearson|correl_spearman|dist_kullbackleibler","481.52918683420745","","copresence","Novel-Clade-2->Marimonadida","5","0.41430155442921546|0.23463183974901114|0.6084124148854806|0.7695722701272095|0.3777288104249837","sim_mutInfo=unknown|dist_bray=copresence|correl_pearson=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence","sim_mutInfo=0.24806215056222314|dist_bray=0.148948539562336|correl_pearson=0.01269002257982016|correl_spearman=0.0021569457126541236|dist_kullbackleibler=6.883115879979806E-4","sim_mutInfo=0.41430155442921546|dist_bray=0.23463183974901114|correl_pearson=0.6084124148854806|correl_spearman=0.7695722701272095|dist_kullbackleibler=0.3777288104249837","Novel-Clade-2->Marimonadida","0.09698914929999997","0.09508888","0.03941655586776948","0.41430155442921546","7.6211271075044E-6","7.6211271075044E-6","2.6324208221331977E-4","0.3614262214307129|0.23347216214053199|0.6213777147277774|0.7534465919069031|0.3663760956613374","0.38551135466058506|0.2370186666852383|0.6259724566765581|0.7566806357733777|0.3717222327116029","100.0|100.0|100.0|100.0|100.0","0.15095939042491766|0.033425786541709204|0.08248242123536187|0.07482094436158586|0.08786088848833802","false","","Novel-Clade-2->Marimonadida","2.6324208221331977E-4"
"correl_spearman|dist_bray|correl_pearson|dist_kullbackleibler","446.72857142857146","","copresence","Novel-Clade-2->Abeoformidae","4","0.6307539622800159|0.3097929797395751|0.6108399640541649|0.7989596559822373","correl_spearman=copresence|dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence","correl_spearman=0.028232039435342693|dist_bray=0.17868222163592873|correl_pearson=0.015087419224048437|dist_kullbackleibler=1.7248054035845506E-4","correl_spearman=0.6307539622800159|dist_bray=0.3097929797395751|correl_pearson=0.6108399640541649|dist_kullbackleibler=0.7989596559822373","Novel-Clade-2->Abeoformidae","-0.0014776690000000011","-0.018839315000000002","0.12547160724984624","0.6307539622800159","7.992637213083409E-5","7.992637213083409E-5","0.0022018646391307115","0.6219620971717148|0.30717336810204177|0.6055726681783195|0.7727956636245983","0.6335356113065024|0.3006934394841066|0.613609818939789|0.7692896627967977","100.0|100.0|100.0|100.0","0.10682890963076601|0.03306321065973336|0.08620351688102718|0.14019846782072404","false","","Novel-Clade-2->Abeoformidae","0.0022018646391307115"
"dist_kullbackleibler|correl_pearson|dist_bray|correl_spearman","93.56367921081474","","copresence","Novel-Clade-2->NAMAKO-15","4","0.26100582571422604|0.6334650709881418|0.19689637204960275|0.7232135234354995","dist_kullbackleibler=copresence|correl_pearson=copresence|dist_bray=copresence|correl_spearman=copresence","dist_kullbackleibler=0.0029398894053360713|correl_pearson=0.01621159348435891|dist_bray=0.16645835812928245|correl_spearman=0.005681428171031344","dist_kullbackleibler=0.26100582571422604|correl_pearson=0.6334650709881418|dist_bray=0.19689637204960275|correl_spearman=0.7232135234354995","Novel-Clade-2->NAMAKO-15","0.8873424831999995","0.890610345","0.11338731861100972","0.26100582571422604","2.0906460098069068E-4","2.0906460098069068E-4","0.004919313356584019","0.2603270185749815|0.6261531735724833|0.19645081816907728|0.6925242542638333","0.26074005843923376|0.6264420915386059|0.19861209294269017|0.7046474899688013","100.0|100.0|100.0|100.0","0.05182017276556668|0.086976694810022|0.024210246031613432|0.07968068438049605","false","","Novel-Clade-2->NAMAKO-15","0.004919313356584019"
"dist_kullbackleibler|correl_pearson|correl_spearman|dist_bray","26.75621880109092","","copresence","Novel-Clade-2->Amastigomonas-mutabilis","4","0.44438211674276573|0.6471682314587806|0.7443865790147703|0.2445592173221044","dist_kullbackleibler=copresence|correl_pearson=copresence|correl_spearman=copresence|dist_bray=copresence","dist_kullbackleibler=6.676612734546339E-5|correl_pearson=0.005229537246960014|correl_spearman=0.0013378899409287603|dist_bray=0.10200085248169555","dist_kullbackleibler=0.44438211674276573|correl_pearson=0.6471682314587806|correl_spearman=0.7443865790147703|dist_bray=0.2445592173221044","Novel-Clade-2->Amastigomonas-mutabilis","1.5635718433999997","1.5562025350000002","0.22496620522628888","0.44438211674276573","8.388777551493476E-7","8.388777551493476E-7","3.678661321059269E-5","0.4301856858015437|0.6430960452048821|0.727626580638104|0.24029080661256338","0.4202427785011881|0.6534341648019342|0.7298475427921074|0.23685738342671275","100.0|100.0|100.0|100.0","0.08803653434597171|0.06812665762086136|0.05747903995586112|0.02248765968929529","true","","Novel-Clade-2->Amastigomonas-mutabilis","3.678661321059269E-5"
"correl_pearson|dist_kullbackleibler|correl_spearman|sim_mutInfo|dist_bray","150.30317836752653","","copresence","Novel-Clade-2->Thraustochytrium","5","0.5616343819178986|0.47384190754348054|0.6911978143942632|0.3852343129878175|0.25881818588932337","correl_pearson=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence|sim_mutInfo=unknown|dist_bray=copresence","correl_pearson=0.025417771293777425|dist_kullbackleibler=4.2114528221592895E-4|correl_spearman=0.008352941626850519|sim_mutInfo=0.23116599186513853|dist_bray=0.15953815425150486","correl_pearson=0.5616343819178986|dist_kullbackleibler=0.47384190754348054|correl_spearman=0.6911978143942632|sim_mutInfo=0.3852343129878175|dist_bray=0.25881818588932337","Novel-Clade-2->Thraustochytrium","0.004042249","-2.461449999999999E-4","0.14290820024855486","0.5616343819178986","2.6719703233757386E-5","2.6719703233757386E-5","8.266715546493159E-4","0.5668980790366578|0.45563745029589653|0.6789544691964475|0.3662946459918176|0.25486978866972265","0.584791786309139|0.4650833410007311|0.6885822696170766|0.3925407848785145|0.2548814462402909","100.0|100.0|100.0|100.0|100.0","0.08307105025006888|0.09068420854470664|0.08350273233158273|0.12852703316084804|0.032342717349541666","false","","Novel-Clade-2->Thraustochytrium","8.266715546493159E-4"
"dist_kullbackleibler|correl_pearson|correl_spearman|dist_bray","61.997929606625256","","copresence","Novel-Clade-2->Bolidomonas-family-incertae-sedis","4","1.2105595585315907|0.5635965173491484|0.6038982014468592|0.2957582971542291","dist_kullbackleibler=copresence|correl_pearson=copresence|correl_spearman=copresence|dist_bray=copresence","dist_kullbackleibler=0.01033020926790651|correl_pearson=0.029095443686020128|correl_spearman=0.026197426908808774|dist_bray=0.15725450803326646","dist_kullbackleibler=1.2105595585315907|correl_pearson=0.5635965173491484|correl_spearman=0.6038982014468592|dist_bray=0.2957582971542291","Novel-Clade-2->Bolidomonas-family-incertae-sedis","2.4875417089000007","2.470823575","0.3589406237367239","1.2105595585315907","0.0025083940166945595","0.0025083940166945595","0.04120466132309662","1.126223334911597|0.5609191663867725|0.5980282979303438|0.28690849390041173","1.1263108063553204|0.5678072984072111|0.597634321741038|0.288130019949231","100.0|100.0|100.0|100.0","0.34605307967443505|0.08807427234576248|0.09648276705118285|0.031007395396109264","false","","Novel-Clade-2->Bolidomonas-family-incertae-sedis","0.04120466132309662"
"dist_kullbackleibler|correl_spearman|dist_bray|correl_pearson|sim_mutInfo","103.19798136645964","","copresence","Novel-Clade-2->Suessiaceae","5","0.3415347104211331|0.7579612396482546|0.22959558028431248|0.663529913790714|0.3433685762215051","dist_kullbackleibler=copresence|correl_spearman=copresence|dist_bray=copresence|correl_pearson=copresence|sim_mutInfo=unknown","dist_kullbackleibler=5.647424315857741E-5|correl_spearman=0.0031682468136907116|dist_bray=0.10932626450034588|correl_pearson=0.0028354632363364884|sim_mutInfo=0.24517701932231467","dist_kullbackleibler=0.3415347104211331|correl_spearman=0.7579612396482546|dist_bray=0.22959558028431248|correl_pearson=0.663529913790714|sim_mutInfo=0.3433685762215051","Novel-Clade-2->Suessiaceae","1.3365005513000006","1.3624458050000001","0.20464449886722294","0.3415347104211331","2.941325759620028E-7","2.941325759620028E-7","1.513582225077939E-5","0.32575405397798|0.7374478292028016|0.22561174205454548|0.6756788421057739|0.38125035478866637","0.319007486901121|0.7503048531288634|0.22240984682201909|0.6825084510978792|0.39838847022961343","100.0|100.0|100.0|100.0|100.0","0.06853254342909226|0.07440787832139585|0.0262358260791245|0.0640406949170383|0.16223056995371335","true","","Novel-Clade-2->Suessiaceae","1.513582225077939E-5"
