"cooc_method","EdgeBetweenness","interaction","interactionType","Label","method_number","method_scores","methodname_interactiontype","methodname_pval","methodname_score","name","nulldistribmean","nulldistribmedian","nulldistribsd","oriScore","pval","pval-brown-merge","qval","randdistribMean","randdistribMedian","randdistribNumNonNaNScores","randdistribSD","selected","shared interaction","shared name","weight"
"dist_bray|dist_kullbackleibler|correl_spearman|correl_pearson","72.22040404040408","","copresence","Amastigomonas-mutabilis->ME-Euk-FW10","4","0.34365915517389223|1.2121928509625917|0.6453327919172142|0.6355685336802526","dist_bray=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence|correl_pearson=copresence","dist_bray=0.11777261531611316|dist_kullbackleibler=8.124391480679449E-7|correl_spearman=0.01589815836933961|correl_pearson=0.020153211007685412","dist_bray=0.34365915517389223|dist_kullbackleibler=1.2121928509625917|correl_spearman=0.6453327919172142|correl_pearson=0.6355685336802526","Amastigomonas-mutabilis->ME-Euk-FW10","0.5653965692999999","0.56339914","0.04381612526689559","0.34365915517389223","5.808874140589282E-7","5.808874140589282E-7","2.6155493116956918E-5","0.33564881814678793|1.1532023187943905|0.6426987078026444|0.6486075725086318","0.3318570718418794|1.1163988810254022|0.6462418940266|0.6569311347860599","100.0|100.0|100.0|100.0","0.03751372847367891|0.23067595221271206|0.08848253485365908|0.09756566343596432","true","","Amastigomonas-mutabilis->ME-Euk-FW10","2.6155493116956918E-5"
"correl_spearman|dist_bray|sim_mutInfo|correl_pearson|dist_kullbackleibler","422.92212281061643","","copresence","Amastigomonas-mutabilis->CCW10","5","0.7351660548108944|0.27019642185518467|0.4904100615833782|0.5530189423489599|0.4402449094317084","correl_spearman=copresence|dist_bray=copresence|sim_mutInfo=unknown|correl_pearson=copresence|dist_kullbackleibler=copresence","correl_spearman=0.001508337108846125|dist_bray=0.18249403997870284|sim_mutInfo=0.21942584060945647|correl_pearson=0.013202878866496515|dist_kullbackleibler=1.8837580313846303E-4","correl_spearman=0.7351660548108944|dist_bray=0.27019642185518467|sim_mutInfo=0.4904100615833782|correl_pearson=0.5530189423489599|dist_kullbackleibler=0.4402449094317084","Amastigomonas-mutabilis->CCW10","-0.016999914499999994","-0.024545375","0.12133327499487996","0.7351660548108944","2.1713635363074246E-6","2.1713635363074246E-6","8.760149050878674E-5","0.7062790953996568|0.270664697837152|0.3877021038534809|0.5401883932858854|0.4389063755489571","0.7119035318500889|0.2717491259188158|0.4071991732957705|0.5437176183990503|0.4444603752487838","100.0|100.0|100.0|100.0|100.0","0.05946474461829928|0.021918677855689885|0.1356419376408764|0.06259255933160374|0.06304422079576197","true","","Amastigomonas-mutabilis->CCW10","8.760149050878674E-5"
"dist_bray|correl_spearman|dist_kullbackleibler|correl_pearson","161.34164839848984","","copresence","Amastigomonas-mutabilis->LKM11","4","0.31146526345139036|0.7048916822721442|1.26937228891923|0.7314916506121126","dist_bray=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence","dist_bray=0.06723120861808052|correl_spearman=0.010740212689902218|dist_kullbackleibler=1.0026077856828408E-6|correl_pearson=0.0012300767434208493","dist_bray=0.31146526345139036|correl_spearman=0.7048916822721442|dist_kullbackleibler=1.26937228891923|correl_pearson=0.7314916506121126","Amastigomonas-mutabilis->LKM11","0.5677849088000001","0.566872495","0.044567132871638764","0.31146526345139036","2.9237163690076784E-8","2.9237163690076784E-8","1.9148443699877562E-6","0.30710902275786617|0.7024429449201273|1.2285325655924084|0.7335583805154594","0.30629183238131674|0.7201141400472458|1.1892583730253736|0.7391711185186278","100.0|100.0|100.0|100.0","0.030332787019724118|0.08967245049797698|0.31726163623335774|0.05933203031624905","true","","Amastigomonas-mutabilis->LKM11","1.9148443699877562E-6"
"dist_bray|dist_kullbackleibler|correl_spearman|correl_pearson","26.420707070707067","","copresence","Novel-Apicomplexa-Class-1->Labyrinthuloides","4","0.2907467340582066|0.7709467425160391|0.7728348684172953|0.6814258870788491","dist_bray=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence|correl_pearson=copresence","dist_bray=0.06363959570678746|dist_kullbackleibler=5.324962693009638E-12|correl_spearman=4.1691358587681027E-4|correl_pearson=0.008722216883534362","dist_bray=0.2907467340582066|dist_kullbackleibler=0.7709467425160391|correl_spearman=0.7728348684172953|correl_pearson=0.6814258870788491","Novel-Apicomplexa-Class-1->Labyrinthuloides","0.5568453041000001","0.553496855","0.047195211776473206","0.2907467340582066","2.0894397323445446E-13","2.0894397323445446E-13","2.926956825059316E-11","0.28038768398596764|0.7375244239095164|0.7585020156640299|0.6866238651362171","0.27519629894093306|0.7309428470997278|0.7606597282436358|0.697122933329716","100.0|100.0|100.0|100.0","0.03286724680104811|0.15386317432739754|0.054317263943851744|0.08495996637547748","true","","Novel-Apicomplexa-Class-1->Labyrinthuloides","2.926956825059316E-11"
"correl_pearson|correl_spearman|dist_bray|dist_kullbackleibler","5.087373737373737","","copresence","Novel-Apicomplexa-Class-1->Apusozoa","4","0.5539267164298992|0.6973403115511911|0.3544077505857265|1.0937894653686229","correl_pearson=copresence|correl_spearman=copresence|dist_bray=copresence|dist_kullbackleibler=copresence","correl_pearson=0.04650670654266692|correl_spearman=0.0059748322631063555|dist_bray=0.14837593603264732|dist_kullbackleibler=1.9995665545557983E-6","correl_pearson=0.5539267164298992|correl_spearman=0.6973403115511911|dist_bray=0.3544077505857265|dist_kullbackleibler=1.0937894653686229","Novel-Apicomplexa-Class-1->Apusozoa","-0.017215744900000017","-0.027542435","0.1364946893268336","0.5539267164298992","1.3224381245624528E-6","1.3224381245624528E-6","5.511616084436735E-5","0.5493167118370903|0.6757679430283464|0.34892698754131557|1.0779167981153366","0.552295697571072|0.688350041510402|0.3488498986909291|1.0508347481102638","100.0|100.0|100.0|100.0","0.11375750871045297|0.07470305493259798|0.0428621170740785|0.24123598191127496","true","","Novel-Apicomplexa-Class-1->Apusozoa","5.511616084436735E-5"
"dist_kullbackleibler|dist_bray|correl_spearman|correl_pearson|sim_mutInfo","20.98570016939582","","copresence","Novel-Apicomplexa-Class-1->Suessiaceae","5","1.219668347197524|0.33677514315601553|0.6794510117949375|0.5741483851899438|0.336771956031527","dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence|correl_pearson=copresence|sim_mutInfo=unknown","dist_kullbackleibler=2.6973387023621065E-4|dist_bray=0.1149528073458077|correl_spearman=0.006847712209415158|correl_pearson=0.03450135196484683|sim_mutInfo=0.24634467200023363","dist_kullbackleibler=1.219668347197524|dist_bray=0.33677514315601553|correl_spearman=0.6794510117949375|correl_pearson=0.5741483851899438|sim_mutInfo=0.336771956031527","Novel-Apicomplexa-Class-1->Suessiaceae","3.048191813200002","3.0868241149999998","0.5512130236541897","1.219668347197524","1.6471729301859028E-5","1.6471729301859028E-5","5.429211167926476E-4","1.1522653820731747|0.3260669425570712|0.6804859261825632|0.5749107727505665|0.35177239928774773","1.130333558147556|0.3229948241140536|0.6711526229870886|0.5922296138860825|0.3611571439805521","100.0|100.0|100.0|100.0|100.0","0.30019410504435057|0.03532895909219667|0.07925506466972931|0.10281097730769384|0.13367131990452746","false","","Novel-Apicomplexa-Class-1->Suessiaceae","5.429211167926476E-4"
"correl_spearman|correl_pearson|dist_bray|dist_kullbackleibler","28.082021069297255","","copresence","Pseudopirsonia->LKM11","4","0.6866498565102186|0.6934343871705105|0.3322151802275817|1.1446778433172715","correl_spearman=copresence|correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence","correl_spearman=0.006779479055112225|correl_pearson=0.002066042387091238|dist_bray=0.06637513906907222|dist_kullbackleibler=5.253260049187247E-10","correl_spearman=0.6866498565102186|correl_pearson=0.6934343871705105|dist_bray=0.3322151802275817|dist_kullbackleibler=1.1446778433172715","Pseudopirsonia->LKM11","-0.006333872399999997","-0.023619725","0.14684835516840214","0.6866498565102186","4.289346655639292E-11","4.289346655639292E-11","4.8069278187531E-9","0.6776070689241195|0.6935269454379882|0.3269390659024516|1.1173130712453883","0.682448870862371|0.6973447073198866|0.3248629247762811|1.096420936774436","100.0|100.0|100.0|100.0","0.07675141490496133|0.06010556401586214|0.03412086685229284|0.2608122184826054","true","","Pseudopirsonia->LKM11","4.8069278187531E-9"
"sim_mutInfo|dist_bray|dist_kullbackleibler|correl_pearson|correl_spearman","34.62343685300204","","copresence","Pseudopirsonia->Vampyrellidae-order-incertae-sedis","5","0.2622680069269405|0.3177908358619267|0.7869989913041219|0.5623051998549194|0.649790830700931","sim_mutInfo=unknown|dist_bray=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence|correl_spearman=copresence","sim_mutInfo=0.27640781484111443|dist_bray=0.14123946738436288|dist_kullbackleibler=4.4338668460430775E-5|correl_pearson=0.052112400145754634|correl_spearman=0.01098646501802547","sim_mutInfo=0.2622680069269405|dist_bray=0.3177908358619267|dist_kullbackleibler=0.7869989913041219|correl_pearson=0.5623051998549194|correl_spearman=0.649790830700931","Pseudopirsonia->Vampyrellidae-order-incertae-sedis","0.10334103870000001","0.10045859","0.0459777922185078","0.2622680069269405","1.0151202849417729E-5","1.0151202849417729E-5","3.435739326819705E-4","0.3001824194502958|0.31844287348417|0.7845520827300813|0.5685155777182944|0.6296052446987442","0.3005226703136601|0.3144349173726084|0.7635467985190827|0.5766969630100891|0.6325305454087413","100.0|100.0|100.0|100.0|100.0","0.10998251617565878|0.04198017442083036|0.19240397799578057|0.12804044987976823|0.07173196519820588","false","","Pseudopirsonia->Vampyrellidae-order-incertae-sedis","3.435739326819705E-4"
"dist_kullbackleibler|correl_spearman","7.524382018947238","","copresence","Pseudopirsonia->Novel-Apicomplexa-Class-1","2","1.2012686778200055|0.6547997279202912","dist_kullbackleibler=copresence|correl_spearman=copresence","dist_kullbackleibler=3.855730466018059E-7|correl_spearman=0.014335248179160043","dist_kullbackleibler=1.2012686778200055|correl_spearman=0.6547997279202912","Pseudopirsonia->Novel-Apicomplexa-Class-1","3.554627593","3.48409077","0.6676316519972931","1.2012686778200055","4.033521370583326E-5","4.033521370583326E-5","0.001189534986657995","1.1723149768311067|0.6350103747831208","1.15872070693649|0.6465818020051475","100.0|100.0","0.23232641751148767|0.09232278923131912","false","","Pseudopirsonia->Novel-Apicomplexa-Class-1","0.001189534986657995"
"dist_kullbackleibler|dist_bray|correl_spearman|sim_mutInfo","20.932218830809475","","copresence","Pseudopirsonia->TAGIRI-15","4","0.7307823209549352|0.3306297093784232|0.7410569452744818|0.3398406902566249","dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence|sim_mutInfo=unknown","dist_kullbackleibler=0.006141703801187504|dist_bray=0.24044919819628108|correl_spearman=0.004591921604198579|sim_mutInfo=0.19577170181775216","dist_kullbackleibler=0.7307823209549352|dist_bray=0.3306297093784232|correl_spearman=0.7410569452744818|sim_mutInfo=0.3398406902566249","Pseudopirsonia->TAGIRI-15","1.6042983221999998","1.5976954","0.17678951350746516","0.7307823209549352","0.0026381391882384087","0.0026381391882384087","0.042916567504149336","0.7198441627404005|0.331752308385663|0.7274578727659751|0.4617922402025814","0.7136295314558339|0.3323148192473292|0.747676239796075|0.481448230506488","100.0|100.0|100.0|100.0","0.12477225554342629|0.0328734394036102|0.08300124659672169|0.17547376891999672","false","","Pseudopirsonia->TAGIRI-15","0.042916567504149336"
"dist_kullbackleibler|dist_bray|correl_pearson|correl_spearman|sim_mutInfo","20.227456926047587","","copresence","Pseudopirsonia->PW19","5","0.6340873691502545|0.31065655703990924|0.5613160635037945|0.6954665755997613|0.24127702676503615","dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence|correl_spearman=copresence|sim_mutInfo=unknown","dist_kullbackleibler=9.812498037786721E-5|dist_bray=0.1663159256515071|correl_pearson=0.04116283966778145|correl_spearman=0.01068515689158439|sim_mutInfo=0.2695841648167351","dist_kullbackleibler=0.6340873691502545|dist_bray=0.31065655703990924|correl_pearson=0.5613160635037945|correl_spearman=0.6954665755997613|sim_mutInfo=0.24127702676503615","Pseudopirsonia->PW19","1.9520882380999998","1.93812264","0.32025495531644477","0.6340873691502545","1.742351597888714E-5","1.742351597888714E-5","5.632486607790246E-4","0.6129759136476765|0.30706093011008967|0.5749963829155833|0.6811146649359929|0.3350168857165086","0.5937221133131485|0.3046274712507996|0.5878370574520072|0.6960099035091696|0.33667035739484164","100.0|100.0|100.0|100.0|100.0","0.1293190135456026|0.03392437453553266|0.11429841119118227|0.08909583667992653|0.14508862660389363","false","","Pseudopirsonia->PW19","5.632486607790246E-4"
"dist_kullbackleibler|correl_spearman|dist_bray|correl_pearson","26.31919799498746","","copresence","Pseudopirsonia->DH147-EKD10","4","0.9132582361609891|0.6781998623173703|0.3247305486052029|0.6366867006165674","dist_kullbackleibler=copresence|correl_spearman=copresence|dist_bray=copresence|correl_pearson=copresence","dist_kullbackleibler=5.075200260051815E-10|correl_spearman=0.0045224567105314195|dist_bray=0.09989261647096703|correl_pearson=0.01812956763914253","dist_kullbackleibler=0.9132582361609891|correl_spearman=0.6781998623173703|dist_bray=0.3247305486052029|correl_pearson=0.6366867006165674","Pseudopirsonia->DH147-EKD10","3.462937926799999","3.428019035","0.653493315897435","0.9132582361609891","2.815225830232748E-10","2.815225830232748E-10","2.6787139362007073E-8","0.9013553978794394|0.667122464962508|0.3186729987902055|0.6410740921998196","0.8742955922055631|0.6716144117165272|0.3191576408187745|0.6465130659743306","100.0|100.0|100.0|100.0","0.17593693035415486|0.068150250605886|0.03599843894416576|0.10054897583633894","true","","Pseudopirsonia->DH147-EKD10","2.6787139362007073E-8"
"sim_mutInfo|correl_pearson|correl_spearman|dist_kullbackleibler|dist_bray","14.867167011732224","","copresence","Pseudopirsonia->Labyrinthuloides","5","0.3140562428071827|0.8832261527689135|0.9002817382395635|0.20870182200801482|0.16209931433752678","sim_mutInfo=unknown|correl_pearson=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence|dist_bray=copresence","sim_mutInfo=0.15546924421893465|correl_pearson=9.914140897127055E-9|correl_spearman=9.588508548485919E-6|dist_kullbackleibler=0.0|dist_bray=0.012265834853607216","sim_mutInfo=0.3140562428071827|correl_pearson=0.8832261527689135|correl_spearman=0.9002817382395635|dist_kullbackleibler=0.20870182200801482|dist_bray=0.16209931433752678","Pseudopirsonia->Labyrinthuloides","0.10055172979999999","0.09559136","0.037288012804771405","0.3140562428071827","0.0","0.0","0.0","0.5216855085426368|0.8884518299265813|0.8882403585217981|0.20801859259267286|0.16461444003241382","0.5414143636827206|0.889485015404281|0.8972845493307567|0.20087779249794818|0.16300906260076264","100.0|100.0|100.0|100.0|100.0","0.1727439498326685|0.026370182530300136|0.04111600679643209|0.05046679362576024|0.025528151723285184","true","","Pseudopirsonia->Labyrinthuloides","0.0"
"dist_kullbackleibler|dist_bray|correl_pearson|correl_spearman","6.870341614906832","","copresence","Pseudopirsonia->Apusozoa","4","0.601740854546995|0.2963924717967935|0.5845906417112016|0.7237257747801592","dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence|correl_spearman=copresence","dist_kullbackleibler=2.0784256649086785E-8|dist_bray=0.1120586047412262|correl_pearson=0.025663100281209328|correl_spearman=0.0028262958904279323","dist_kullbackleibler=0.601740854546995|dist_bray=0.2963924717967935|correl_pearson=0.5845906417112016|correl_spearman=0.7237257747801592","Pseudopirsonia->Apusozoa","2.4377719116","2.435899655","0.3819165826093691","0.601740854546995","7.027945114757017E-9","7.027945114757017E-9","5.369988971775702E-7","0.5932932754586459|0.2985791346975909|0.5908214425691484|0.7071714523600668","0.5944611184726654|0.29880023651491855|0.593466899614557|0.7150245567716627","100.0|100.0|100.0|100.0","0.1131211038863524|0.03605917669800338|0.08726478973890006|0.06814004065867814","true","","Pseudopirsonia->Apusozoa","5.369988971775702E-7"
"correl_spearman|dist_bray|correl_pearson|dist_kullbackleibler","17.54262626262626","","copresence","Pseudopirsonia->ME-Euk-FW10","4","0.6491124448748657|0.3174913790665155|0.7024169248782598|1.02626846659288","correl_spearman=copresence|dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence","correl_spearman=0.013158585952169344|dist_bray=0.09197482689346304|correl_pearson=0.011691518639393439|dist_kullbackleibler=1.383258041443014E-8","correl_spearman=0.6491124448748657|dist_bray=0.3174913790665155|correl_pearson=0.7024169248782598|dist_kullbackleibler=1.02626846659288","Pseudopirsonia->ME-Euk-FW10","0.007106177000000003","-0.0019542550000000002","0.157244545683017","0.6491124448748657","7.97772248262163E-9","7.97772248262163E-9","6.004724549232967E-7","0.6463910618372484|0.30894701989210926|0.7066943943553078|0.9867296741583889","0.663002914569196|0.31124633245545325|0.7104246983888713|0.996229428448892","100.0|100.0|100.0|100.0","0.08281262815461367|0.04521316267653018|0.09427179647169627|0.21349513639540244","true","","Pseudopirsonia->ME-Euk-FW10","6.004724549232967E-7"
"dist_kullbackleibler|sim_mutInfo|correl_pearson|dist_bray|correl_spearman","21.25238095238095","","copresence","Pseudopirsonia->Araeolaimida","5","1.01289532605272|0.24187431396158665|0.5188048226375789|0.32651381810581104|0.5689953257363211","dist_kullbackleibler=copresence|sim_mutInfo=unknown|correl_pearson=copresence|dist_bray=copresence|correl_spearman=copresence","dist_kullbackleibler=2.4058704990892466E-5|sim_mutInfo=0.28220073235013854|correl_pearson=0.038348140065042835|dist_bray=0.14640451733680215|correl_spearman=0.025542452574585317","dist_kullbackleibler=1.01289532605272|sim_mutInfo=0.24187431396158665|correl_pearson=0.5188048226375789|dist_bray=0.32651381810581104|correl_spearman=0.5689953257363211","Pseudopirsonia->Araeolaimida","2.995824981","2.95919742","0.6414213818863328","1.01289532605272","1.0006492344616369E-5","1.0006492344616369E-5","3.4096446549932666E-4","0.9718389872259796|0.29317003504152195|0.5473148824401598|0.3207149290603751|0.562276117193044","0.9265306043762699|0.3007637010677191|0.5674293626186505|0.31367144335888403|0.5705380200917639","100.0|100.0|100.0|100.0|100.0","0.24796019721663232|0.11495417655014989|0.1100906455125308|0.04837554822452901|0.09448193629530655","false","","Pseudopirsonia->Araeolaimida","3.4096446549932666E-4"
"correl_pearson|correl_spearman|sim_mutInfo|dist_kullbackleibler|dist_bray","4.842857142857143","","copresence","Thaumatomonadida->Amastigomonas-mutabilis","5","0.6857470089045045|0.8774011781780933|0.6046495348386036|0.2669042685457823|0.2145421738301143","correl_pearson=copresence|correl_spearman=copresence|sim_mutInfo=unknown|dist_kullbackleibler=copresence|dist_bray=copresence","correl_pearson=0.002421095327655276|correl_spearman=1.5114890298817407E-6|sim_mutInfo=0.20445286482748437|dist_kullbackleibler=2.824407374646398E-13|dist_bray=0.06585218459212383","correl_pearson=0.6857470089045045|correl_spearman=0.8774011781780933|sim_mutInfo=0.6046495348386036|dist_kullbackleibler=0.2669042685457823|dist_bray=0.2145421738301143","Thaumatomonadida->Amastigomonas-mutabilis","-0.04798734640000002","-0.056953000000000004","0.1279502937769203","0.6857470089045045","0.0","0.0","0.0","0.7040724465954565|0.8602441866722481|0.47793579107817946|0.25557887386392325|0.21100783009800364","0.7019318704095211|0.8632314328566737|0.5100151956224384|0.25360146195767197|0.21097440426539438","100.0|100.0|100.0|100.0|100.0","0.07125633867408022|0.03475809304114826|0.2107715016534211|0.052990773633007665|0.02478658005460021","true","","Thaumatomonadida->Amastigomonas-mutabilis","0.0"
"sim_mutInfo|dist_kullbackleibler|correl_spearman","24.48937728937728","","copresence","Thaumatomonadida->Cercomonas","3","0.32754494573976434|0.9605989287155365|0.7393271884872615","sim_mutInfo=unknown|dist_kullbackleibler=copresence|correl_spearman=copresence","sim_mutInfo=0.258162248593152|dist_kullbackleibler=4.069404817230726E-6|correl_spearman=3.549419435290302E-4","sim_mutInfo=0.32754494573976434|dist_kullbackleibler=0.9605989287155365|correl_spearman=0.7393271884872615","Thaumatomonadida->Cercomonas","0.10531651059999994","0.09775716500000001","0.04024206559361407","0.32754494573976434","4.580976662227343E-6","4.580976662227343E-6","1.724019799075559E-4","0.3527410090250832|0.9354659508383801|0.7186885190871202","0.3680844930052294|0.9415990161522827|0.7186411749867657","100.0|100.0|100.0","0.14533401319126638|0.15278381031967547|0.05005033146599258","true","","Thaumatomonadida->Cercomonas","1.724019799075559E-4"
"dist_kullbackleibler|correl_pearson|dist_bray|sim_mutInfo|correl_spearman","194.3737501140655","","copresence","Thaumatomonadida->Marimonadida","5","0.43054590955453526|0.5215016987081234|0.24153439510566876|0.5134547262976838|0.7766584137283365","dist_kullbackleibler=copresence|correl_pearson=copresence|dist_bray=copresence|sim_mutInfo=unknown|correl_spearman=copresence","dist_kullbackleibler=1.360247002207826E-4|correl_pearson=0.04244439922712323|dist_bray=0.1388997714302822|sim_mutInfo=0.23901922688494975|correl_spearman=0.0035223755310014315","dist_kullbackleibler=0.43054590955453526|correl_pearson=0.5215016987081234|dist_bray=0.24153439510566876|sim_mutInfo=0.5134547262976838|correl_spearman=0.7766584137283365","Thaumatomonadida->Marimonadida","1.6462996909","1.61815924","0.31712658228347995","0.43054590955453526","7.434042341047942E-6","7.434042341047942E-6","2.603463578187831E-4","0.4224557475210303|0.5460391962300506|0.23981912944956923|0.4088271304485773|0.7506647971939948","0.4149944526566445|0.5441035779783688|0.23714871889047567|0.4500884052072103|0.7549328008722442","100.0|100.0|100.0|100.0|100.0","0.11300991159955476|0.11084611035076777|0.035993869756940494|0.18297316366467156|0.08089691849464334","false","","Thaumatomonadida->Marimonadida","2.603463578187831E-4"
"dist_kullbackleibler|correl_pearson|correl_spearman|sim_mutInfo|dist_bray","8.266718426501035","","copresence","Thaumatomonadida->Labyrinthuloides","5","0.39141765839749243|0.6210532816607832|0.8101255015794422|0.5016319959173341|0.25275510351735353","dist_kullbackleibler=copresence|correl_pearson=copresence|correl_spearman=copresence|sim_mutInfo=unknown|dist_bray=copresence","dist_kullbackleibler=9.151950863817149E-9|correl_pearson=0.009111133326314802|correl_spearman=2.5555987392350543E-4|sim_mutInfo=0.21494766293005663|dist_bray=0.11911980415957824","dist_kullbackleibler=0.39141765839749243|correl_pearson=0.6210532816607832|correl_spearman=0.8101255015794422|sim_mutInfo=0.5016319959173341|dist_bray=0.25275510351735353","Thaumatomonadida->Labyrinthuloides","1.9126980025","1.8754399400000001","0.33187700783196733","0.39141765839749243","4.729638902745137E-11","4.729638902745137E-11","5.1851236927268965E-9","0.37932715070294665|0.6299737598240613|0.7884994007794733|0.4253624140383125|0.2501398440133464","0.37717359592420896|0.6229086996063461|0.7992090591337988|0.4414078700405616|0.2508126019918808","100.0|100.0|100.0|100.0|100.0","0.07424929764359606|0.07856438680492626|0.0537669333988094|0.17502593329592325|0.029142336021959973","true","","Thaumatomonadida->Labyrinthuloides","5.1851236927268965E-9"
"correl_pearson|correl_spearman|dist_bray|dist_kullbackleibler|sim_mutInfo","7.510993973346913","","copresence","Thaumatomonadida->TAGIRI-15","5","0.5284553715824972|0.7674378895244605|0.24038269551788305|0.3632169348971883|0.4776618752372237","correl_pearson=copresence|correl_spearman=copresence|dist_bray=copresence|dist_kullbackleibler=copresence|sim_mutInfo=unknown","correl_pearson=0.022447345946188246|correl_spearman=9.859111058727055E-4|dist_bray=0.2133373426407006|dist_kullbackleibler=0.0017421411320879265|sim_mutInfo=0.20393452605491652","correl_pearson=0.5284553715824972|correl_spearman=0.7674378895244605|dist_bray=0.24038269551788305|dist_kullbackleibler=0.3632169348971883|sim_mutInfo=0.4776618752372237","Thaumatomonadida->TAGIRI-15","-0.07334612090000003","-0.06669296499999999","0.12205597557466916","0.5284553715824972","1.5530256320950286E-5","1.5530256320950286E-5","5.152571225431071E-4","0.5567057755644853|0.7543155750489465|0.23546944594651048|0.34740872996229394|0.46351297853467893","0.5609658171600524|0.7592478668336402|0.23298713348144595|0.3397891214346938|0.5063222211605037","100.0|100.0|100.0|100.0|100.0","0.09868400488163079|0.06953337501208902|0.02522104142023595|0.07522763614536825|0.19864993810697412","false","","Thaumatomonadida->TAGIRI-15","5.152571225431071E-4"
"dist_bray|correl_pearson|correl_spearman|dist_kullbackleibler","26.025396825396886","","copresence","Thaumatomonadida->Cercozoa-07.05.2004","4","0.2414344619145372|0.668837299720542|0.6907709382737134|0.3907252127924073","dist_bray=copresence|correl_pearson=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence","dist_bray=0.15720861225680216|correl_pearson=0.013715300020041565|correl_spearman=0.009633375140796485|dist_kullbackleibler=1.3138704712423177E-5","dist_bray=0.2414344619145372|correl_pearson=0.668837299720542|correl_spearman=0.6907709382737134|dist_kullbackleibler=0.3907252127924073","Thaumatomonadida->Cercozoa-07.05.2004","0.4260164288999999","0.425572935","0.037064813899503155","0.2414344619145372","3.547581675422684E-6","3.547581675422684E-6","1.3553374537239845E-4","0.24563954498183815|0.649417737033642|0.6715834963634724|0.4041379126439953","0.2478140553350361|0.6680372446337103|0.6811202837351374|0.39497298372830236","100.0|100.0|100.0|100.0","0.03214909619939118|0.09072894424790823|0.0866450186741289|0.09354664967229274","true","","Thaumatomonadida->Cercozoa-07.05.2004","1.3553374537239845E-4"
"correl_spearman|dist_kullbackleibler|sim_mutInfo|dist_bray","86.36770465691329","","copresence","Thaumatomonadida->PW19","4","0.633484162895928|0.4966990607850762|0.37162536606855845|0.2813943690294375","correl_spearman=copresence|dist_kullbackleibler=copresence|sim_mutInfo=unknown|dist_bray=copresence","correl_spearman=0.023403081207867382|dist_kullbackleibler=6.063543593317622E-4|sim_mutInfo=0.2594558580855695|dist_bray=0.24457341381193376","correl_spearman=0.633484162895928|dist_kullbackleibler=0.4966990607850762|sim_mutInfo=0.37162536606855845|dist_bray=0.2813943690294375","Thaumatomonadida->PW19","-0.021723726200000012","-0.01071459","0.13525228725273708","0.633484162895928","0.001989814232455367","0.001989814232455367","0.03424789479273862","0.6067050845474649|0.48421494448872143|0.3661283044776242|0.277024902071256","0.6049302678832877|0.49322097951758215|0.4152074655837852|0.2778013122102055","100.0|100.0|100.0|100.0","0.09992118526690233|0.09999581392494093|0.16836855541423956|0.034621059222311165","false","","Thaumatomonadida->PW19","0.03424789479273862"
"dist_bray|correl_spearman|correl_pearson|sim_mutInfo|dist_kullbackleibler","2.8285714285714283","","copresence","Thaumatomonadida->Thecofilosea","5","0.20783222914451616|0.8417143345001286|0.670624231117754|0.42961920581596513|0.28610644933916585","dist_bray=copresence|correl_spearman=copresence|correl_pearson=copresence|sim_mutInfo=unknown|dist_kullbackleibler=copresence","dist_bray=0.18558117087606107|correl_spearman=4.093372672464568E-5|correl_pearson=0.0020336246554898407|sim_mutInfo=0.14457359264645148|dist_kullbackleibler=3.6951434147214357E-4","dist_bray=0.20783222914451616|correl_spearman=0.8417143345001286|correl_pearson=0.670624231117754|sim_mutInfo=0.42961920581596513|dist_kullbackleibler=0.28610644933916585","Thaumatomonadida->Thecofilosea","0.3518331431999999","0.35420588","0.026646982645991156","0.20783222914451616","2.739806337359596E-8","2.739806337359596E-8","1.818005705171637E-6","0.20597361656067423|0.8231635141532287|0.6899394352195044|0.5680313234203586|0.27672610263197345","0.2028381195289014|0.8232171486204245|0.6952397057657458|0.577404235839483|0.26993504769320165","100.0|100.0|100.0|100.0|100.0","0.026601421714994397|0.05435284800732083|0.07213827770606318|0.19097914510918979|0.058117979224682904","true","","Thaumatomonadida->Thecofilosea","1.818005705171637E-6"
