"cooc_method","EdgeBetweenness","interaction","interactionType","Label","method_number","method_scores","methodname_interactiontype","methodname_pval","methodname_score","name","nulldistribmean","nulldistribmedian","nulldistribsd","oriScore","pval","pval-brown-merge","qval","randdistribMean","randdistribMedian","randdistribNumNonNaNScores","randdistribSD","selected","shared interaction","shared name","weight"
"dist_bray|dist_kullbackleibler|correl_pearson|correl_spearman|sim_mutInfo","94.0","","mutualExclusion","Spionida->Basommatophora","5","0.963183450873573|17.892750748210943|-0.21893801350406905|-0.4363008165084565|0.1494324937694076","dist_bray=mutualExclusion|dist_kullbackleibler=mutualExclusion|correl_pearson=mutualExclusion|correl_spearman=mutualExclusion|sim_mutInfo=unknown","dist_bray=0.1502132602977736|dist_kullbackleibler=4.432225817641022E-5|correl_pearson=0.13469467555896875|correl_spearman=0.10757180862881044|sim_mutInfo=0.32690893239264074","dist_bray=0.963183450873573|dist_kullbackleibler=17.892750748210943|correl_pearson=-0.21893801350406905|correl_spearman=-0.4363008165084565|sim_mutInfo=0.1494324937694076","Spionida->Basommatophora","0.8223086278999999","0.824293865","0.07296451733054819","0.963183450873573","2.4838114837333336E-5","2.4838114837333336E-5","1.877847130374253E-4","0.958982288851078|17.493910005600853|-0.22892655100310721|-0.4458428035124136|0.2247275598966326","0.9620853583279614|17.53551574241444|-0.2253628955459747|-0.4426343611595995|0.21766936272756698","96.0|96.0|96.0|96.0|96.0","0.017420209456395247|1.6856255006651157|0.04966988764664022|0.12367555062596723|0.08015401208359275","false","","Spionida->Basommatophora","1.877847130374253E-4"
"correl_spearman|dist_kullbackleibler","94.0","","copresence","Cephalopoda->Anopla","2","0.41048950876268686|6.35619855693658","correl_spearman=copresence|dist_kullbackleibler=copresence","correl_spearman=0.09143874242062078|dist_kullbackleibler=3.126388037344441E-13","correl_spearman=0.41048950876268686|dist_kullbackleibler=6.35619855693658","Cephalopoda->Anopla","-0.018669801300000004","-0.028598649999999996","0.141606570599246","0.41048950876268686","9.978129433818594E-12","9.978129433818594E-12","2.302847240383923E-10","0.41829618138312114|6.138538545684345","0.41370804118458526|6.035234355156798","18.0|18.0","0.10762697430185289|1.1267035873984401","true","","Cephalopoda->Anopla","2.302847240383923E-10"
"dist_kullbackleibler|correl_pearson","11.508558108558109","","copresence","Echinocardium-flavescens->Paramphinome-jeffreysii","2","5.94832971305393|0.2759151967796406","dist_kullbackleibler=copresence|correl_pearson=copresence","dist_kullbackleibler=0.0|correl_pearson=0.228176032370567","dist_kullbackleibler=5.94832971305393|correl_pearson=0.2759151967796406","Echinocardium-flavescens->Paramphinome-jeffreysii","18.510271363599994","18.858001100000003","3.524177010738373","5.94832971305393","0.0","0.0","0.0","5.848030565692957|0.32665461835388515","5.375176027970671|0.2996114883373548","84.0|84.0","2.008256118849936|0.2134643722573634","true","","Echinocardium-flavescens->Paramphinome-jeffreysii","0.0"
"correl_pearson|correl_spearman|dist_bray|dist_kullbackleibler","42.147587488763975","","copresence","Rhabditophora->Scyphozoa","4","0.4781687497955926|0.39508409296818275|0.6398976123888409|6.401091298851994","correl_pearson=copresence|correl_spearman=copresence|dist_bray=copresence|dist_kullbackleibler=copresence","correl_pearson=0.14636060023822006|correl_spearman=0.11260938317207075|dist_bray=0.2504344069160098|dist_kullbackleibler=1.0559055020564756E-5","correl_pearson=0.4781687497955926|correl_spearman=0.39508409296818275|dist_bray=0.6398976123888409|dist_kullbackleibler=6.401091298851994","Rhabditophora->Scyphozoa","-0.00832716339999999","-0.048868510000000004","0.131240338578014","0.4781687497955926","3.4107364961344366E-5","3.4107364961344366E-5","2.5136268126973955E-4","0.5367785637899709|0.3819977387690783|0.6128840724990902|5.865308030289268","0.5228836275205911|0.3667738808195304|0.6158833274572032|5.910347918758289","72.0|72.0|72.0|72.0","0.2684040173799604|0.11079652299225011|0.12126955594000093|1.906019873710578","false","","Rhabditophora->Scyphozoa","2.5136268126973955E-4"
"dist_bray|sim_mutInfo|correl_pearson|correl_spearman|dist_kullbackleibler","20.471184371184368","","copresence","Bivalvia->Basommatophora","5","0.6462773017893644|0.17665310960889835|0.36771697342170057|0.5650057366921359|4.618926724357913","dist_bray=copresence|sim_mutInfo=unknown|correl_pearson=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence","dist_bray=0.2248109538498011|sim_mutInfo=0.25200299160836226|correl_pearson=0.15518784751496362|correl_spearman=0.04240705318004867|dist_kullbackleibler=4.602984660095899E-13","dist_bray=0.6462773017893644|sim_mutInfo=0.17665310960889835|correl_pearson=0.36771697342170057|correl_spearman=0.5650057366921359|dist_kullbackleibler=4.618926724357913","Bivalvia->Basommatophora","0.8640696798000005","0.87335429","0.06455559458377959","0.6462773017893644","3.197442310920451E-14","3.197442310920451E-14","1.1216627626708943E-12","0.6414962047601662|0.3015765098927449|0.3657600875856277|0.5433610592958792|4.627349483598047","0.6282270845845936|0.2980093816766618|0.3486330050277933|0.5304827462665314|4.464149624415043","100.0|100.0|100.0|100.0|100.0","0.0866664347483853|0.09211716266130981|0.17579861499696764|0.10734401678852927|1.1977880354112402","true","","Bivalvia->Basommatophora","1.1216627626708943E-12"
"sim_mutInfo|correl_spearman|dist_kullbackleibler","34.88034188034188","","copresence","Bivalvia->Siphonophorae","3","0.15724741884317917|0.4841081941814651|5.770571122492086","sim_mutInfo=unknown|correl_spearman=copresence|dist_kullbackleibler=copresence","sim_mutInfo=0.28580661470633856|correl_spearman=0.07903933252661355|dist_kullbackleibler=6.462774145576944E-5","sim_mutInfo=0.15724741884317917|correl_spearman=0.4841081941814651|dist_kullbackleibler=5.770571122492086","Bivalvia->Siphonophorae","0.11112205400000001","0.10273803000000001","0.0453950371917934","0.15724741884317917","9.385350680152227E-4","9.385350680152227E-4","0.004497788276772406","0.27786591579765757|0.46706350051588447|5.599969182228304","0.2725188819901798|0.47883088705585064|5.579459684592779","100.0|100.0|100.0","0.08688850891266127|0.12676107197239445|0.7619610201006991","false","","Bivalvia->Siphonophorae","0.004497788276772406"
"correl_spearman|dist_kullbackleibler","17.36642246642246","","copresence","Bivalvia->Anthozoa","2","0.3801674440479995|6.17734845732741","correl_spearman=copresence|dist_kullbackleibler=copresence","correl_spearman=0.15817369759914574|dist_kullbackleibler=1.2572003841793133E-4","correl_spearman=0.3801674440479995|dist_kullbackleibler=6.17734845732741","Bivalvia->Anthozoa","-0.0013757759","-7.2138E-4","0.15191137536893085","0.3801674440479995","0.009052854195048976","0.009052854195048976","0.03436949406518594","0.3804781331953373|5.919413363011943","0.38172085907745085|5.963137220925738","100.0|100.0","0.14523318555373882|1.0300276544718778","false","","Bivalvia->Anthozoa","0.03436949406518594"
"correl_spearman|correl_pearson|dist_kullbackleibler","11.066666666666666","","copresence","Echinocardium-cordatum->Echinocardium-flavescens","3","0.5181236673773988|0.23447622634596038|4.897341335569865","correl_spearman=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence","correl_spearman=0.06011780755355095|correl_pearson=0.23614376465549397|dist_kullbackleibler=0.0","correl_spearman=0.5181236673773988|correl_pearson=0.23447622634596038|dist_kullbackleibler=4.897341335569865","Echinocardium-cordatum->Echinocardium-flavescens","-4.540324000000021E-4","-0.00923429","0.1202313066457797","0.5181236673773988","0.0","0.0","0.0","0.520529125697179|0.3186750429756179|4.524390951281721","0.5322694155292318|0.3015646801752687|4.636746732470037","88.0|88.0|88.0","0.11242562158210948|0.22384455525585661|1.5285538790296653","true","","Echinocardium-cordatum->Echinocardium-flavescens","0.0"
"dist_bray|dist_kullbackleibler|correl_spearman","36.985760905760905","","mutualExclusion","Echinocardium-cordatum->Capitella-capitata","3","0.999823475395112|31.523289314448434|-0.37029058361886175","dist_bray=mutualExclusion|dist_kullbackleibler=mutualExclusion|correl_spearman=mutualExclusion","dist_bray=0.08437219606243584|dist_kullbackleibler=1.0470391431649517E-7|correl_spearman=0.14235236905687443","dist_bray=0.999823475395112|dist_kullbackleibler=31.523289314448434|correl_spearman=-0.37029058361886175","Echinocardium-cordatum->Capitella-capitata","0.9596116421","0.9912600600000001","0.07967697579499948","0.999823475395112","9.713200314065418E-7","9.713200314065418E-7","9.464974083817079E-6","0.9995128762801683|30.410132474918164|-0.37050980435715297","0.999803320050348|31.32473514180436|-0.3715607608338198","88.0|88.0|88.0","8.405785240679614E-4|2.028559233259638|0.11291682496133305","false","","Echinocardium-cordatum->Capitella-capitata","9.464974083817079E-6"
"dist_bray|correl_pearson|correl_spearman|dist_kullbackleibler","9.423429903429904","","mutualExclusion","Echinocardium-cordatum->Neochromadora","4","0.9962666647429005|-0.10317570542580794|-0.21968386878870866|25.798836988839817","dist_bray=mutualExclusion|correl_pearson=mutualExclusion|correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion","dist_bray=0.40585668892798576|correl_pearson=0.32712347376217266|correl_spearman=0.3000960929521963|dist_kullbackleibler=2.274765970845527E-4","dist_bray=0.9962666647429005|correl_pearson=-0.10317570542580794|correl_spearman=-0.21968386878870866|dist_kullbackleibler=25.798836988839817","Echinocardium-cordatum->Neochromadora","0.9486102520999998","0.965530935","0.05201919408053187","0.9962666647429005","0.004681368798180818","0.004681368798180818","0.019457632398125962","0.9871053719923347|-0.11525493974546767|-0.21219604797767513|24.887880600935773","0.9955668184383685|-0.11086022795161038|-0.2217337568101993|25.433624251071706","92.0|92.0|92.0|92.0","0.02611371157402936|0.031996974861420245|0.13766679450186584|2.1253874008574916","false","","Echinocardium-cordatum->Neochromadora","0.019457632398125962"
"dist_bray|correl_spearman|correl_pearson|dist_kullbackleibler","19.88798772034066","","mutualExclusion","Owenia-fusiformis->Pycnogonida","4","0.9917515407247428|-0.2839835813924508|-0.13536626134876226|22.450778480893337","dist_bray=mutualExclusion|correl_spearman=mutualExclusion|correl_pearson=mutualExclusion|dist_kullbackleibler=mutualExclusion","dist_bray=0.22448737653080575|correl_spearman=0.20639294036504618|correl_pearson=0.250835609791355|dist_kullbackleibler=0.0011414710248146553","dist_bray=0.9917515407247428|correl_spearman=-0.2839835813924508|correl_pearson=-0.13536626134876226|dist_kullbackleibler=22.450778480893337","Owenia-fusiformis->Pycnogonida","0.9096403066999998","0.93327931","0.07349773161838799","0.9917515407247428","0.006462578981283107","0.006462578981283107","0.02576218984811493","0.9900282637940905|-0.30198843991456004|-0.14693463484674296|21.98797591177472","0.9931849967373354|-0.31476600937672633|-0.14874346190684112|22.503921426389404","36.0|36.0|36.0|36.0","0.011273178418934953|0.1359649295501467|0.03593473550349381|2.015372886637413","false","","Owenia-fusiformis->Pycnogonida","0.02576218984811493"
"dist_kullbackleibler|correl_pearson|dist_bray|correl_spearman","75.56645375321848","","mutualExclusion","Owenia-fusiformis->Cirratulus-cirratus","4","25.761207597117977|-0.08607224569059713|0.9990097272355358|-0.31464594708470234","dist_kullbackleibler=mutualExclusion|correl_pearson=mutualExclusion|dist_bray=mutualExclusion|correl_spearman=mutualExclusion","dist_kullbackleibler=0.009971568630074201|correl_pearson=0.3394906224433999|dist_bray=0.026280387199882238|correl_spearman=0.19491731988981686","dist_kullbackleibler=25.761207597117977|correl_pearson=-0.08607224569059713|dist_bray=0.9990097272355358|correl_spearman=-0.31464594708470234","Owenia-fusiformis->Cirratulus-cirratus","21.1965062354","22.022055295","4.560369755229904","25.761207597117977","0.008082721651070157","0.008082721651070157","0.031365251716763395","25.092559658066442|-0.10321466651553302|0.9984287392140164|-0.31460672600479994","25.293504854848823|-0.10531051352233972|0.9989453962704654|-0.3281191118677628","26.0|26.0|26.0|26.0","2.8022171795667177|0.030752324921482846|0.0017283366423246692|0.12275477583096572","false","","Owenia-fusiformis->Cirratulus-cirratus","0.031365251716763395"
"dist_bray|dist_kullbackleibler|correl_spearman|sim_mutInfo|correl_pearson","94.0","","copresence","Owenia-fusiformis->Prionospio","5","0.5043210025454238|5.062858969665165|0.4333535872309181|0.11896021804252488|0.7091065791783624","dist_bray=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence|sim_mutInfo=unknown|correl_pearson=copresence","dist_bray=0.15637229065514535|dist_kullbackleibler=5.875189224013866E-12|correl_spearman=0.12450878403730259|sim_mutInfo=0.3351564803720605|correl_pearson=0.06128822064457984","dist_bray=0.5043210025454238|dist_kullbackleibler=5.062858969665165|correl_spearman=0.4333535872309181|sim_mutInfo=0.11896021804252488|correl_pearson=0.7091065791783624","Owenia-fusiformis->Prionospio","0.9015638162000001","0.9211264050000001","0.06966567478374588","0.5043210025454238","6.126210649881614E-13","6.126210649881614E-13","1.733124754821347E-11","0.5108842481138869|5.170569256956403|0.42846704249485573|0.18876984979883546|0.6708597951391453","0.5006359176718302|4.777287458991269|0.4330743782977272|0.1867740631279522|0.7152662344012672","48.0|48.0|48.0|48.0|48.0","0.1497773444011434|2.708868133301225|0.13309867953207935|0.0716420782280076|0.19960328287843004","true","","Owenia-fusiformis->Prionospio","1.733124754821347E-11"
"correl_spearman|dist_kullbackleibler|dist_bray|correl_pearson","97.79033967122203","","mutualExclusion","Owenia-fusiformis->Capitella-capitata","4","-0.34064189048514126|28.055342765357373|0.9998403088315214|-0.1062219223175562","correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion|correl_pearson=mutualExclusion","correl_spearman=0.17819585291852869|dist_kullbackleibler=9.572873416519023E-6|dist_bray=1.367101276538163E-4|correl_pearson=0.35359487357277675","correl_spearman=-0.34064189048514126|dist_kullbackleibler=28.055342765357373|dist_bray=0.9998403088315214|correl_pearson=-0.1062219223175562","Owenia-fusiformis->Capitella-capitata","-0.028558758400000005","-0.035668615","0.1401692822207447","-0.34064189048514126","5.6862680009039934E-8","5.6862680009039934E-8","7.023742305341975E-7","-0.33159461690408853|27.67083662714593|0.999680006197252|-0.11008270206770218","-0.3337883598313548|27.730205211720882|0.9997998067792124|-0.10425963025436635","42.0|42.0|42.0|42.0","0.1079640106702801|1.3620442488683326|3.912679759849975E-4|0.036425605611860264","false","","Owenia-fusiformis->Capitella-capitata","7.023742305341975E-7"
"correl_spearman|sim_mutInfo|dist_kullbackleibler","45.41141081141082","","copresence","Paramphinome-jeffreysii->Ascidiacea","3","0.4681109934651368|0.17091684953725528|5.737454538221553","correl_spearman=copresence|sim_mutInfo=unknown|dist_kullbackleibler=copresence","correl_spearman=0.09530918377842168|sim_mutInfo=0.2811690340549389|dist_kullbackleibler=5.77112801991575E-11","correl_spearman=0.4681109934651368|sim_mutInfo=0.17091684953725528|dist_kullbackleibler=5.737454538221553","Paramphinome-jeffreysii->Ascidiacea","-0.0020305986000000013","-0.001566465","0.1384475447069093","0.4681109934651368","8.017837505036596E-10","8.017837505036596E-10","1.3787536258660969E-8","0.4663112012879308|0.2505699391778598|5.346617606050189","0.4591047407795925|0.2513374789348308|5.274351846797923","90.0|90.0|90.0","0.1280592982554118|0.09574015768557136|1.488292367819645","true","","Paramphinome-jeffreysii->Ascidiacea","1.3787536258660969E-8"
"correl_pearson|dist_bray|dist_kullbackleibler|sim_mutInfo","32.80580530580531","","copresence","Paramphinome-jeffreysii->Malacostraca","4","0.47191656919846786|0.5965098451756401|4.528656359069462|0.15281900587223785","correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence|sim_mutInfo=unknown","correl_pearson=0.1961443212363954|dist_bray=0.24625998411461625|dist_kullbackleibler=3.089941666978291E-7|sim_mutInfo=0.3095718733394837","correl_pearson=0.47191656919846786|dist_bray=0.5965098451756401|dist_kullbackleibler=4.528656359069462|sim_mutInfo=0.15281900587223785","Paramphinome-jeffreysii->Malacostraca","-0.03343730910000001","-0.04693981","0.05995156530717043","0.47191656919846786","3.658252744731527E-6","3.658252744731527E-6","3.208287657129549E-5","0.4507670755864572|0.576183702394341|4.798828549730475|0.21390845699595715","0.4603268512577357|0.6021384004665308|4.437322703988096|0.2049496697493196","90.0|90.0|90.0|90.0","0.32036387015057743|0.17399932513220673|2.125924724665336|0.08476919752157977","false","","Paramphinome-jeffreysii->Malacostraca","3.208287657129549E-5"
"dist_kullbackleibler|dist_bray|correl_pearson|correl_spearman","69.17076342311637","","mutualExclusion","Capitella-capitata->Basommatophora","4","22.455455826185037|0.9792112489905368|-0.17067016082168893|-0.06309562023140813","dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion|correl_pearson=mutualExclusion|correl_spearman=mutualExclusion","dist_kullbackleibler=2.293753312991864E-4|dist_bray=0.2708208259477155|correl_pearson=0.2944725249017619|correl_spearman=0.4812632430104541","dist_kullbackleibler=22.455455826185037|dist_bray=0.9792112489905368|correl_pearson=-0.17067016082168893|correl_spearman=-0.06309562023140813","Capitella-capitata->Basommatophora","16.597074497100003","16.52740948","2.659157533517712","22.455455826185037","0.004566688032830668","0.004566688032830668","0.019071359070440455","21.660090111435697|0.9768372547978519|-0.16908303676219982|-0.048392537381215996","21.717407614318677|0.9780844462077781|-0.16894174501836254|-0.06510184732758972","94.0|94.0|94.0|94.0","2.0881013301359355|0.012963856766911943|0.040246854196306706|0.14183801217061942","false","","Capitella-capitata->Basommatophora","0.019071359070440455"
"dist_kullbackleibler|dist_bray|sim_mutInfo|correl_spearman|correl_pearson","18.96813186813186","","mutualExclusion","Capitella-capitata->Hexanauplia","5","26.285213303556084|0.9981925295933806|0.14890002578728723|-0.38364017579387505|-0.14447049916775068","dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion|sim_mutInfo=unknown|correl_spearman=mutualExclusion|correl_pearson=mutualExclusion","dist_kullbackleibler=7.834096704684157E-10|dist_bray=0.01174450341711375|sim_mutInfo=0.30218819759658605|correl_spearman=0.2257867435076193|correl_pearson=0.3088653365999393","dist_kullbackleibler=26.285213303556084|dist_bray=0.9981925295933806|sim_mutInfo=0.14890002578728723|correl_spearman=-0.38364017579387505|correl_pearson=-0.14447049916775068","Capitella-capitata->Hexanauplia","16.0251138575","15.998284285","2.5888307277669504","26.285213303556084","8.279366081609396E-11","8.279366081609396E-11","1.6886055938538233E-9","25.187169742533552|0.9972408697346834|0.22558699969327983|-0.3462820618076217|-0.14936458789101117","25.402459876061005|0.9978522856460135|0.22604912884501793|-0.3677732955565503|-0.14679970986452567","94.0|94.0|94.0|94.0|94.0","2.3030086859878756|0.002626699805384119|0.09181569166590448|0.15287994395041|0.037859870899984015","true","","Capitella-capitata->Hexanauplia","1.6886055938538233E-9"
"dist_kullbackleibler|correl_spearman|dist_bray|correl_pearson","31.87523059728942","","mutualExclusion","Capitella-capitata->Clitellata","4","27.126468873131124|-0.26093764506365447|0.9996113562190574|-0.08877000870745763","dist_kullbackleibler=mutualExclusion|correl_spearman=mutualExclusion|dist_bray=mutualExclusion|correl_pearson=mutualExclusion","dist_kullbackleibler=0.0018472790078865042|correl_spearman=0.24819449399014037|dist_bray=0.006841135571640344|correl_pearson=0.3278544760407547","dist_kullbackleibler=27.126468873131124|correl_spearman=-0.26093764506365447|dist_bray=0.9996113562190574|correl_pearson=-0.08877000870745763","Capitella-capitata->Clitellata","21.931139003299997","22.596049559999997","4.133996677984864","27.126468873131124","6.823162874474153E-4","6.823162874474153E-4","0.0033999510459737686","26.38129517836392|-0.25557363938845706|0.999304296750657|-0.09148333126335707","26.399343941008645|-0.26679218211718125|0.9995157901607932|-0.08891576274702993","88.0|88.0|88.0|88.0","2.3497312184972743|0.12913704183419045|9.482310552370429E-4|0.030037446451829295","false","","Capitella-capitata->Clitellata","0.0033999510459737686"
"sim_mutInfo|dist_bray|correl_spearman|dist_kullbackleibler|correl_pearson","24.801057319586732","","mutualExclusion","Capitella-capitata->Monogononta","5","0.14060372098487317|0.9897603149058786|-0.27544340334787265|21.44140774331919|-0.22325705653818503","sim_mutInfo=unknown|dist_bray=mutualExclusion|correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion|correl_pearson=mutualExclusion","sim_mutInfo=0.3309348466488357|dist_bray=0.1272941694842008|correl_spearman=0.21335921594258245|dist_kullbackleibler=0.0025271785875854436|correl_pearson=0.2738540161658921","sim_mutInfo=0.14060372098487317|dist_bray=0.9897603149058786|correl_spearman=-0.27544340334787265|dist_kullbackleibler=21.44140774331919|correl_pearson=-0.22325705653818503","Capitella-capitata->Monogononta","0.08342204470000002","0.07688927000000001","0.03918874661031308","0.14060372098487317","0.0033884197774008973","0.0033884197774008973","0.014286750696060514","0.20629428308250958|0.9880395821791704|-0.2683074753215966|20.87889235482239|-0.2148673431514894","0.20796563984701866|0.989588477493049|-0.2656477019400707|20.94064125985981|-0.2178271894467774","94.0|94.0|94.0|94.0|94.0","0.07893735451097116|0.007758177787182188|0.09857175331378647|2.2192856497567854|0.05054018434792186","false","","Capitella-capitata->Monogononta","0.014286750696060514"
"correl_pearson|dist_kullbackleibler|dist_bray|correl_spearman","27.61082251082251","","mutualExclusion","Capitella-capitata->Cephalothrix","4","-0.1349753922948149|27.365564852823596|0.9997777172229158|-0.24295848869170364","correl_pearson=mutualExclusion|dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion|correl_spearman=mutualExclusion","correl_pearson=0.3058486333717222|dist_kullbackleibler=2.0517059051705644E-8|dist_bray=0.0017625414137281137|correl_spearman=0.23662329151236872","correl_pearson=-0.1349753922948149|dist_kullbackleibler=27.365564852823596|dist_bray=0.9997777172229158|correl_spearman=-0.24295848869170364","Capitella-capitata->Cephalothrix","-0.04333738000000001","-0.07351377","0.09523841734848433","-0.1349753922948149","1.4187476748972472E-9","1.4187476748972472E-9","2.3476258695941242E-8","-0.13400656964474456|26.81984176572334|0.9994845187107166|-0.24515922131147844","-0.13489990875541266|27.063453392959474|0.9996994990456496|-0.23981739166103","32.0|32.0|32.0|32.0","0.03189972218262828|1.2900401891863518|0.0011799198528458764|0.11205562622444876","true","","Capitella-capitata->Cephalothrix","2.3476258695941242E-8"
"dist_bray|dist_kullbackleibler|correl_spearman|correl_pearson","29.215212383741797","","mutualExclusion","Capitella-capitata->Decapoda","4","0.9988935029370273|23.601075538055515|-0.22125704071326235|-0.12674895913683526","dist_bray=mutualExclusion|dist_kullbackleibler=mutualExclusion|correl_spearman=mutualExclusion|correl_pearson=mutualExclusion","dist_bray=0.0024568266006150807|dist_kullbackleibler=2.1559369413948204E-5|correl_spearman=0.24548835093478028|correl_pearson=0.31389188372019494","dist_bray=0.9988935029370273|dist_kullbackleibler=23.601075538055515|correl_spearman=-0.22125704071326235|correl_pearson=-0.12674895913683526","Capitella-capitata->Decapoda","0.8875637131999998","0.925280375","0.0968131243877817","0.9988935029370273","3.226923524723979E-6","3.226923524723979E-6","2.8585979102857877E-5","0.9986257988642974|23.33983540539452|-0.22454395361870905|-0.13130710864519926","0.9989359306333823|23.30055787707807|-0.23335846147696926|-0.12780650660453616","86.0|86.0|86.0|86.0","0.001559204779743528|1.4676447083856747|0.09535931065210539|0.04100158338042895","false","","Capitella-capitata->Decapoda","2.8585979102857877E-5"
"correl_spearman|sim_mutInfo|dist_kullbackleibler|correl_pearson|dist_bray","15.426630003982947","","mutualExclusion","Capitella-capitata->Ascidiacea","5","-0.27751239952372114|0.20932419685726567|24.09568472605804|-0.1850777465253514|0.9944032765957098","correl_spearman=mutualExclusion|sim_mutInfo=unknown|dist_kullbackleibler=mutualExclusion|correl_pearson=mutualExclusion|dist_bray=mutualExclusion","correl_spearman=0.2334925371938661|sim_mutInfo=0.28304205490605305|dist_kullbackleibler=7.797288037458827E-9|correl_pearson=0.2957853856903794|dist_bray=0.08735248206359136","correl_spearman=-0.27751239952372114|sim_mutInfo=0.20932419685726567|dist_kullbackleibler=24.09568472605804|correl_pearson=-0.1850777465253514|dist_bray=0.9944032765957098","Capitella-capitata->Ascidiacea","-0.015579365499999996","-0.032147245","0.152333565012654","-0.27751239952372114","8.181823440978064E-9","8.181823440978064E-9","1.0871907814754185E-7","-0.2645881486282387|0.24806869656194777|23.543723708305226|-0.18000552364902414|0.9927102156615177","-0.27043334658934076|0.23925111743825989|23.734896600106186|-0.18233285289662182|0.9936700482985813","94.0|94.0|94.0|94.0|94.0","0.11719005863441331|0.08884551665051141|1.5055132738218813|0.04224184964936452|0.0069195727083618385","false","","Capitella-capitata->Ascidiacea","1.0871907814754185E-7"
"dist_bray|correl_pearson|dist_kullbackleibler|correl_spearman","17.83090073325367","","mutualExclusion","Capitella-capitata->Plotocnide-borealis","4","0.9969934273707537|-0.19561855078987408|26.28034935612442|-0.36766572880567544","dist_bray=mutualExclusion|correl_pearson=mutualExclusion|dist_kullbackleibler=mutualExclusion|correl_spearman=mutualExclusion","dist_bray=0.035582195673245054|correl_pearson=0.29359154832333945|dist_kullbackleibler=1.0046408149833042E-12|correl_spearman=0.19470153236871335","dist_bray=0.9969934273707537|correl_pearson=-0.19561855078987408|dist_kullbackleibler=26.28034935612442|correl_spearman=-0.36766572880567544","Capitella-capitata->Plotocnide-borealis","0.8856726277000001","0.91183495","0.07975895798273094","0.9969934273707537","5.236922007156863E-13","5.236922007156863E-13","1.5309268667588564E-11","0.9958210272448573|-0.1934506064194848|25.494950789896436|-0.3296991275762298","0.9963866866911649|-0.18852179360853824|25.763206460069927|-0.32988076332814076","94.0|94.0|94.0|94.0","0.0037262993601906687|0.046613767638461374|1.486157399842708|0.12441296440264987","true","","Capitella-capitata->Plotocnide-borealis","1.5309268667588564E-11"
"correl_spearman|dist_bray|dist_kullbackleibler|correl_pearson","19.100296810823124","","mutualExclusion","Capitella-capitata->Neochromadora","4","-0.14667506290532137|0.9993790199745287|26.84354635839848|-0.16235078440662923","correl_spearman=mutualExclusion|dist_bray=mutualExclusion|dist_kullbackleibler=mutualExclusion|correl_pearson=mutualExclusion","correl_spearman=0.35183219821260514|dist_bray=0.01880419074264983|dist_kullbackleibler=3.4280105420947393E-9|correl_pearson=0.32295506332989077","correl_spearman=-0.14667506290532137|dist_bray=0.9993790199745287|dist_kullbackleibler=26.84354635839848|correl_pearson=-0.16235078440662923","Capitella-capitata->Neochromadora","-7.469107999999905E-4","-0.004183685","0.15056419193038612","-0.14667506290532137","4.308362222538165E-9","4.308362222538165E-9","6.40412486299317E-8","-0.14523909866345752|0.9989286189815635|26.38927920175853|-0.15737910554127688","-0.1745690059376372|0.9992938333494006|26.43624263622212|-0.15319266270965703","92.0|92.0|92.0|92.0","0.1442967598048972|0.0019137209730138102|1.3976109787239521|0.03962795692549369","true","","Capitella-capitata->Neochromadora","6.40412486299317E-8"
"dist_kullbackleibler|correl_spearman|correl_pearson|dist_bray","26.330147673677082","","mutualExclusion","Capitella-capitata->Arthropoda","4","18.072048675452088|-0.2991003767623886|-0.13643434861100218|0.9847049871944439","dist_kullbackleibler=mutualExclusion|correl_spearman=mutualExclusion|correl_pearson=mutualExclusion|dist_bray=mutualExclusion","dist_kullbackleibler=2.516858805545752E-4|correl_spearman=0.26183103287395837|correl_pearson=0.36750015346175735|dist_bray=0.11223242832362579","dist_kullbackleibler=18.072048675452088|correl_spearman=-0.2991003767623886|correl_pearson=-0.13643434861100218|dist_bray=0.9847049871944439","Capitella-capitata->Arthropoda","13.779590042699999","14.308764495","2.4479760386376204","18.072048675452088","0.0016392390134378765","0.0016392390134378765","0.007566382183079041","17.640523456310973|-0.28607877454476505|-0.1558862465806491|0.9833672032345661","17.766599843226334|-0.29069215466915765|-0.14306237986755058|0.9846478036597174","94.0|94.0|94.0|94.0","1.2316486134195905|0.12926694289150256|0.06121480313892031|0.007474948831108249","false","","Capitella-capitata->Arthropoda","0.007566382183079041"
