"","NSI","piMetals","pi","piHC"
"SWARM_3324",0,0,0,0
"SWARM_3327",0,0,0,0
"SWARM_3326",0,0,0,0
"SWARM_3321",0,0,0,0
"SWARM_3320",0,0,0,0
"SWARM_3323",0,0,0,0
"SWARM_3322",0,0,0,0
"SWARM_3329",0,0,0,0
"SWARM_15253",0,0,0,0
"SWARM_15252",0,0,0,0
"SWARM_7494",0,0,0,0
"SWARM_4361",0,0,0,0
"SWARM_10688",0,0,0,0
"SWARM_20457",0,0,0,0
"SWARM_9924",0,0,0,0
"SWARM_158",99.7,68.71,0,0
"SWARM_156",0,66.02,65.72,54.76
"SWARM_157",94.27,0,0,0
"SWARM_154",0,0,0,0
"SWARM_152",41,47.61,37.93,34.37
"SWARM_153",78,0,0,0
"SWARM_150",92.69,0,0,0
"SWARM_151",0,0,0,0
"SWARM_13340",0,0,0,0
"SWARM_12768",0,0,0,0
"SWARM_25176",0,0,0,0
"SWARM_16441",0,0,0,0
"SWARM_1965",0,0,0,0
"SWARM_1964",0,0,0,0
"SWARM_7142",0,0,0,0
"SWARM_1966",0,0,0,0
"SWARM_1961",0,0,0,0
"SWARM_1960",0,0,0,0
"SWARM_1962",0,0,0,0
"SWARM_81392",0,0,0,0
"SWARM_11233",0,0,0,0
"SWARM_11230",0,0,0,0
"SWARM_11237",0,0,0,0
"SWARM_11235",0,0,0,0
"SWARM_15933",0,0,0,0
"SWARM_4368",0,0,0,0
"SWARM_4369",0,0,0,0
"SWARM_5097",0,0,0,0
"SWARM_5243",0,0,0,0
"SWARM_5090",0,0,0,0
"SWARM_5093",0,0,0,0
"SWARM_5092",0,0,0,0
"SWARM_6216",0,0,0,0
"SWARM_6214",0,0,0,0
"SWARM_6210",0,0,0,0
"SWARM_6211",0,0,0,0
"SWARM_5246",0,0,0,0
"SWARM_10180",0,0,0,0
"SWARM_986",0,0,0,0
"SWARM_989",57.49,68.07,68.18,0
"SWARM_988",0,0,0,0
"SWARM_5547",0,0,0,0
"SWARM_5543",0,0,0,0
"SWARM_5542",0,0,0,0
"SWARM_2018",0,0,0,0
"SWARM_2019",0,0,0,0
"SWARM_2014",0,0,0,0
"SWARM_2015",0,0,0,0
"SWARM_2016",0,0,0,0
"SWARM_2017",0,0,44.43,41.62
"SWARM_2010",0,0,0,0
"SWARM_2012",0,0,49.53,58.06
"SWARM_219",75.32,64.06,76.21,0
"SWARM_218",0,76.37,71.86,68.13
"SWARM_210",50.99,0,42.95,64.64
"SWARM_213",0,81.2,77.58,67.46
"SWARM_212",0,0,0,0
"SWARM_214",0,0,0,0
"SWARM_217",0,0,0,0
"SWARM_3659",0,0,0,0
"SWARM_3655",0,0,0,0
"SWARM_3657",0,0,0,0
"SWARM_1657",0,0,0,0
"SWARM_1656",0,0,0,0
"SWARM_1654",39.4,44.73,44.82,0
"SWARM_1652",0,0,0,0
"SWARM_1650",0,0,0,0
"SWARM_1659",0,0,0,24.55
"SWARM_1658",0,0,0,0
"SWARM_9104",0,0,0,0
"SWARM_9108",0,0,0,0
"SWARM_6608",0,0,0,0
"SWARM_9695",0,0,0,0
"SWARM_6600",0,0,0,0
"SWARM_6604",0,0,0,0
"SWARM_33557",0,0,0,0
"SWARM_2418",0,0,0,0
"SWARM_3518",0,0,0,0
"SWARM_3519",0,0,0,0
"SWARM_3512",0,0,0,0
"SWARM_3513",0,0,0,0
"SWARM_3511",0,0,0,0
"SWARM_3516",0,0,0,0
"SWARM_3517",0,0,0,0
"SWARM_3514",0,0,0,0
"SWARM_3515",0,0,0,0
"SWARM_30160",0,0,0,0
"SWARM_10265",0,0,0,0
"SWARM_11684",0,0,0,0
"SWARM_11683",0,0,0,0
"SWARM_4534",0,0,0,0
"SWARM_4537",0,0,0,0
"SWARM_4531",0,0,0,0
"SWARM_4533",0,0,0,0
"SWARM_4532",0,0,0,0
"SWARM_4539",0,0,0,0
"SWARM_5668",0,0,0,0
"SWARM_5669",0,0,0,0
"SWARM_5660",0,0,0,0
"SWARM_5661",0,0,0,0
"SWARM_5666",0,0,0,0
"SWARM_5667",0,0,0,0
"SWARM_5665",0,0,0,0
"SWARM_6009",0,0,0,0
"SWARM_6007",0,0,0,0
"SWARM_6006",0,0,0,0
"SWARM_6005",0,0,0,0
"SWARM_6004",0,0,0,0
"SWARM_10732",0,0,0,0
"SWARM_828",55.02,0,0,0
"SWARM_823",0,59.7,61.83,0
"SWARM_820",33.84,28.95,0,0
"SWARM_821",96,0,0,0
"SWARM_824",87.65,77.17,73.77,77.74
"SWARM_7758",0,0,0,0
"SWARM_7755",0,0,0,0
"SWARM_7756",0,0,0,0
"SWARM_9800",0,0,0,0
"SWARM_9801",0,0,0,0
"SWARM_13",94.59,90.21,80,73.03
"SWARM_14",97.83,59.33,63.98,64.97
"SWARM_15",0,0,0,0
"SWARM_19",76.29,74.17,0,0
"SWARM_615",0,0,0,0
"SWARM_617",0,44.43,46.03,38.92
"SWARM_611",0,87.03,65.11,48.61
"SWARM_8172",0,0,0,0
"SWARM_610",0,0,72.05,70.28
"SWARM_613",0,0,0,0
"SWARM_43010",0,0,0,0
"SWARM_612",30.82,0,0,26.99
"SWARM_6588",0,0,0,0
"SWARM_6582",0,0,0,0
"SWARM_6583",0,0,0,0
"SWARM_1752",0,0,0,0
"SWARM_1750",98.87,0,0,0
"SWARM_1751",39.31,88.1,56.76,0
"SWARM_1756",0,0,0,0
"SWARM_1757",0,0,0,0
"SWARM_1755",0,0,0,0
"SWARM_1758",0,0,0,0
"SWARM_7792",0,0,0,0
"SWARM_13539",0,0,0,0
"SWARM_8810",0,0,0,0
"SWARM_8816",0,0,0,0
"SWARM_8814",0,0,0,0
"SWARM_6589",0,0,0,0
"SWARM_2267",0,0,0,0
"SWARM_2265",0,0,0,0
"SWARM_2264",0,0,0,0
"SWARM_2263",0,0,0,0
"SWARM_2262",0,0,0,0
"SWARM_2261",0,0,0,0
"SWARM_2268",0,0,0,0
"SWARM_13678",0,0,0,0
"SWARM_13676",0,0,0,0
"SWARM_6580",0,0,0,0
"SWARM_5657",0,0,0,0
"SWARM_5658",0,0,0,0
"SWARM_7347",0,0,0,0
"SWARM_7341",0,0,0,0
"SWARM_7349",0,0,0,0
"SWARM_7348",0,0,0,0
"SWARM_6584",0,0,0,0
"SWARM_7825",0,0,0,0
"SWARM_7821",0,0,0,0
"SWARM_12078",0,0,0,0
"SWARM_12074",0,0,0,0
"SWARM_12072",0,0,0,0
"SWARM_11527",0,0,0,0
"SWARM_7829",0,0,0,0
"SWARM_12691",0,0,0,0
"SWARM_870",0,0,0,0
"SWARM_10694",0,0,0,0
"SWARM_1959",0,0,0,0
"SWARM_1951",0,87.26,77.78,43.05
"SWARM_1953",0,0,0,0
"SWARM_1955",0,0,0,0
"SWARM_1956",0,0,0,0
"SWARM_1957",0,0,0,0
"SWARM_10344",0,0,0,0
"SWARM_10346",0,0,0,0
"SWARM_10347",0,0,0,0
"SWARM_10341",0,0,0,0
"SWARM_10349",0,0,0,0
"SWARM_9593",0,0,0,0
"SWARM_5259",0,0,0,0
"SWARM_5258",0,0,0,0
"SWARM_5257",0,0,0,0
"SWARM_5256",0,0,0,0
"SWARM_5254",0,0,0,0
"SWARM_5251",0,0,0,0
"SWARM_6639",0,0,0,0
"SWARM_6636",0,0,0,0
"SWARM_6631",0,0,0,0
"SWARM_2708",0,0,0,0
"SWARM_2704",0,0,0,0
"SWARM_2705",0,0,0,0
"SWARM_2707",0,0,0,0
"SWARM_2700",0,0,0,0
"SWARM_2701",0,0,0,0
"SWARM_2702",0,0,0,0
"SWARM_2703",0,0,0,0
"SWARM_6999",0,0,0,0
"SWARM_9610",0,0,0,0
"SWARM_9616",0,0,0,0
"SWARM_9619",0,0,0,0
"SWARM_9618",0,0,0,0
"SWARM_6998",0,0,0,0
"SWARM_3948",0,0,0,0
"SWARM_3941",0,0,0,0
"SWARM_3943",0,0,0,0
"SWARM_3942",0,0,0,0
"SWARM_3945",0,0,0,0
"SWARM_3947",0,0,0,0
"SWARM_3946",0,0,0,0
"SWARM_14124",0,0,0,0
"SWARM_1543",0,0,0,0
"SWARM_1542",0,0,0,0
"SWARM_1540",0,0,0,0
"SWARM_1547",0,0,0,0
"SWARM_1546",88.01,66.94,0,0
"SWARM_1545",82.5,0,0,0
"SWARM_1544",0,0,0,0
"SWARM_1549",69,74.21,67.35,0
"SWARM_1548",0,0,0,0
"SWARM_7934",0,0,0,0
"SWARM_21763",0,0,0,0
"SWARM_23408",0,0,0,0
"SWARM_17574",0,0,0,0
"SWARM_1874",0,0,0,0
"SWARM_10106",0,0,0,0
"SWARM_5019",0,0,0,0
"SWARM_5015",0,0,0,0
"SWARM_5014",0,0,0,0
"SWARM_5016",0,0,0,0
"SWARM_5011",0,0,0,0
"SWARM_5010",0,0,0,0
"SWARM_7527",0,0,0,0
"SWARM_7525",0,0,0,0
"SWARM_7522",0,0,0,0
"SWARM_7521",0,0,0,0
"SWARM_7520",0,0,0,0
"SWARM_7529",0,0,0,0
"SWARM_7528",0,0,0,0
"SWARM_2542",0,0,0,0
"SWARM_2540",0,0,0,0
"SWARM_2541",0,0,0,0
"SWARM_2546",0,0,0,0
"SWARM_2547",0,0,0,0
"SWARM_2544",0,0,0,0
"SWARM_8720",0,0,0,0
"SWARM_4876",0,0,0,0
"SWARM_4878",0,0,0,0
"SWARM_4879",0,0,0,0
"SWARM_2094",0,0,0,0
"SWARM_2095",0,0,0,0
"SWARM_2096",0,0,0,0
"SWARM_2097",0,0,0,0
"SWARM_2091",0,0,0,0
"SWARM_2092",81.41,0,0,0
"SWARM_2099",0,65.46,0,0
"SWARM_6739",0,0,0,0
"SWARM_6734",0,0,0,0
"SWARM_292",0,70.47,73.43,76.1
"SWARM_295",0,72.98,54.63,46.89
"SWARM_297",38.03,38.95,41.55,42.41
"SWARM_296",0,0,0,0
"SWARM_299",53.37,0,0,0
"SWARM_298",0,60.09,55.48,55.37
"SWARM_9452",0,0,0,0
"SWARM_9456",0,0,0,0
"SWARM_9459",0,0,0,0
"SWARM_9189",0,0,0,0
"SWARM_9185",0,0,0,0
"SWARM_5839",0,0,0,0
"SWARM_5838",0,0,0,0
"SWARM_5836",0,0,0,0
"SWARM_5833",0,0,0,0
"SWARM_5831",0,0,0,0
"SWARM_7061",0,0,0,0
"SWARM_7067",0,0,0,0
"SWARM_17637",0,0,0,0
"SWARM_19142",0,0,0,0
"SWARM_11770",0,0,0,0
"SWARM_1033",0,63.22,0,0
"SWARM_1032",0,0,0,0
"SWARM_1030",0,0,0,0
"SWARM_1035",0,0,0,0
"SWARM_1034",65.03,0,0,59.48
"SWARM_4004",0,0,0,0
"SWARM_4007",0,0,0,0
"SWARM_4001",0,0,0,0
"SWARM_4003",0,0,0,0
"SWARM_4002",0,0,0,0
"SWARM_4009",0,0,0,0
"SWARM_4008",0,0,0,0
"SWARM_5358",0,0,0,0
"SWARM_3722",0,0,0,0
"SWARM_5352",0,0,0,0
"SWARM_5353",0,0,0,0
"SWARM_5350",0,0,0,0
"SWARM_5351",0,0,0,0
"SWARM_5357",0,0,0,0
"SWARM_5354",0,0,0,0
"SWARM_3728",0,0,0,0
"SWARM_8449",0,0,0,0
"SWARM_8444",0,0,0,0
"SWARM_8446",0,0,0,0
"SWARM_7707",0,0,0,0
"SWARM_3592",0,0,0,0
"SWARM_3593",0,0,0,0
"SWARM_3590",0,0,0,0
"SWARM_3591",0,0,0,0
"SWARM_3596",0,0,0,0
"SWARM_3597",0,0,0,0
"SWARM_3594",0,0,0,0
"SWARM_3598",0,0,0,0
"SWARM_3599",0,0,0,0
"SWARM_3897",0,0,0,0
"SWARM_14715",0,0,0,0
"SWARM_4357",0,0,0,0
"SWARM_4358",0,0,0,0
"SWARM_13156",0,0,0,0
"SWARM_13151",0,0,0,0
"SWARM_13153",0,0,0,0
"SWARM_13159",0,0,0,0
"SWARM_12400",0,0,0,0
"SWARM_12405",0,0,0,0
"SWARM_17435",0,0,0,0
"SWARM_17434",0,0,0,0
"SWARM_11174",0,0,0,0
"SWARM_11175",0,0,0,0
"SWARM_4249",0,0,0,0
"SWARM_4241",0,0,0,0
"SWARM_4240",0,0,0,0
"SWARM_10116",0,0,0,0
"SWARM_7871",0,0,0,0
"SWARM_7870",0,0,0,0
"SWARM_6086",0,0,0,0
"SWARM_6084",0,0,0,0
"SWARM_6081",0,0,0,0
"SWARM_6088",0,0,0,0
"SWARM_2977",0,0,0,0
"SWARM_2976",0,0,0,0
"SWARM_2975",0,0,0,0
"SWARM_2974",0,0,0,0
"SWARM_5198",0,0,0,0
"SWARM_5190",0,0,0,0
"SWARM_5192",0,0,0,0
"SWARM_5194",0,0,0,0
"SWARM_5000",0,0,0,0
"SWARM_14838",0,0,0,0
"SWARM_14833",0,0,0,0
"SWARM_2352",0,0,0,0
"SWARM_2351",0,0,0,0
"SWARM_2350",0,0,0,0
"SWARM_2356",0,0,0,0
"SWARM_2354",0,0,0,0
"SWARM_2359",0,0,0,0
"SWARM_2358",0,0,0,0
"SWARM_8689",0,0,0,0
"SWARM_8685",0,0,0,0
"SWARM_8684",0,0,0,0
"SWARM_8683",0,0,0,0
"SWARM_8681",0,0,0,0
"SWARM_8680",0,0,0,0
"SWARM_4519",0,0,0,0
"SWARM_4518",0,0,0,0
"SWARM_11928",0,0,0,0
"SWARM_559",85.31,67.49,0,0
"SWARM_553",94.44,0,0,0
"SWARM_556",0,0,0,0
"SWARM_555",0,71.65,66.52,57.58
"SWARM_3750",0,0,0,0
"SWARM_3751",0,0,0,0
"SWARM_3752",0,0,0,0
"SWARM_3753",0,0,0,0
"SWARM_3754",0,0,0,0
"SWARM_3755",0,0,0,0
"SWARM_3756",0,0,0,0
"SWARM_3757",0,0,0,0
"SWARM_3759",0,0,0,0
"SWARM_6509",0,0,0,0
"SWARM_9227",0,0,0,0
"SWARM_9224",0,0,0,0
"SWARM_9220",0,0,0,0
"SWARM_5972",0,0,0,0
"SWARM_5970",0,0,0,0
"SWARM_5971",0,0,0,0
"SWARM_5976",0,0,0,0
"SWARM_5974",0,0,0,0
"SWARM_12360",0,0,0,0
"SWARM_12365",0,0,0,0
"SWARM_30909",0,0,0,0
"SWARM_8893",0,0,0,0
"SWARM_8898",0,0,0,0
"SWARM_10709",0,0,0,0
"SWARM_8716",0,0,0,0
"SWARM_3250",0,0,0,0
"SWARM_3252",0,0,0,0
"SWARM_3255",0,0,0,0
"SWARM_3256",0,0,0,0
"SWARM_4846",0,0,0,0
"SWARM_6950",0,0,0,0
"SWARM_6959",0,0,0,0
"SWARM_16490",0,0,0,0
"SWARM_394",83.81,82.66,80.22,76.06
"SWARM_395",41.63,0,42.85,42.85
"SWARM_390",0,0,0,0
"SWARM_393",0,0,48.7,0
"SWARM_5567",0,0,0,0
"SWARM_5560",0,0,0,0
"SWARM_17087",0,0,0,0
"SWARM_17088",0,0,0,0
"SWARM_5569",0,0,0,0
"SWARM_6183",0,0,0,0
"SWARM_12611",0,0,0,0
"SWARM_19739",0,0,0,0
"SWARM_967",0,0,0,0
"SWARM_965",0,64.3,68.3,67.95
"SWARM_10614",0,0,0,0
"SWARM_14978",0,0,0,0
"SWARM_14972",0,0,0,0
"SWARM_6322",0,0,0,0
"SWARM_6321",0,0,0,0
"SWARM_6326",0,0,0,0
"SWARM_6327",0,0,0,0
"SWARM_2832",0,0,0,0
"SWARM_2833",0,0,0,0
"SWARM_2830",0,0,0,0
"SWARM_2836",0,0,0,0
"SWARM_2837",0,0,0,0
"SWARM_2834",0,0,0,0
"SWARM_2835",0,0,0,0
"SWARM_4780",0,0,0,0
"SWARM_4781",0,0,0,0
"SWARM_4786",0,0,0,0
"SWARM_4787",0,0,0,0
"SWARM_5433",0,0,0,0
"SWARM_5431",0,0,0,0
"SWARM_5435",0,0,0,0
"SWARM_5434",0,0,0,0
"SWARM_5439",0,0,0,0
"SWARM_5438",0,0,0,0
"SWARM_2784",0,0,0,0
"SWARM_2785",0,0,0,0
"SWARM_2786",0,0,0,0
"SWARM_2780",0,0,0,0
"SWARM_2781",0,0,0,0
"SWARM_2783",0,0,0,0
"SWARM_7493",0,0,0,0
"SWARM_13550",0,0,0,0
"SWARM_7496",0,0,0,0
"SWARM_7499",0,0,0,0
"SWARM_9920",0,0,0,0
"SWARM_9925",0,0,0,0
"SWARM_9926",0,0,0,0
"SWARM_7145",0,0,0,0
"SWARM_7144",0,0,0,0
"SWARM_7146",0,0,0,0
"SWARM_7140",0,0,0,0
"SWARM_8344",0,0,0,0
"SWARM_8343",0,0,0,0
"SWARM_8348",0,0,0,0
"SWARM_3499",0,0,0,0
"SWARM_3498",0,0,0,0
"SWARM_3497",0,0,0,0
"SWARM_3496",0,0,0,0
"SWARM_3495",0,0,0,0
"SWARM_3494",0,0,0,0
"SWARM_3493",0,0,0,0
"SWARM_3492",0,0,0,0
"SWARM_3491",0,0,0,0
"SWARM_5828",0,0,0,0
"SWARM_9190",0,0,0,0
"SWARM_9191",0,0,0,0
"SWARM_2036",0,0,0,0
"SWARM_632",0,0,0,0
"SWARM_19477",0,0,0,0
"SWARM_19471",0,0,0,0
"SWARM_19473",0,0,0,0
"SWARM_19472",0,0,0,0
"SWARM_4628",0,0,0,0
"SWARM_8888",0,0,0,0
"SWARM_7630",0,0,0,0
"SWARM_10423",0,0,0,0
"SWARM_4626",0,0,0,0
"SWARM_3312",0,0,0,0
"SWARM_17860",0,0,0,0
"SWARM_5630",0,0,0,0
"SWARM_16803",0,0,0,0
"SWARM_16804",0,0,0,0
"SWARM_8251",0,0,0,0
"SWARM_742",86.96,70.22,61.59,65.16
"SWARM_740",0,60.27,58.63,68.54
"SWARM_745",0,81.48,0,0
"SWARM_744",99.8,0,0,0
"SWARM_749",0,51.3,54.85,54.85
"SWARM_748",85.23,0,0,0
"SWARM_6951",0,0,0,0
"SWARM_11442",0,0,0,0
"SWARM_11445",0,0,0,0
"SWARM_30898",0,0,0,0
"SWARM_4089",0,0,0,0
"SWARM_4088",0,0,0,0
"SWARM_4085",0,0,0,0
"SWARM_4084",0,0,0,0
"SWARM_4087",0,0,0,0
"SWARM_4086",0,0,0,0
"SWARM_4080",0,0,0,0
"SWARM_4083",0,0,0,0
"SWARM_12799",0,0,0,0
"SWARM_10792",0,0,0,0
"SWARM_12865",0,0,0,0
"SWARM_12864",0,0,0,0
"SWARM_4629",0,0,0,0
"SWARM_10426",0,0,0,0
"SWARM_1024",70.09,0,0,0
"SWARM_1025",0,39.77,0,54.07
"SWARM_1027",75.78,0,0,62.73
"SWARM_1022",99.94,0,0,0
"SWARM_8999",0,0,0,0
"SWARM_8995",0,0,0,0
"SWARM_6177",0,0,0,0
"SWARM_6174",0,0,0,0
"SWARM_2662",0,0,0,0
"SWARM_2661",0,0,0,0
"SWARM_2660",0,0,0,0
"SWARM_2666",0,0,0,0
"SWARM_2665",0,0,0,0
"SWARM_2664",0,0,0,0
"SWARM_2668",0,0,0,0
"SWARM_4745",0,0,0,0
"SWARM_3042",0,0,0,0
"SWARM_3044",0,0,0,0
"SWARM_3046",0,0,0,0
"SWARM_3047",0,0,0,0
"SWARM_3049",0,0,0,0
"SWARM_9712",0,0,0,0
"SWARM_9719",0,0,0,0
"SWARM_1678",0,0,0,0
"SWARM_5865",0,0,0,0
"SWARM_42853",0,0,0,0
"SWARM_30214",0,0,0,0
"SWARM_29921",0,0,0,0
"SWARM_1379",0,0,0,0
"SWARM_1370",91.19,58.21,0,0
"SWARM_1371",0,22.06,0,0
"SWARM_1372",0,0,0,0
"SWARM_1373",35.68,45.42,25.9,32.49
"SWARM_1374",0,64.34,0,0
"SWARM_1375",94.44,0,0,0
"SWARM_1376",0,0,0,0
"SWARM_1377",0,0,75.88,84.65
"SWARM_13225",0,0,0,0
"SWARM_25238",0,0,0,0
"SWARM_20349",0,0,0,0
"SWARM_1097",0,56.95,57.49,44.96
"SWARM_5111",0,0,0,0
"SWARM_5114",0,0,0,0
"SWARM_5116",0,0,0,0
"SWARM_5117",0,0,0,0
"SWARM_5119",0,0,0,0
"SWARM_5770",0,0,0,0
"SWARM_5773",0,0,0,0
"SWARM_2461",0,0,0,0
"SWARM_2460",0,0,0,0
"SWARM_2465",0,0,0,0
"SWARM_2464",0,0,0,0
"SWARM_2467",0,0,0,0
"SWARM_2466",0,0,0,0
"SWARM_2469",0,0,0,0
"SWARM_2468",0,0,0,0
"SWARM_8602",0,0,0,0
"SWARM_8600",0,0,0,0
"SWARM_14217",0,0,0,0
"SWARM_7966",0,0,0,0
"SWARM_7965",0,0,0,0
"SWARM_7964",0,0,0,0
"SWARM_7963",0,0,0,0
"SWARM_9556",0,0,0,0
"SWARM_9552",0,0,0,0
"SWARM_7233",0,0,0,0
"SWARM_7230",0,0,0,0
"SWARM_7237",0,0,0,0
"SWARM_7235",0,0,0,0
"SWARM_7234",0,0,0,0
"SWARM_11633",0,0,0,0
"SWARM_18916",0,0,0,0
"SWARM_1179",42.78,34.78,42.78,36.29
"SWARM_1176",0,0,0,77.25
"SWARM_1177",40.48,0,40.28,0
"SWARM_1170",75.3,0,63.98,0
"SWARM_1171",0,0,0,0
"SWARM_8454",0,0,0,0
"SWARM_18001",0,0,0,0
"SWARM_1828",0,0,0,0
"SWARM_1829",0,0,0,0
"SWARM_1824",0,0,0,0
"SWARM_1825",0,0,0,0
"SWARM_1827",0,0,0,0
"SWARM_1820",0,0,0,0
"SWARM_1821",0,0,0,0
"SWARM_1822",0,0,0,0
"SWARM_8065",0,0,0,0
"SWARM_4436",0,0,0,0
"SWARM_4430",0,0,0,0
"SWARM_16383",0,0,0,0
"SWARM_4431",0,0,0,0
"SWARM_4433",0,0,0,0
"SWARM_8068",0,0,0,0
"SWARM_14588",0,0,0,0
"SWARM_14585",0,0,0,0
"SWARM_20565",0,0,0,0
"SWARM_20561",0,0,0,0
"SWARM_20568",0,0,0,0
"SWARM_2871",0,0,0,0
"SWARM_314",0,0,0,0
"SWARM_315",0,0,0,0
"SWARM_316",0,0,0,0
"SWARM_317",64.41,0,0,63.5
"SWARM_311",0,36.01,35.7,34.55
"SWARM_312",91.57,65.8,70.94,67.74
"SWARM_318",0,78.46,78.28,67.16
"SWARM_13584",0,0,0,0
"SWARM_13051",0,0,0,0
"SWARM_13055",0,0,0,0
"SWARM_13054",0,0,0,0
"SWARM_17776",0,0,0,0
"SWARM_25001",0,0,0,0
"SWARM_3560",0,0,0,0
"SWARM_11349",0,0,0,0
"SWARM_11346",0,0,0,0
"SWARM_4471",0,0,0,0
"SWARM_4472",0,0,0,0
"SWARM_4473",0,0,0,0
"SWARM_4477",0,0,0,0
"SWARM_5701",0,0,0,0
"SWARM_5703",0,0,0,0
"SWARM_5705",0,0,0,0
"SWARM_5707",0,0,0,0
"SWARM_5708",0,0,0,0
"SWARM_7419",0,0,0,0
"SWARM_7413",0,0,0,0
"SWARM_7412",0,0,0,0
"SWARM_7411",0,0,0,0
"SWARM_7410",0,0,0,0
"SWARM_7417",0,0,0,0
"SWARM_7415",0,0,0,0
"SWARM_645",0,0,0,0
"SWARM_8037",0,0,0,0
"SWARM_8030",0,0,0,0
"SWARM_8038",0,0,0,0
"SWARM_2168",0,0,0,0
"SWARM_2169",0,0,0,0
"SWARM_2160",0,0,0,0
"SWARM_2161",0,0,0,0
"SWARM_2162",0,0,0,0
"SWARM_2163",0,0,0,0
"SWARM_2164",0,0,0,0
"SWARM_2165",0,0,0,0
"SWARM_2166",0,0,0,0
"SWARM_2167",0,0,0,0
"SWARM_459",0,0,0,0
"SWARM_458",0,0,0,0
"SWARM_457",99.07,0,0,29.52
"SWARM_456",98.89,76.29,0,0
"SWARM_455",0,0,69.08,72.14
"SWARM_454",81.39,72.81,66.23,66.81
"SWARM_453",70.06,74.13,75.06,67.06
"SWARM_452",0,76.86,77.65,77.62
"SWARM_450",0,0,0,0
"SWARM_3417",0,0,0,0
"SWARM_3416",0,0,0,0
"SWARM_3415",0,0,0,0
"SWARM_3414",0,0,0,0
"SWARM_3413",0,0,0,0
"SWARM_3412",0,0,0,0
"SWARM_3411",0,0,0,0
"SWARM_3410",0,0,0,0
"SWARM_6429",0,0,0,0
"SWARM_6428",0,0,0,0
"SWARM_3419",0,0,0,0
"SWARM_3418",0,0,0,0
"SWARM_12089",0,0,0,0
"SWARM_12086",0,0,0,0
"SWARM_12080",0,0,0,0
"SWARM_10825",0,0,0,0
"SWARM_10824",0,0,0,0
"SWARM_10820",0,0,0,0
"SWARM_10822",0,0,0,0
"SWARM_5478",0,0,0,0
"SWARM_12555",0,0,0,0
"SWARM_12552",0,0,0,0
"SWARM_7181",0,0,0,0
"SWARM_7180",0,0,0,0
"SWARM_4138",0,0,0,0
"SWARM_4130",0,0,0,0
"SWARM_4133",0,0,0,0
"SWARM_4132",0,0,0,0
"SWARM_4134",0,0,0,0
"SWARM_4136",0,0,0,0
"SWARM_975",0,0,0,0
"SWARM_4739",0,0,0,0
"SWARM_4738",0,0,0,0
"SWARM_42343",0,0,0,0
"SWARM_3358",0,0,0,0
"SWARM_3354",0,0,0,0
"SWARM_3355",0,0,0,0
"SWARM_3356",0,0,0,0
"SWARM_3357",0,0,0,0
"SWARM_3350",0,0,0,0
"SWARM_3351",0,0,0,0
"SWARM_4984",0,0,0,0
"SWARM_9963",0,0,0,0
"SWARM_8383",0,0,0,0
"SWARM_125",0,45.65,0,0
"SWARM_121",0,57.65,54.95,53.64
"SWARM_120",98.89,71.23,67.51,0
"SWARM_128",99.63,0,0,0
"SWARM_3450",0,0,0,0
"SWARM_12719",0,0,0,0
"SWARM_16412",0,0,0,0
"SWARM_16414",0,0,0,0
"SWARM_10716",0,0,0,0
"SWARM_10712",0,0,0,0
"SWARM_6241",0,0,0,0
"SWARM_6240",0,0,0,0
"SWARM_6243",0,0,0,0
"SWARM_6242",0,0,0,0
"SWARM_6245",0,0,0,0
"SWARM_6244",0,0,0,0
"SWARM_6247",0,0,0,0
"SWARM_6246",0,0,0,0
"SWARM_6248",0,0,0,0
"SWARM_5576",0,0,0,0
"SWARM_5574",0,0,0,0
"SWARM_5579",0,0,0,0
"SWARM_956",79.75,0,0,0
"SWARM_957",0,0,73.23,0
"SWARM_954",33.15,61.71,34.21,26.94
"SWARM_955",0,0,0,0
"SWARM_952",79.84,0,0,0
"SWARM_953",0,0,0,0
"SWARM_950",92.91,0,0,0
"SWARM_951",0,63.28,59.25,62.08
"SWARM_958",0,65.92,52.82,0
"SWARM_959",0,0,0,0
"SWARM_7597",0,0,0,0
"SWARM_7595",0,0,0,0
"SWARM_7593",0,0,0,0
"SWARM_7591",0,0,0,0
"SWARM_7598",0,0,0,0
"SWARM_9385",0,0,0,0
"SWARM_7621",0,0,0,0
"SWARM_7625",0,0,0,0
"SWARM_7626",0,0,0,0
"SWARM_8265",0,0,0,0
"SWARM_8264",0,0,0,0
"SWARM_8267",0,0,0,0
"SWARM_8266",0,0,0,0
"SWARM_8261",0,0,0,0
"SWARM_8262",0,0,0,0
"SWARM_8268",0,0,0,0
"SWARM_9796",0,0,0,0
"SWARM_9797",0,0,0,0
"SWARM_9793",0,0,0,0
"SWARM_9791",0,0,0,0
"SWARM_3625",0,0,0,0
"SWARM_3626",0,0,0,0
"SWARM_3627",0,0,0,0
"SWARM_3620",0,0,0,0
"SWARM_3621",0,0,0,0
"SWARM_3622",0,0,0,0
"SWARM_1668",0,0,0,33.54
"SWARM_1669",0,0,0,0
"SWARM_1666",0,0,0,0
"SWARM_1667",0,52.91,56.14,61.75
"SWARM_1664",66.71,0,0,0
"SWARM_1663",0,0,0,0
"SWARM_1660",0,0,0,0
"SWARM_1661",0,0,0,0
"SWARM_1088",0,0,0,0
"SWARM_1089",0,0,0,69.67
"SWARM_1082",0,0,0,0
"SWARM_1083",98.56,0,0,0
"SWARM_1080",0,0,0,0
