"","ienv.cp","zenv.cp","freq","maxgrp","IndVal","obsiv.prob","zscore","5%","10%","50%","90%","95%","purity","reliability","z.median","filter"
"Platyhelminthes",28.92,28.415,56,2,65.26,0.04,1.59,8.92175,12.135,23.9725,28.46,29.53225,0.47,0.71,3.04196493702379,0
"Annelida",25.655,25.105,41,2,51,0.01,4.48,23.513,23.695,25.265,26.585,28.214,1,0.95,5.61894963090243,2
"Tardigrada",27.35,26.37,16,2,28.26,0.01,4.62,23.19575,23.444,26.37,27.35,27.845,0.93,0.82,4.28177995034278,0
"Porifera",7.005,9.135,26,1,37.39,0.05,1.96,3.49,3.515,23.3,27.809,28.21,0.65,0.78,6.92650045405389,0
"Xenacoelomorpha",20.63,24.41,82,2,77.47,0.01,4.28,22.955,23.3,23.845,24.41,24.80725,1,1,5.10838374797398,2
"Loricifera",28.92,26.95,11,2,74.77,0.01,16.44,26.49475,26.545,27.3,28.21,28.92,1,1,19.1580971760955,2
"Chytridiomycota",18.45,14,40,2,41.24,0.07,1.51,13.98175,16.062,25.025,28.92,29.02225,0.87,0.69,2.47191601144142,0
"Zoopagomycotina",27.35,26.5,71,1,76.21,0.01,3.22,24.331,24.6315,26.4,27.3,27.35,0.89,0.99,3.78869294566896,0
"Choanoflagellida",26.645,25,88,2,84.92,0.01,4.66,24.8035,25,25.6275,26,26.1,1,1,4.90327680251497,2
"Cryptomycota",7.03,7.03,71,2,70.65,0.01,2.92,7.005,7.0275,21.705,26.0685,28.41725,0.72,0.95,3.23057707602547,0
"LKM15",28.92,28.92,18,2,23.61,0.15,0.75,3.3155,22.4875,24.455,29.065,29.525,0.67,0.62,2.83445961289897,0
"Ichthyophonidae",25,24.41,19,2,24.51,0.01,3.08,6.8365,23.8945,24.4625,26.015,26.37,0.9,0.91,4.02605559408824,0
"Pseudoperkinsidae",28.415,27.35,100,1,83.78,0.01,6.6,23.29825,24.9305,26.7,27.404,28.214,1,1,7.36818547535433,1
"Abeoformidae",27.35,27.35,99,1,78.69,0.01,6.18,27.038,27.1,27.35,27.845,27.944,0.98,1,6.28937797568537,1
"Nucleariida",27.35,25,61,2,68.2,0.01,6.92,23.94,24,25,27.35,27.39,1,1,7.19196654314267,2
"Jakobida",24.045,24.045,29,1,35.53,0.01,6.7,23.79475,23.8,24.2125,27.35,29.02225,0.84,1,5.74850348457331,0
"Apicomplexa",9.135,22.525,99,1,72.16,0.02,2.85,3.51375,7.005,21.025,23.8505,25,0.96,0.76,3.01836117101132,0
"Ciliophora",24.555,24.49,98,1,81.47,0.01,6.13,23.878,24,24.49,25,25,1,1,6.26241771534965,1
"Alveolata incertae sedis",23.845,24.135,82,1,58.45,0.01,3.16,7.03,9.135,23.845,25,25,0.79,0.93,4.05558117253187,0
"OLI11255",28.415,27.2,33,2,65.99,0.01,6.39,23.99525,24.045,27.2,27.845,28.415,0.99,1,6.28609098043465,2
"SCM37C52",26,23.3,11,2,14.86,0.08,1.89,23.263,23.3,23.505,26.0065,26.47,0.96,0.76,3.03829506292027,0
"BOLA914",27.35,25,88,2,69.29,0.01,5.62,20.5935,24,25,26,26.60225,1,1,6.29284523957671,2
"Colpodellida",9.135,9.135,65,1,66.93,0.02,2.17,3.49,7.03,21.8925,25.75,26,0.95,0.77,2.87113717125208,0
"Chromerida",7.005,24.71,48,2,43.02,0.01,4.85,23.2285,23.3945,24.855,25,25,1,0.97,4.88995119434606,2
"Syndiniales class incertae sedis",7.005,7.005,96,2,82.91,0.01,3.59,3.515,3.515,19.175,26.0015,27.293,0.78,0.91,3.91559288190845,0
"Cercozoa",27.35,26,100,2,77.67,0.01,6.88,22.0485,22.9045,26,27.255,27.39,1,1,6.76160506722213,2
"Retaria",7.005,24.135,94,2,77.85,0.01,4.15,7.005,7.15,23.27,25.7965,26.00075,0.96,0.95,4.69424211920491,2
"RM2-SGM51",7.15,25.85,82,2,76.11,0.01,9.86,22.1275,23.32,24,25.955,26,1,1,9.53543863044077,2
"Labyrinthulomycetes phylum incertae sedis",18.45,20.63,84,2,78.8,0.01,5.86,13.585,15.3315,19.975,25,26.8075,0.88,1,5.32792501087087,0
"Peronosporomycetes phylum incertae sedis",28.92,27.35,95,1,89.16,0.01,5.6,22.905,23.0315,27.35,27.805,27.847,0.64,1,6.50887691253471,0
"Lobosa",27.35,27.44,84,2,73.13,0.01,3.7,23.3475,23.395,26.0075,27.39,27.44,1,0.99,4.38801849001293,2
"Centrohelea",27.35,25,89,2,60.81,0.01,3.75,23.89725,23.9365,24.9725,27.1,27.3025,0.98,0.97,4.75445875223796,2
"Apusozoa",7.15,7.15,100,2,75.94,0.01,4.44,7.03,7.138,9.135,23.323,25,0.97,0.97,5.10837734380339,2
"Maxillopoda",7.005,18.45,86,2,80.51,0.02,2.35,7.02875,7.138,22.955,26,27.94325,0.75,0.93,3.0015184911328,0
"Branchiopoda",26,24,37,1,43.62,0.01,5.26,23.319,23.434,24.09,26,26.015,1,0.99,5.05393475751997,1
"Ostracoda",26.065,25.655,31,1,30.37,0.06,1.97,7.03,7.03,23.9,26.065,26.185,0.78,0.59,2.41845697295351,0
"Enoplea",27.44,25.605,96,1,63.16,0.03,1.98,7.00375,7.0275,21.2375,25.605,25.735,0.74,0.47,-2.15340207134273,0
"Chromadorea",7.005,25.265,97,2,72.5,0.01,6.24,7.258,13.9635,25.075,26.37,26.5215,1,1,6.86303519558729,2
"Ascidiacea",27.845,27.2,30,2,63.28,0.01,12.96,22.95425,26.0135,26.975,27.845,27.845,0.94,0.97,8.75931872774743,0
"Seriata",26.065,26.065,66,1,76.3,0.02,2.76,19.95,20.625,25.835,26.223,26.74775,0.87,0.87,3.33229397157332,0
"Macrostomida",28.415,27.35,87,1,90.5,0.01,2.55,7.03,7.03,27.35,27.853,28.37225,0.88,0.79,3.05460073261547,0
"Rhabdocoela class incertae sedis",7.005,7.005,52,2,53.57,0.15,0.84,14,23.3495,26.2625,29.525,29.89,0.61,0.33,-1.83245783996953,0
"Prolecithophora class incertae sedis",9.135,25.785,16,2,16.19,0.21,0.86,9.135,11,25.405,28.298,28.9685,0.49,0.55,2.39408410556798,0
"Polychaeta",28.92,25.785,92,1,73.22,0.11,1.33,6.85425,7.03,23,25.6595,25.85175,0.83,0.35,-1.82699283002977,0
"Anthozoa",26.645,26.645,56,1,60.35,0.06,1.54,19.755,23.27,25,26.86,27.2,0.5,0.68,2.15140846099569,0
"Hydrozoa",27.44,27.2,64,2,96.34,0.01,5.52,24.045,25.995,27.2,27.805,28.21,1,1,5.74431660962802,2
"Echinoidea",27.35,27.2,82,1,89.5,0.01,5.31,24.9945,25.95,27.1,27.404,27.7575,0.98,1,5.20621776519826,1
"Holothuroidea",27.35,27.44,48,2,86.34,0.01,5.6,23.295,24.7875,27.35,28.21,28.37225,0.97,0.97,5.36225223871921,2
"Asteroidea",27.35,26,23,1,22.96,0.12,1.37,3.49,7.025,23,25,26.1725,0.61,0.49,2.24789838316811,0
"Ophiuroidea",22.955,24.49,64,2,60.87,0.01,3.57,22.10875,22.905,24.3675,25.655,25.9025,1,0.99,3.74964797767677,2
"Phoroniformea",27.35,27.35,61,1,67.78,0.01,2.6,23.0475,23.4775,27.25,27.44,27.807,0.84,0.84,2.83923630964519,0
"Heterotardigrada",27.35,26.37,48,1,47.69,0.02,2.19,7.03,16.5015,25.0775,27.35,27.39,0.82,0.8,2.84941274595777,0
"Demospongiae",27.35,26.95,12,2,74.99,0.01,18.18,26.63775,26.745,27.3,27.845,28.214,1,1,19.6636964402714,2
"Calcarea",28.415,28.415,17,2,94.15,0.01,16.26,26.945,27.1,27.48,28.415,28.415,1,1,14.0521426119167,2
"Acoela",7.15,19.95,97,2,88.76,0.01,6.45,13.6575,19.067,22.525,23.8,24.00225,1,1,6.43911057923244,2
"Heteronemertea",23,23.4,76,1,59.08,0.11,1.5,7.00375,7.03,23.325,26.7955,27.986,0.67,0.52,2.17823397759417,0
"Palaeonemertea",7.005,7.15,89,2,89.74,0.01,3.52,7.03,7.15,24.455,28.415,28.92,0.68,0.99,4.28646310163561,0
"Sordariomycetes",28.29,23.345,50,1,48.63,0.03,2.94,11.985,22.695,23.565,28.29,28.29,0.87,0.85,3.29204410183647,0
"Dothideomycetes",26,26,11,2,13.93,0.09,1.48,7.15,21.197,25.0525,27.3955,27.845,0.58,0.49,2.32483025340597,0
"Leotiomycetes",27.35,26.5,14,2,41.86,0.01,9.29,24.855,24.9945,27.0925,27.444,28.41725,0.99,1,9.13188305821703,2
"Eurotiomycetes",7.005,7.03,34,1,41.86,0.01,2.94,0,3.141,21.355,27.35,27.442,0.89,0.8,3.7403347710315,0
"Pezizomycetes",28.415,28.415,16,2,37.46,0.03,3.09,23,23.318,28.21,29.02,29.38725,0.88,0.83,4.07025512154648,0
"Exobasidiomycetes",28.92,28.92,15,2,34.7,0.06,2.74,0,3.49,23.4,29.065,29.525,0.38,0.85,4.41046425128714,0
"Chytridiomycetes",28.29,26.37,100,1,94.94,0.01,4.23,23.93825,24.641,25.0775,26.69,26.9575,1,1,4.38743504376541,1
"Craspedida",27.35,27.2,57,1,60.61,0.01,2.7,22.9,22.9,24.945,27.35,27.4,0.84,0.73,2.8303929476813,0
"Acanthoecida",28.92,24.71,95,1,71.76,0.01,6.22,22.83625,24.437,25.6425,27.845,27.845,0.94,1,6.39925283574081,0
"Clade L",24.945,23.845,11,2,16.71,0.01,3.97,23.47,23.5365,24.555,25,25.8525,1,0.98,4.5332040075047,2
"LKM11",26.645,26,96,2,71.94,0.02,2.86,7.005,22.9955,26,26.4,26.55,0.95,0.92,3.2743228242938,0
"Capsasporidae",26,24.945,20,2,18.68,0.08,1.51,7.02875,22.9955,25,26.0515,26.3465,0.5,0.68,2.60555485584509,0
"RM1-SGM49",7.15,25,77,2,68.05,0.01,8.15,23.394,23.3995,24.8275,26,26,1,1,8.81229258640956,2
"Carpediomonas-like organisms",26.745,26.745,59,1,58.12,0.01,3.35,22.99775,25.0355,26.6,27.1,27.2,0.94,0.94,3.74119237262956,0
"Novel Apicomplexa Class 2",14,22.905,99,1,72.8,0.01,3.18,6.80675,9.123,22.9775,23.352,23.57975,0.96,0.87,3.53165784936808,0
"Novel Apicomplexa Class 1",27.845,28.29,91,1,93.33,0.01,5.67,24.04275,25,26.47,27.809,27.849,1,1,6.34571789066099,1
"Gregarinasina",7.005,26.745,100,1,74.34,0.01,4.63,7.005,7.0275,23.8525,26.8095,27.047,0.53,1,5.69139886019197,0
"Cryptosporida",27.845,27.845,24,2,43.59,0.03,3.48,14.231,23.0315,26.645,27.845,28.415,0.74,0.88,4.70707258791588,0
"Coccidia",22.525,22.955,100,2,73.43,0.01,6.31,20,20.625,22.5275,23,23,1,1,6.78494297768998,2
"Dinoflagellata incertae sedis",27.845,28.29,100,1,83.87,0.01,7.54,7.15,9.135,27.35,27.9255,28.29,0.88,1,7.83573208107579,0
"Spirotrichea",7.005,24,98,2,67.18,0.01,7.51,7.005,7.03,20.605,24,24.045,1,1,8.44282916387702,2
"Heterotrichea",28.92,14,34,2,31.67,0.16,0.92,15.45,22.0425,25.1075,28.4195,28.92,0.45,0.52,2.1973923324142,0
